arrwidth1,arrwidth2,arrwidth3,arrwidth4,arrwidth5,keyb,type,orientation,instruction_image,block_filename,block_type,arrow11,arrow22,arrow33,arrow44,arrow55,keyb_3,orientation3,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,welcome.started,key_resp.started,key_resp.keys,key_resp.rt,instruction_example.started,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,instruction_task.started,key_resp_2.started,key_resp_2.keys,key_resp_2.rt,text_2.started,A1.started,A2.started,A3.started,A4.started,A5.started,key_resp_4.started,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,fb.started,instruction_block.started,key_resp_8.started,key_resp_8.keys,key_resp_8.rt,text_8.started,text_5.started,A11_3.started,A22_2.started,A33_2.started,A44_2.started,A55_2.started,key_resp_9.started,key_resp_9.keys,key_resp_9.corr,key_resp_9.rt,M1_3.started,M2_2.started,M3_2.started,M4_2.started,M5_2.started,M6_2.started,M7_2.started,M8_2.started,A11_3.stopped,A22_2.stopped,A33_2.stopped,A44_2.stopped,A55_2.stopped,M1_3.stopped,M2_2.stopped,M3_2.stopped,M4_2.stopped,M5_2.stopped,M6_2.stopped,M7_2.stopped,M8_2.stopped,fixation.started,fixation.stopped,text_5.stopped,key_resp_9.stopped,ET,fb_3.started,fb_3.stopped,text_9.started,text_9.stopped,text_8.stopped,fb_4.started,text_7.started,text_7.stopped,endtext.started,fb_4.stopped,endtext.stopped,fixation_ITI,CCC,Acc,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,stim/Instruction_adaptive.png,conditions/adaptive.xlsx,test,-0.6,-0.6,-0.6,0.6,0.6,left,L,,,,,0,1,1,1,0,8,8,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.3344330999971,166.83356510000885,166.83356510000885,166.83356510000885,166.83356510000885,166.83356510000885,166.83356510000885,166.83356510000885,left,1,2.8069845999998506,169.81388090000837,169.81388090000837,169.81388090000837,169.81388090000837,169.81388090000837,169.81388090000837,169.81388090000837,169.81388090000837,169.8361142000067,169.8361142000067,169.8361142000067,169.8361142000067,169.8361142000067,170.30997729999945,170.30997729999945,170.30997729999945,170.30997729999945,170.30997729999945,170.30997729999945,170.30997729999945,170.30997729999945,170.32435920000717,170.32435920000717,170.33857800000987,170.33857800000987,3.0000000000000027,170.33857800000987,,171.08870020000904,,,,,,,,,0,1.3600000000000008,0.5555555555555556,12007,001,2024-06-14_17h02.22.255,MFTM_A_new1021,2022.2.4,None,
,,,,,,,,stim/Instruction_adaptive.png,conditions/adaptive.xlsx,test,0.6,0.6,0.6,-0.6,-0.6,right,R,,,,,0,1,1,1,0,9,9,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.58985299999767,172.08934040000895,172.08934040000895,172.08934040000895,172.08934040000895,172.08934040000895,172.08934040000895,172.08934040000895,right,1,2.1110087999986717,174.63272910000524,174.63272910000524,174.63272910000524,174.63272910000524,174.63272910000524,174.63272910000524,174.63272910000524,174.63272910000524,174.64538950000133,174.64538950000133,174.64538950000133,174.64538950000133,174.64538950000133,175.1323165000067,175.1323165000067,175.1323165000067,175.1323165000067,175.1323165000067,175.1323165000067,175.1323165000067,175.1323165000067,175.1323165000067,175.1323165000067,175.14528730000893,175.14528730000893,2.5600000000000023,175.14528730000893,175.88941909999994,175.88941909999994,176.39007049999782,,,,,,,,0,1.660000000000001,0.6,12007,001,2024-06-14_17h02.22.255,MFTM_A_new1021,2022.2.4,None,
,,,,,,,,stim/Instruction_adaptive.png,conditions/adaptive.xlsx,test,-0.6,-0.6,-0.6,0.6,0.6,left,L,,,,,0,1,1,1,0,10,10,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.39007049999782,176.89241870000842,176.89241870000842,176.89241870000842,176.89241870000842,176.89241870000842,176.89241870000842,176.89241870000842,left,1,1.7717541000019992,178.958395499998,178.958395499998,178.958395499998,178.958395499998,178.958395499998,178.958395499998,178.958395499998,178.958395499998,178.96800530000473,178.96800530000473,178.96800530000473,178.96800530000473,178.96800530000473,179.45551759999944,179.45551759999944,179.45551759999944,179.45551759999944,179.45551759999944,179.45551759999944,179.45551759999944,179.45551759999944,179.46498930000234,179.88931749999756,179.46498930000234,179.88931749999756,2.080000000000002,179.88931749999756,,180.64469739999913,,176.89241870000842,,,,,,,[[0.42]],1.8800000000000012,0.6363636363636364,12007,001,2024-06-14_17h02.22.255,MFTM_A_new1021,2022.2.4,None,
,,,,,,,,stim/Instruction_adaptive.png,conditions/adaptive.xlsx,test,0.6,0.6,0.6,-0.6,-0.6,right,R,,,,,0,1,1,1,0,11,11,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.1449183000077,181.64535430000979,181.64535430000979,181.64535430000979,181.64535430000979,181.64535430000979,181.64535430000979,181.64535430000979,right,1,3.074714000002132,183.42083640000783,183.42083640000783,183.42083640000783,183.42083640000783,183.42083640000783,183.42083640000783,183.42083640000783,183.42083640000783,183.43033000000287,183.43033000000287,183.43033000000287,183.43033000000287,183.43033000000287,183.92039379999915,183.92039379999915,183.92039379999915,183.92039379999915,183.92039379999915,183.92039379999915,183.92039379999915,183.92039379999915,183.92039379999915,184.73435549999704,183.9330772999965,184.74707530000887,1.7900000000000014,184.74707530000887,,185.50067470000067,,,,,,,,,[0.66916667],2.0500000000000016,0.6666666666666666,12007,001,2024-06-14_17h02.22.255,MFTM_A_new1021,2022.2.4,None,
,,,,,,,,stim/Instruction_adaptive.png,conditions/adaptive.xlsx,test,0.6,0.6,0.6,-0.6,-0.6,right,R,,,,,0,1,1,1,0,12,12,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.0000415000104,186.5000349000038,186.5000349000038,186.5000349000038,186.5000349000038,186.5000349000038,186.5000349000038,186.5000349000038,left,0,2.6601853000029223,188.07775219999894,188.07775219999894,188.07775219999894,188.07775219999894,188.07775219999894,188.07775219999894,188.07775219999894,188.07775219999894,188.08989430000656,188.08989430000656,188.08989430000656,188.08989430000656,188.08989430000656,188.5770676000102,188.5770676000102,188.5770676000102,188.5770676000102,188.5770676000102,188.5770676000102,188.5770676000102,188.5770676000102,188.5770676000102,189.26800310000544,188.5898426000058,189.28177370000049,1.5900000000000012,189.28177370000049,,190.0335267000046,,,,,,,,,[0.68769231],1.600000000000001,0.6153846153846154,12007,001,2024-06-14_17h02.22.255,MFTM_A_new1021,2022.2.4,None,
,,,,,,,,stim/Instruction_adaptive.png,conditions/adaptive.xlsx,test,0.6,0.6,0.6,-0.6,-0.6,right,R,,,,,0,1,1,1,0,13,13,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.53422830000636,191.0368451000104,191.0368451000104,191.0368451000104,191.0368451000104,191.0368451000104,191.0368451000104,191.0368451000104,right,1,2.9549535999976797,193.1898352999997,193.1898352999997,193.1898352999997,193.1898352999997,193.1898352999997,193.1898352999997,193.1898352999997,193.1898352999997,193.19934610000928,193.19934610000928,193.19934610000928,193.19934610000928,193.19934610000928,193.68950039999618,193.68950039999618,193.68950039999618,193.68950039999618,193.68950039999618,193.68950039999618,193.68950039999618,193.68950039999618,193.68950039999618,194.02264209999703,193.69864640000742,194.0450320000091,2.1700000000000017,194.0450320000091,,194.78931520000333,,,,,,,,,[[0.33]],1.7800000000000011,0.6428571428571429,12007,001,2024-06-14_17h02.22.255,MFTM_A_new1021,2022.2.4,None,
,,,,,,,,stim/Instruction_adaptive.png,conditions/adaptive.xlsx,test,0.6,0.6,0.6,-0.6,-0.6,right,R,,,,,0,1,1,1,0,14,14,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.28932989999885,195.79720570000063,195.79720570000063,195.79720570000063,195.79720570000063,195.79720570000063,195.79720570000063,195.79720570000063,right,1,2.4992483999958495,197.68986430000223,197.68986430000223,197.68986430000223,197.68986430000223,197.68986430000223,197.68986430000223,197.68986430000223,197.68986430000223,197.71205110001029,197.71205110001029,197.71205110001029,197.71205110001029,197.71205110001029,198.18963160000567,198.18963160000567,198.18963160000567,198.18963160000567,198.18963160000567,198.18963160000567,198.18963160000567,198.18963160000567,198.18963160000567,198.76565030000347,198.22282290000294,198.80027910000354,1.9200000000000015,198.80027910000354,,199.55581560000428,,,,,,,,,[[0.58]],1.9200000000000013,0.6666666666666666,12007,001,2024-06-14_17h02.22.255,MFTM_A_new1021,2022.2.4,None,
,,,,,,,,stim/Instruction_adaptive.png,conditions/adaptive.xlsx,test,-0.6,-0.6,-0.6,0.6,0.6,left,L,,,,,0,1,1,1,0,15,15,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.05463919999602,200.55658020000556,200.55658020000556,200.55658020000556,200.55658020000556,200.55658020000556,200.55658020000556,200.55658020000556,left,1,2.3071458999911556,202.28124310000567,202.28124310000567,202.28124310000567,202.28124310000567,202.28124310000567,202.28124310000567,202.28124310000567,202.28124310000567,202.29039160000684,202.29039160000684,202.29039160000684,202.29039160000684,202.29039160000684,202.77909110000473,202.77909110000473,202.77909110000473,202.77909110000473,202.77909110000473,202.77909110000473,202.77909110000473,202.77909110000473,202.77909110000473,203.44295599999896,202.78789829999732,203.45172450000246,1.7400000000000013,203.45172450000246,204.2004203999968,204.2004203999968,204.70017690000532,,,,,,,,[0.663125],2.0500000000000016,0.6875,12007,001,2024-06-14_17h02.22.255,MFTM_A_new1021,2022.2.4,None,
,,,,,,,,stim/Instruction_adaptive.png,conditions/adaptive.xlsx,test,0.6,0.6,0.6,-0.6,-0.6,right,R,,,,,0,1,1,1,0,16,16,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.70017690000532,205.20199840000714,205.20199840000714,205.20199840000714,205.20199840000714,205.20199840000714,205.20199840000714,205.20199840000714,None,0,0,206.7769574999984,206.7769574999984,206.7769574999984,206.7769574999984,206.7769574999984,206.7769574999984,206.7769574999984,206.7769574999984,206.78959190000023,206.78959190000023,206.78959190000023,206.78959190000023,206.78959190000023,207.27718289999757,207.27718289999757,207.27718289999757,207.27718289999757,207.27718289999757,207.27718289999757,207.27718289999757,207.27718289999757,207.27718289999757,208.68907790000958,207.28980290000618,208.70478660000663,1.5900000000000012,208.70478660000663,,209.45630010000605,,205.20199840000714,,,,,,,[[1.41]],1.710000000000001,0.6470588235294118,12007,001,2024-06-14_17h02.22.255,MFTM_A_new1021,2022.2.4,None,
,,,,,,,,stim/Instruction_adaptive.png,conditions/adaptive.xlsx,test,0.6,0.6,0.6,-0.6,-0.6,right,R,,,,,0,1,1,1,0,17,17,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.9559322999994,210.45721000000776,210.45721000000776,210.45721000000776,210.45721000000776,210.45721000000776,210.45721000000776,210.45721000000776,left,0,2.320049999994808,212.4432097999961,212.4432097999961,212.4432097999961,212.4432097999961,212.4432097999961,212.4432097999961,212.4432097999961,212.4432097999961,212.46752160000324,212.46752160000324,212.46752160000324,212.46752160000324,212.46752160000324,212.94337520000408,212.94337520000408,212.94337520000408,212.94337520000408,212.94337520000408,212.94337520000408,212.94337520000408,212.94337520000408,212.94337520000408,213.43205319999834,212.9677917000081,213.45955430000322,2.0100000000000016,213.45955430000322,,214.21248630000628,,,,,,,,,[[0.49]],1.3100000000000007,0.6111111111111112,12007,001,2024-06-14_17h02.22.255,MFTM_A_new1021,2022.2.4,None,
,,,,,,,,stim/Instruction_adaptive.png,conditions/adaptive.xlsx,test,0.6,0.6,0.6,-0.6,-0.6,right,R,,,,,0,1,1,1,0,18,18,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.71251500000653,215.21098170000187,215.21098170000187,215.21098170000187,215.21098170000187,215.21098170000187,215.21098170000187,215.21098170000187,right,1,1.7725313999981154,217.8447087000095,217.8447087000095,217.8447087000095,217.8447087000095,217.8447087000095,217.8447087000095,217.8447087000095,217.8447087000095,217.85579040000448,217.85579040000448,217.85579040000448,217.85579040000448,217.85579040000448,218.34478880000825,218.34478880000825,218.34478880000825,218.34478880000825,218.34478880000825,218.34478880000825,218.34478880000825,218.34478880000825,218.34478880000825,218.34478880000825,218.3583607000037,218.3583607000037,2.650000000000002,218.3583607000037,,219.1127126000065,,,,,,,,,0,1.4600000000000009,0.631578947368421,12007,001,2024-06-14_17h02.22.255,MFTM_A_new1021,2022.2.4,None,
,,,,,,,,stim/Instruction_adaptive.png,conditions/adaptive.xlsx,test,-0.6,-0.6,-0.6,0.6,0.6,left,L,,,,,0,1,1,1,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.61119779999717,220.12034619999758,220.12034619999758,220.12034619999758,220.12034619999758,220.12034619999758,220.12034619999758,220.12034619999758,left,1,1.8399996999942232,222.48730320000323,222.48730320000323,222.48730320000323,222.48730320000323,222.48730320000323,222.48730320000323,222.48730320000323,222.48730320000323,222.51134650000313,222.51134650000313,222.51134650000313,222.51134650000313,222.51134650000313,222.98847620000015,222.98847620000015,222.98847620000015,222.98847620000015,222.98847620000015,222.98847620000015,222.98847620000015,222.98847620000015,222.98847620000015,223.10109620000003,223.0119937999989,223.12448080000468,2.390000000000002,223.12448080000468,,223.8784455999994,,,,,,,,,[[0.11]],1.600000000000001,0.65,12007,001,2024-06-14_17h02.22.255,MFTM_A_new1021,2022.2.4,None,
,,,,,,,,stim/Instruction_adaptive.png,conditions/adaptive.xlsx,test,-0.6,-0.6,-0.6,0.6,0.6,left,L,,,,,0,1,1,1,0,20,20,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.3784500000038,224.87832830000843,224.87832830000843,224.87832830000843,224.87832830000843,224.87832830000843,224.87832830000843,224.87832830000843,left,1,2.481603799998993,227.0350635000068,227.0350635000068,227.0350635000068,227.0350635000068,227.0350635000068,227.0350635000068,227.0350635000068,227.0350635000068,227.0443465999997,227.0443465999997,227.0443465999997,227.0443465999997,227.0443465999997,227.534911499999,227.534911499999,227.534911499999,227.534911499999,227.534911499999,227.534911499999,227.534911499999,227.534911499999,227.534911499999,227.8697019000101,227.543139100002,227.8808684000105,2.1700000000000017,227.8808684000105,,228.63366870000027,,,,,,,,,[[0.33]],1.710000000000001,0.6666666666666666,12007,001,2024-06-14_17h02.22.255,MFTM_A_new1021,2022.2.4,None,
,,,,,,,,stim/Instruction_adaptive.png,conditions/adaptive.xlsx,test,-0.6,-0.6,-0.6,0.6,0.6,left,L,,,,,0,1,1,1,0,21,21,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.13369070000772,229.64199889999873,229.64199889999873,229.64199889999873,229.64199889999873,229.64199889999873,229.64199889999873,229.64199889999873,left,1,2.806812799986801,231.63516309999977,231.63516309999977,231.63516309999977,231.63516309999977,231.63516309999977,231.63516309999977,231.63516309999977,231.63516309999977,231.6441821000044,231.6441821000044,231.6441821000044,231.6441821000044,231.6441821000044,232.1340240999998,232.1340240999998,232.1340240999998,232.1340240999998,232.1340240999998,232.1340240999998,232.1340240999998,232.1340240999998,232.1340240999998,232.6244347000029,232.1567931000027,232.6387481999991,2.0100000000000016,232.6387481999991,,233.38902410000446,,,,,,,,,[[0.49]],1.8100000000000012,0.6818181818181818,12007,001,2024-06-14_17h02.22.255,MFTM_A_new1021,2022.2.4,None,
,,,,,,,,stim/Instruction_adaptive.png,conditions/adaptive.xlsx,test,0.6,0.6,0.6,-0.6,-0.6,right,R,,,,,0,1,1,1,0,22,22,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.8893653999985,234.3921948000061,234.3921948000061,234.3921948000061,234.3921948000061,234.3921948000061,234.3921948000061,234.3921948000061,right,1,3.192085799993947,236.25744240000495,236.25744240000495,236.25744240000495,236.25744240000495,236.25744240000495,236.25744240000495,236.25744240000495,236.25744240000495,236.266787200002,236.266787200002,236.266787200002,236.266787200002,236.266787200002,236.75647839999874,236.75647839999874,236.75647839999874,236.75647839999874,236.75647839999874,236.75647839999874,236.75647839999874,236.75647839999874,236.75647839999874,237.60061609999684,236.7656369000033,237.6136642000056,1.8800000000000014,237.6136642000056,238.35805130000517,238.35805130000517,238.85648550000042,,,,,,,,[0.58304348],1.9000000000000012,0.6956521739130435,12007,001,2024-06-14_17h02.22.255,MFTM_A_new1021,2022.2.4,None,
,,,,,,,,stim/Instruction_adaptive.png,conditions/adaptive.xlsx,test,-0.6,-0.6,-0.6,0.6,0.6,left,L,,,,,0,1,1,1,0,23,23,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.85648550000042,239.35867600000347,239.35867600000347,239.35867600000347,239.35867600000347,239.35867600000347,239.35867600000347,239.35867600000347,None,0,0,241.11561380000785,241.11561380000785,241.11561380000785,241.11561380000785,241.11561380000785,241.11561380000785,241.11561380000785,241.11561380000785,241.11561380000785,241.11561380000785,241.11561380000785,241.11561380000785,241.11561380000785,241.61225099999865,241.61225099999865,241.61225099999865,241.61225099999865,241.61225099999865,241.61225099999865,241.61225099999865,241.61225099999865,241.61225099999865,242.8580759000033,241.62148590000288,242.8580759000033,1.7600000000000013,242.8580759000033,,243.61125110001012,,239.35867600000347,,,,,,,[[1.24]],1.650000000000001,0.6666666666666666,12007,001,2024-06-14_17h02.22.255,MFTM_A_new1021,2022.2.4,None,
,,,,,,,,stim/Instruction_adaptive.png,conditions/adaptive.xlsx,test,0.6,0.6,0.6,-0.6,-0.6,right,R,,,,,0,1,1,1,0,24,24,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.1119233000063,244.61444050000864,244.61444050000864,244.61444050000864,244.61444050000864,244.61444050000864,244.61444050000864,244.61444050000864,right,1,1.9216221999959089,246.69156590000784,246.69156590000784,246.69156590000784,246.69156590000784,246.69156590000784,246.69156590000784,246.69156590000784,246.69156590000784,246.7154625999974,246.7154625999974,246.7154625999974,246.7154625999974,246.7154625999974,247.18985629999952,247.18985629999952,247.18985629999952,247.18985629999952,247.18985629999952,247.18985629999952,247.18985629999952,247.18985629999952,247.2007733000064,247.6009977000067,247.20990880001045,247.61334429999988,2.1000000000000014,247.61334429999988,,248.36745930000325,,,,,,,,,[[0.4]],1.740000000000001,0.68,12007,001,2024-06-14_17h02.22.255,MFTM_A_new1021,2022.2.4,None,
,,,,,,,,stim/Instruction_adaptive.png,conditions/adaptive.xlsx,test,-0.6,-0.6,-0.6,0.6,0.6,left,L,,,,,0,1,1,1,0,25,25,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.86761780000234,249.37518090000958,249.37518090000958,249.37518090000958,249.37518090000958,249.37518090000958,249.37518090000958,249.37518090000958,left,1,1.7452271999936784,251.32329670000763,251.32329670000763,251.32329670000763,251.32329670000763,251.32329670000763,251.32329670000763,251.32329670000763,251.32329670000763,251.34411950000504,251.34411950000504,251.34411950000504,251.34411950000504,251.34411950000504,251.82272779999766,251.82272779999766,251.82272779999766,251.82272779999766,251.82272779999766,251.82272779999766,251.82272779999766,251.82272779999766,251.82272779999766,252.35671540000476,251.84295459999703,252.3896781000076,1.9700000000000015,252.3896781000076,,253.1337646000029,,,,,,,,,[[0.53]],1.8300000000000012,0.6923076923076923,12007,001,2024-06-14_17h02.22.255,MFTM_A_new1021,2022.2.4,None,
,,,,,,,,stim/Instruction_adaptive.png,conditions/adaptive.xlsx,test,-0.6,-0.6,-0.6,0.6,0.6,left,L,,,,,0,1,1,1,0,26,26,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.63327299999946,254.13373620000493,254.13373620000493,254.13373620000493,254.13373620000493,254.13373620000493,254.13373620000493,254.13373620000493,left,1,3.3776555999938864,255.96769440000935,255.96769440000935,255.96769440000935,255.96769440000935,255.96769440000935,255.96769440000935,255.96769440000935,255.96769440000935,255.97938990000694,255.97938990000694,255.97938990000694,255.97938990000694,255.97938990000694,256.4654587999976,256.4654587999976,256.4654587999976,256.4654587999976,256.4654587999976,256.4654587999976,256.4654587999976,256.4654587999976,256.4654587999976,257.52408470000955,256.4900170000037,257.5345806999976,1.8500000000000014,257.5345806999976,,258.28984440000204,,,,,,,,,[0.58259259],1.9000000000000012,0.7037037037037037,12007,001,2024-06-14_17h02.22.255,MFTM_A_new1021,2022.2.4,None,
,,,,,,,,stim/Instruction_adaptive.png,conditions/adaptive.xlsx,test,0.6,0.6,0.6,-0.6,-0.6,right,R,,,,,0,1,1,1,0,27,27,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.7893861000048,259.2913777000067,259.2913777000067,259.2913777000067,259.2913777000067,259.2913777000067,259.2913777000067,259.2913777000067,right,1,1.7973483000096167,261.034278799998,261.034278799998,261.034278799998,261.034278799998,261.034278799998,261.034278799998,261.034278799998,261.034278799998,261.04528859999846,261.04528859999846,261.04528859999846,261.04528859999846,261.04528859999846,261.53060410000035,261.53060410000035,261.53060410000035,261.53060410000035,261.53060410000035,261.53060410000035,261.53060410000035,261.53060410000035,261.53060410000035,262.12031019999995,261.55191229999764,262.1462869000097,1.7600000000000013,262.1462869000097,,262.9005676000088,,,,,,,,,[0.58821429],1.9700000000000013,0.7142857142857143,12007,001,2024-06-14_17h02.22.255,MFTM_A_new1021,2022.2.4,None,
,,,,,,,,stim/Instruction_adaptive.png,conditions/adaptive.xlsx,test,-0.6,-0.6,-0.6,0.6,0.6,left,L,,,,,0,1,1,1,0,28,28,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.4002681999991,263.90159989999665,263.90159989999665,263.90159989999665,263.90159989999665,263.90159989999665,263.90159989999665,263.90159989999665,left,1,1.4987093999952776,265.5674929000088,265.5674929000088,265.5674929000088,265.5674929000088,265.5674929000088,265.5674929000088,265.5674929000088,265.5674929000088,265.5786669000081,265.5786669000081,265.5786669000081,265.5786669000081,265.5786669000081,266.069574299996,266.069574299996,266.069574299996,266.069574299996,266.069574299996,266.069574299996,266.069574299996,266.069574299996,266.05749520000245,266.65607810000074,266.08134170000267,266.6866764000006,1.6800000000000013,266.6866764000006,,267.4343177999981,,,,,,,,,[0.5962069],2.0400000000000014,0.7241379310344828,12007,001,2024-06-14_17h02.22.255,MFTM_A_new1021,2022.2.4,None,
,,,,,,,,stim/Instruction_adaptive.png,conditions/adaptive.xlsx,test,-0.6,-0.6,-0.6,0.6,0.6,left,L,,,,,0,1,1,1,0,29,29,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.93409170000814,268.4348277000099,268.4348277000099,268.4348277000099,268.4348277000099,268.4348277000099,268.4348277000099,268.4348277000099,left,1,2.3167937000107486,270.0228716999991,270.0228716999991,270.0228716999991,270.0228716999991,270.0228716999991,270.0228716999991,270.0228716999991,270.0228716999991,270.0340632000007,270.0340632000007,270.0340632000007,270.0340632000007,270.0340632000007,270.5228846999962,270.5228846999962,270.5228846999962,270.5228846999962,270.5228846999962,270.5228846999962,270.5228846999962,270.5228846999962,270.5228846999962,271.13435940000636,270.5342284000071,271.1455322999973,1.6000000000000012,271.1455322999973,,271.900284000003,,,,,,,,,[0.60633333],2.1000000000000014,0.7333333333333333,12007,001,2024-06-14_17h02.22.255,MFTM_A_new1021,2022.2.4,None,
,,,,,,,,stim/Instruction_adaptive.png,conditions/adaptive.xlsx,test,-0.6,-0.6,-0.6,0.6,0.6,left,L,,,,,0,1,1,1,0,30,30,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.4012683000037,272.9015565000009,272.9015565000009,272.9015565000009,272.9015565000009,272.9015565000009,272.9015565000009,272.9015565000009,right,0,1.7473539999919012,274.41179040000134,274.41179040000134,274.41179040000134,274.41179040000134,274.41179040000134,274.41179040000134,274.41179040000134,274.41179040000134,274.43223710000166,274.43223710000166,274.43223710000166,274.43223710000166,274.43223710000166,274.91170540000894,274.91170540000894,274.91170540000894,274.91170540000894,274.91170540000894,274.91170540000894,274.91170540000894,274.91170540000894,274.91170540000894,275.531685000009,274.9323105000076,275.5629309000069,1.5300000000000011,275.5629309000069,,276.3124870000029,,,,,,,,,[0.61806452],1.9300000000000013,0.7096774193548387,12007,001,2024-06-14_17h02.22.255,MFTM_A_new1021,2022.2.4,None,
,,,,,,,,stim/Instruction_adaptive.png,conditions/adaptive.xlsx,test,-0.6,-0.6,-0.6,0.6,0.6,left,L,,,,,0,1,1,1,0,31,31,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.81255170000077,277.31276260000595,277.31276260000595,277.31276260000595,277.31276260000595,277.31276260000595,277.31276260000595,277.31276260000595,left,1,1.895352699997602,279.02449409999826,279.02449409999826,279.02449409999826,279.02449409999826,279.02449409999826,279.02449409999826,279.02449409999826,279.02449409999826,279.04507540000486,279.04507540000486,279.04507540000486,279.04507540000486,279.04507540000486,279.5217013000074,279.5217013000074,279.5217013000074,279.5217013000074,279.5217013000074,279.5217013000074,279.5217013000074,279.5217013000074,279.5217013000074,280.14547620000667,279.5462697000039,280.17125480000686,1.7300000000000013,280.17125480000686,,280.92035210000176,,,,,,,,,[0.6228125],1.9900000000000013,0.71875,12007,001,2024-06-14_17h02.22.255,MFTM_A_new1021,2022.2.4,None,
,,,,,,,,stim/Instruction_adaptive.png,conditions/adaptive.xlsx,test,0.6,0.6,0.6,-0.6,-0.6,right,R,,,,,0,1,1,1,0,32,32,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.42064080000273,281.92292880000605,281.92292880000605,281.92292880000605,281.92292880000605,281.92292880000605,281.92292880000605,281.92292880000605,right,1,1.9969323000113945,283.5668146000098,283.5668146000098,283.5668146000098,283.5668146000098,283.5668146000098,283.5668146000098,283.5668146000098,283.5668146000098,283.5779479000048,283.5779479000048,283.5779479000048,283.5779479000048,283.5779479000048,284.0676051000046,284.0676051000046,284.0676051000046,284.0676051000046,284.0676051000046,284.0676051000046,284.0676051000046,284.0676051000046,284.0676051000046,284.7009504000016,284.07848949999607,284.7140577999962,1.6600000000000013,284.7140577999962,,285.46665460000804,,,,,,,,,[0.62939394],2.0400000000000014,0.7272727272727273,12007,001,2024-06-14_17h02.22.255,MFTM_A_new1021,2022.2.4,None,
,,,,,,,,stim/Instruction_adaptive.png,conditions/adaptive.xlsx,test,-0.6,-0.6,-0.6,0.6,0.6,left,L,,,,,0,1,1,1,0,33,33,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.96704099999624,286.4668182000023,286.4668182000023,286.4668182000023,286.4668182000023,286.4668182000023,286.4668182000023,286.4668182000023,left,1,1.0689523000037298,288.05607849999797,288.05607849999797,288.05607849999797,288.05607849999797,288.05607849999797,288.05607849999797,288.05607849999797,288.05607849999797,288.0671168999979,288.0671168999979,288.0671168999979,288.0671168999979,288.0671168999979,288.55628460001026,288.55628460001026,288.55628460001026,288.55628460001026,288.55628460001026,288.55628460001026,288.55628460001026,288.55628460001026,288.55628460001026,289.1896271000005,288.56731769999897,289.20300470000075,1.6000000000000012,289.20300470000075,,289.9567401000095,,,,,,,,,[0.63735294],2.1000000000000014,0.7352941176470589,12007,001,2024-06-14_17h02.22.255,MFTM_A_new1021,2022.2.4,None,
