arrwidth1,arrwidth2,arrwidth3,arrwidth4,arrwidth5,keyb,type,orientation,instruction_image,block_filename,block_type,arrow11,arrow22,arrow33,arrow44,arrow55,keyb_3,orientation3,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,welcome.started,key_resp.started,key_resp.keys,key_resp.rt,instruction_example.started,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,instruction_task.started,key_resp_2.started,key_resp_2.keys,key_resp_2.rt,text_2.started,A1.started,A2.started,A3.started,A4.started,A5.started,key_resp_4.started,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,fb.started,instruction_block.started,key_resp_8.started,key_resp_8.keys,key_resp_8.rt,text_8.started,text_5.started,A11_3.started,A22_2.started,A33_2.started,A44_2.started,A55_2.started,key_resp_9.started,key_resp_9.keys,key_resp_9.corr,key_resp_9.rt,M1_3.started,M2_2.started,M3_2.started,M4_2.started,M5_2.started,M6_2.started,M7_2.started,M8_2.started,A11_3.stopped,A22_2.stopped,A33_2.stopped,A44_2.stopped,A55_2.stopped,M1_3.stopped,M2_2.stopped,M3_2.stopped,M4_2.stopped,M5_2.stopped,M6_2.stopped,M7_2.stopped,M8_2.stopped,fixation.started,fixation.stopped,text_5.stopped,key_resp_9.stopped,ET,fb_3.started,fb_3.stopped,text_9.started,text_9.stopped,text_8.stopped,fb_4.started,text_7.started,text_7.stopped,endtext.started,fb_4.stopped,endtext.stopped,fixation_ITI,CCC,Acc,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,stim/Instruction_adaptive.png,conditions/adaptive.xlsx,test,0.6,0.6,0.6,-0.6,-0.6,right,R,,,,,0,1,1,1,0,34,34,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.4555793000036,290.9555076999968,290.9555076999968,290.9555076999968,290.9555076999968,290.9555076999968,290.9555076999968,290.9555076999968,left,0,3.061004100003629,292.4683156999963,292.4683156999963,292.4683156999963,292.4683156999963,292.4683156999963,292.4683156999963,292.4683156999963,292.4683156999963,292.47782559999905,292.47782559999905,292.47782559999905,292.47782559999905,292.47782559999905,292.9674206000054,292.9674206000054,292.9674206000054,292.9674206000054,292.9674206000054,292.9674206000054,292.9674206000054,292.9674206000054,292.9674206000054,294.0345432000031,292.9896865000046,294.0480183000036,1.5300000000000011,294.0480183000036,,294.79911570000695,,,,,,,,,[0.64685714],1.9400000000000013,0.7142857142857143,12007,001,2024-06-14_17h02.22.255,MFTM_A_new1021,2022.2.4,None,
,,,,,,,,stim/Instruction_adaptive.png,conditions/adaptive.xlsx,test,0.6,0.6,0.6,-0.6,-0.6,right,R,,,,,0,1,1,1,0,35,35,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.2988917000039,295.80031430000963,295.80031430000963,295.80031430000963,295.80031430000963,295.80031430000963,295.80031430000963,295.80031430000963,right,1,2.1679103000060422,297.5017588000046,297.5017588000046,297.5017588000046,297.5017588000046,297.5017588000046,297.5017588000046,297.5017588000046,297.5017588000046,297.51320380000107,297.51320380000107,297.51320380000107,297.51320380000107,297.51320380000107,297.9983467999991,297.9983467999991,297.9983467999991,297.9983467999991,297.9983467999991,297.9983467999991,297.9983467999991,297.9983467999991,297.9983467999991,298.6450238999969,298.012197700009,298.6582793999987,1.7100000000000013,298.6582793999987,,299.41183670000464,,,,,,,,,[0.65083333],2.0000000000000013,0.7222222222222222,12007,001,2024-06-14_17h02.22.255,MFTM_A_new1021,2022.2.4,None,
,,,,,,,,stim/Instruction_adaptive.png,conditions/adaptive.xlsx,test,-0.6,-0.6,-0.6,0.6,0.6,left,L,,,,,0,1,1,1,0,36,36,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.9112673000054,300.41182340000523,300.41182340000523,300.41182340000523,300.41182340000523,300.41182340000523,300.41182340000523,300.41182340000523,left,1,1.756649999995716,302.03404800000135,302.03404800000135,302.03404800000135,302.03404800000135,302.03404800000135,302.03404800000135,302.03404800000135,302.03404800000135,302.05397720000474,302.05397720000474,302.05397720000474,302.05397720000474,302.05397720000474,302.5338924000098,302.5338924000098,302.5338924000098,302.5338924000098,302.5338924000098,302.5338924000098,302.5338924000098,302.5338924000098,302.5338924000098,303.1868114999961,302.5545587000088,303.2131328999967,1.6400000000000012,303.2131328999967,,303.9676974000031,,,,,,,,,[0.65648649],2.0500000000000016,0.7297297297297297,12007,001,2024-06-14_17h02.22.255,MFTM_A_new1021,2022.2.4,None,
,,,,,,,,stim/Instruction_adaptive.png,conditions/adaptive.xlsx,test,0.6,0.6,0.6,-0.6,-0.6,right,R,,,,,0,1,1,1,0,37,37,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.4669423000014,304.96737840000424,304.96737840000424,304.96737840000424,304.96737840000424,304.96737840000424,304.96737840000424,304.96737840000424,right,1,3.425242999990587,306.5466480000032,306.5466480000032,306.5466480000032,306.5466480000032,306.5466480000032,306.5466480000032,306.5466480000032,306.5466480000032,306.5560852000053,306.5560852000053,306.5560852000053,306.5560852000053,306.5560852000053,307.04548810000415,307.04548810000415,307.04548810000415,307.04548810000415,307.04548810000415,307.04548810000415,307.04548810000415,307.04548810000415,307.04548810000415,308.4099328000011,307.0547871000017,308.42264570000407,1.5900000000000012,308.42264570000407,309.1676414000103,309.1676414000103,309.66747570000007,,,,,,,,[0.66315789],2.1000000000000014,0.7368421052631579,12007,001,2024-06-14_17h02.22.255,MFTM_A_new1021,2022.2.4,None,
,,,,,,,,stim/Instruction_adaptive.png,conditions/adaptive.xlsx,test,-0.6,-0.6,-0.6,0.6,0.6,left,L,,,,,0,1,1,1,0,38,38,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.66747570000007,310.1699055000063,310.1699055000063,310.1699055000063,310.1699055000063,310.1699055000063,310.1699055000063,310.1699055000063,right,0,2.1975545000022976,311.6889639000001,311.6889639000001,311.6889639000001,311.6889639000001,311.6889639000001,311.6889639000001,311.6889639000001,311.6889639000001,311.7000648999965,311.7000648999965,311.7000648999965,311.7000648999965,311.7000648999965,312.189486999996,312.189486999996,312.189486999996,312.189486999996,312.189486999996,312.189486999996,312.189486999996,312.189486999996,312.189486999996,312.8563628999982,312.20085839999956,312.8698887000064,1.5300000000000011,312.8698887000064,,313.6264813000016,,310.1699055000063,,,,,,,[0.67102564],1.9600000000000013,0.717948717948718,12007,001,2024-06-14_17h02.22.255,MFTM_A_new1021,2022.2.4,None,
,,,,,,,,stim/Instruction_adaptive.png,conditions/adaptive.xlsx,test,-0.6,-0.6,-0.6,0.6,0.6,left,L,,,,,0,1,1,1,0,39,39,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.1233635999961,314.6232912999985,314.6232912999985,314.6232912999985,314.6232912999985,314.6232912999985,314.6232912999985,314.6232912999985,left,1,1.7199238000030164,316.30230320000555,316.30230320000555,316.30230320000555,316.30230320000555,316.30230320000555,316.30230320000555,316.30230320000555,316.30230320000555,316.31431610000436,316.31431610000436,316.31431610000436,316.31431610000436,316.31431610000436,316.79991139999765,316.79991139999765,316.79991139999765,316.79991139999765,316.79991139999765,316.79991139999765,316.79991139999765,316.79991139999765,316.79991139999765,317.4668900999968,316.8126103000104,317.4925065999996,1.6900000000000013,317.4925065999996,,318.24464990000706,,,,,,,,,[0.6745],2.0100000000000016,0.725,12007,001,2024-06-14_17h02.22.255,MFTM_A_new1021,2022.2.4,None,
,,,,,,,,stim/Instruction_adaptive.png,conditions/adaptive.xlsx,test,-0.6,-0.6,-0.6,0.6,0.6,left,L,,,,,0,1,1,1,0,40,40,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.7454144000076,319.2452256999968,319.2452256999968,319.2452256999968,319.2452256999968,319.2452256999968,319.2452256999968,319.2452256999968,right,0,2.434670999995433,320.8583510000026,320.8583510000026,320.8583510000026,320.8583510000026,320.8583510000026,320.8583510000026,320.8583510000026,320.8583510000026,320.86794880000525,320.86794880000525,320.86794880000525,320.86794880000525,320.86794880000525,321.35450030000356,321.35450030000356,321.35450030000356,321.35450030000356,321.35450030000356,321.35450030000356,321.35450030000356,321.35450030000356,321.35450030000356,322.03410469999653,321.3784474999993,322.0570901000028,1.6300000000000012,322.0570901000028,,322.8116255000059,,,,,,,,,[0.67926829],1.8700000000000012,0.7073170731707317,12007,001,2024-06-14_17h02.22.255,MFTM_A_new1021,2022.2.4,None,
,,,,,,,,stim/Instruction_adaptive.png,conditions/adaptive.xlsx,test,0.6,0.6,0.6,-0.6,-0.6,right,R,,,,,0,1,1,1,0,41,41,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.311766800005,323.81099959999847,323.81099959999847,323.81099959999847,323.81099959999847,323.81099959999847,323.81099959999847,323.81099959999847,left,0,2.3889431999996305,325.58989820000716,325.58989820000716,325.58989820000716,325.58989820000716,325.58989820000716,325.58989820000716,325.58989820000716,325.58989820000716,325.6115456999978,325.6115456999978,325.6115456999978,325.6115456999978,325.6115456999978,326.0880629000021,326.0880629000021,326.0880629000021,326.0880629000021,326.0880629000021,326.0880629000021,326.0880629000021,326.0880629000021,326.1008531999978,326.7785012000095,326.11256340000546,326.8009005000058,1.8000000000000014,326.8009005000058,,327.5445605999994,,,,,,,,,[0.6797619],1.720000000000001,0.6904761904761905,12007,001,2024-06-14_17h02.22.255,MFTM_A_new1021,2022.2.4,None,
,,,,,,,,stim/Instruction_adaptive.png,conditions/adaptive.xlsx,test,-0.6,-0.6,-0.6,0.6,0.6,left,L,,,,,0,1,1,1,0,42,42,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.0428435000067,328.54513539999607,328.54513539999607,328.54513539999607,328.54513539999607,328.54513539999607,328.54513539999607,328.54513539999607,left,1,1.4067125000001397,330.5340283999976,330.5340283999976,330.5340283999976,330.5340283999976,330.5340283999976,330.5340283999976,330.5340283999976,330.5340283999976,330.54293000001053,330.54293000001053,330.54293000001053,330.54293000001053,330.54293000001053,331.033738099999,331.033738099999,331.033738099999,331.033738099999,331.033738099999,331.033738099999,331.033738099999,331.033738099999,331.033738099999,331.5345575000101,331.04287150000164,331.55777020000096,2.0000000000000018,331.55777020000096,,332.3012355000101,,,,,,,,,[[0.5]],1.7700000000000011,0.6976744186046512,12007,001,2024-06-14_17h02.22.255,MFTM_A_new1021,2022.2.4,None,
,,,,,,,,stim/Instruction_adaptive.png,conditions/adaptive.xlsx,test,-0.6,-0.6,-0.6,0.6,0.6,left,L,,,,,0,1,1,1,0,43,43,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.8002551999962,333.30323620000854,333.30323620000854,333.30323620000854,333.30323620000854,333.30323620000854,333.30323620000854,333.30323620000854,left,1,1.9772014000045601,335.21148320000793,335.21148320000793,335.21148320000793,335.21148320000793,335.21148320000793,335.21148320000793,335.21148320000793,335.21148320000793,335.23206460000074,335.23206460000074,335.23206460000074,335.23206460000074,335.23206460000074,335.7109460000065,335.7109460000065,335.7109460000065,335.7109460000065,335.7109460000065,335.7109460000065,335.7109460000065,335.7109460000065,335.72142060000624,336.2896968999994,335.7314434,336.30118880000373,1.9300000000000015,336.30118880000373,,337.0560848000023,,,,,,,,,[[0.57]],1.8200000000000012,0.7045454545454546,12007,001,2024-06-14_17h02.22.255,MFTM_A_new1021,2022.2.4,None,
,,,,,,,,stim/Instruction_adaptive.png,conditions/adaptive.xlsx,test,-0.6,-0.6,-0.6,0.6,0.6,left,L,,,,,0,1,1,1,0,44,44,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.5557412000053,338.0640296000056,338.0640296000056,338.0640296000056,338.0640296000056,338.0640296000056,338.0640296000056,338.0640296000056,left,1,2.079142499991576,339.8989731000038,339.8989731000038,339.8989731000038,339.8989731000038,339.8989731000038,339.8989731000038,339.8989731000038,339.8989731000038,339.92270900000585,339.92270900000585,339.92270900000585,339.92270900000585,339.92270900000585,340.3986814000091,340.3986814000091,340.3986814000091,340.3986814000091,340.3986814000091,340.3986814000091,340.3986814000091,340.3986814000091,340.3986814000091,341.03205150000576,340.4228443000029,341.0672534000041,1.8600000000000014,341.0672534000041,341.8115455000079,341.8115455000079,342.3116560000053,,,,,,,,[[0.64]],1.8700000000000012,0.7111111111111111,12007,001,2024-06-14_17h02.22.255,MFTM_A_new1021,2022.2.4,None,
,,,,,,,,stim/Instruction_adaptive.png,conditions/adaptive.xlsx,test,-0.6,-0.6,-0.6,0.6,0.6,left,L,,,,,0,1,1,1,0,45,45,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.3116560000053,342.81192269999883,342.81192269999883,342.81192269999883,342.81192269999883,342.81192269999883,342.81192269999883,342.81192269999883,left,1,2.0050472999864724,344.61284760000126,344.61284760000126,344.61284760000126,344.61284760000126,344.61284760000126,344.61284760000126,344.61284760000126,344.61284760000126,344.61284760000126,344.61284760000126,344.61284760000126,344.61284760000126,344.61284760000126,345.11189900001045,345.11189900001045,345.11189900001045,345.11189900001045,345.11189900001045,345.11189900001045,345.11189900001045,345.11189900001045,345.11189900001045,345.7806336000067,345.11189900001045,345.7806336000067,1.8000000000000014,345.7806336000067,,346.5340628999984,,342.81192269999883,,,,,,,[0.67304348],1.9100000000000013,0.717391304347826,12007,001,2024-06-14_17h02.22.255,MFTM_A_new1021,2022.2.4,None,
,,,,,,,,stim/Instruction_adaptive.png,conditions/adaptive.xlsx,test,-0.6,-0.6,-0.6,0.6,0.6,left,L,,,,,0,1,1,1,0,46,46,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.0340492000105,347.53340220000246,347.53340220000246,347.53340220000246,347.53340220000246,347.53340220000246,347.53340220000246,347.53340220000246,left,1,0.8906741999962833,349.26763960000244,349.26763960000244,349.26763960000244,349.26763960000244,349.26763960000244,349.26763960000244,349.26763960000244,349.26763960000244,349.2767315000092,349.2767315000092,349.2767315000092,349.2767315000092,349.2767315000092,349.76770260000194,349.76770260000194,349.76770260000194,349.76770260000194,349.76770260000194,349.76770260000194,349.76770260000194,349.76770260000194,349.76770260000194,350.44316490000347,349.7767071999988,350.4562855999975,1.7500000000000013,350.4562855999975,351.2002947000001,351.2002947000001,351.70129130000714,,,,,,,,[0.67468085],1.9600000000000013,0.723404255319149,12007,001,2024-06-14_17h02.22.255,MFTM_A_new1021,2022.2.4,None,
,,,,,,,,stim/Instruction_adaptive.png,conditions/adaptive.xlsx,test,0.6,0.6,0.6,-0.6,-0.6,right,R,,,,,0,1,1,1,0,47,47,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.70129130000714,352.20046400000865,352.20046400000865,352.20046400000865,352.20046400000865,352.20046400000865,352.20046400000865,352.20046400000865,None,0,0,353.87837960000616,353.87837960000616,353.87837960000616,353.87837960000616,353.87837960000616,353.87837960000616,353.87837960000616,353.87837960000616,353.88955059999716,353.88955059999716,353.88955059999716,353.88955059999716,353.88955059999716,354.37667409999995,354.37667409999995,354.37667409999995,354.37667409999995,354.37667409999995,354.37667409999995,354.37667409999995,354.37667409999995,354.37667409999995,355.6897469999967,354.38976930000354,355.70194600000104,1.6900000000000013,355.70194600000104,,356.45640380000987,,352.20046400000865,,,,,,,[[1.31]],1.8300000000000012,0.7083333333333334,12007,001,2024-06-14_17h02.22.255,MFTM_A_new1021,2022.2.4,None,
,,,,,,,,stim/Instruction_adaptive.png,conditions/adaptive.xlsx,test,-0.6,-0.6,-0.6,0.6,0.6,left,L,,,,,0,1,1,1,0,48,48,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.95646580000175,357.45908680000866,357.45908680000866,357.45908680000866,357.45908680000866,357.45908680000866,357.45908680000866,357.45908680000866,right,0,2.3320474999927683,359.2923863000033,359.2923863000033,359.2923863000033,359.2923863000033,359.2923863000033,359.2923863000033,359.2923863000033,359.2923863000033,359.30116550000093,359.30116550000093,359.30116550000093,359.30116550000093,359.30116550000093,359.78964950000227,359.78964950000227,359.78964950000227,359.78964950000227,359.78964950000227,359.78964950000227,359.78964950000227,359.78964950000227,359.78964950000227,360.43209139999817,359.8117603999999,360.4587088999979,1.8500000000000014,360.4587088999979,,361.2118390999967,,,,,,,,,[[0.65]],1.700000000000001,0.6938775510204082,12007,001,2024-06-14_17h02.22.255,MFTM_A_new1021,2022.2.4,None,
,,,,,,,,stim/Instruction_adaptive.png,conditions/adaptive.xlsx,test,-0.6,-0.6,-0.6,0.6,0.6,left,L,,,,,0,1,1,1,0,49,49,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.71132810000563,362.2119643000042,362.2119643000042,362.2119643000042,362.2119643000042,362.2119643000042,362.2119643000042,362.2119643000042,left,1,2.1795584999927087,364.2131864999974,364.2131864999974,364.2131864999974,364.2131864999974,364.2131864999974,364.2131864999974,364.2131864999974,364.2131864999974,364.23393460000807,364.23393460000807,364.23393460000807,364.23393460000807,364.23393460000807,364.7122750999988,364.7122750999988,364.7122750999988,364.7122750999988,364.7122750999988,364.7122750999988,364.7122750999988,364.7122750999988,364.7122750999988,365.18768020000425,364.7338451999967,365.21421649999684,2.0200000000000014,365.21421649999684,,365.96701269999903,,,,,,,,,[[0.48]],1.750000000000001,0.7,12007,001,2024-06-14_17h02.22.255,MFTM_A_new1021,2022.2.4,None,
,,,,,,,,stim/Instruction_adaptive.png,conditions/adaptive.xlsx,test,-0.6,-0.6,-0.6,0.6,0.6,left,L,,,,,0,1,1,1,0,50,50,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,366.4669711000024,366.9666569999972,366.9666569999972,366.9666569999972,366.9666569999972,366.9666569999972,366.9666569999972,366.9666569999972,left,1,2.256519799993839,368.90980259999924,368.90980259999924,368.90980259999924,368.90980259999924,368.90980259999924,368.90980259999924,368.90980259999924,368.90980259999924,368.9226531000022,368.9226531000022,368.9226531000022,368.9226531000022,368.9226531000022,369.4099562000047,369.4099562000047,369.4099562000047,369.4099562000047,369.4099562000047,369.4099562000047,369.4099562000047,369.4099562000047,369.4099562000047,369.9430960000027,369.4228523000056,369.96950160000415,1.9600000000000015,369.96950160000415,,370.7234162000095,,,,,,,,,[[0.54]],1.7900000000000011,0.7058823529411765,12007,001,2024-06-14_17h02.22.255,MFTM_A_new1021,2022.2.4,None,
,,,,,,,,stim/Instruction_adaptive.png,conditions/adaptive.xlsx,test,-0.6,-0.6,-0.6,0.6,0.6,left,L,,,,,0,1,1,1,0,51,51,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.2224148000096,371.71939910000947,371.71939910000947,371.71939910000947,371.71939910000947,371.71939910000947,371.71939910000947,371.71939910000947,left,1,1.7440799999894807,373.602249100004,373.602249100004,373.602249100004,373.602249100004,373.602249100004,373.602249100004,373.602249100004,373.602249100004,373.6116613000049,373.6116613000049,373.6116613000049,373.6116613000049,373.6116613000049,374.1006287000055,374.1006287000055,374.1006287000055,374.1006287000055,374.1006287000055,374.1006287000055,374.1006287000055,374.1006287000055,374.1099453000061,374.7104754000029,374.1227745000069,374.72280899999896,1.9000000000000015,374.72280899999896,375.4652552000043,375.4652552000043,375.96524620000855,,,,,,,,[[0.6]],1.8300000000000012,0.7115384615384616,12007,001,2024-06-14_17h02.22.255,MFTM_A_new1021,2022.2.4,None,
,,,,,,,,stim/Instruction_adaptive.png,conditions/adaptive.xlsx,test,0.6,0.6,0.6,-0.6,-0.6,right,R,,,,,0,1,1,1,0,52,52,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.96524620000855,376.46490520000225,376.46490520000225,376.46490520000225,376.46490520000225,376.46490520000225,376.46490520000225,376.46490520000225,right,1,1.254606300004525,378.3117398000031,378.3117398000031,378.3117398000031,378.3117398000031,378.3117398000031,378.3117398000031,378.3117398000031,378.3117398000031,378.3117398000031,378.3117398000031,378.3117398000031,378.3117398000031,378.3117398000031,378.8118710999988,378.8118710999988,378.8118710999988,378.8118710999988,378.8118710999988,378.8118710999988,378.8118710999988,378.8118710999988,378.8118710999988,379.45614619999833,378.8118710999988,379.46744530000433,1.8500000000000014,379.46744530000433,,380.22230000000854,,376.46490520000225,,,,,,,[[0.65]],1.8700000000000012,0.7169811320754716,12007,001,2024-06-14_17h02.22.255,MFTM_A_new1021,2022.2.4,None,
,,,,,,,,stim/Instruction_adaptive.png,conditions/adaptive.xlsx,test,0.6,0.6,0.6,-0.6,-0.6,right,R,,,,,0,1,1,1,0,53,53,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.72216079999635,381.22571820000303,381.22571820000303,381.22571820000303,381.22571820000303,381.22571820000303,381.22571820000303,381.22571820000303,left,0,1.943302700005006,383.01161980000325,383.01161980000325,383.01161980000325,383.01161980000325,383.01161980000325,383.01161980000325,383.01161980000325,383.01161980000325,383.0207977999962,383.0207977999962,383.0207977999962,383.0207977999962,383.0207977999962,383.51209840000956,383.51209840000956,383.51209840000956,383.51209840000956,383.51209840000956,383.51209840000956,383.51209840000956,383.51209840000956,383.51209840000956,384.17871910000395,383.52109460000065,384.19084799999837,1.8000000000000014,384.19084799999837,,384.94459490000736,,,,,,,,,[0.66925926],1.7600000000000011,0.7037037037037037,12007,001,2024-06-14_17h02.22.255,MFTM_A_new1021,2022.2.4,None,
,,,,,,,,stim/Instruction_adaptive.png,conditions/adaptive.xlsx,test,0.6,0.6,0.6,-0.6,-0.6,right,R,,,,,0,1,1,1,0,54,54,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.4451323000103,385.94758200000797,385.94758200000797,385.94758200000797,385.94758200000797,385.94758200000797,385.94758200000797,385.94758200000797,right,1,2.3875207999954,387.8672976000089,387.8672976000089,387.8672976000089,387.8672976000089,387.8672976000089,387.8672976000089,387.8672976000089,387.8672976000089,387.8881667000096,387.8881667000096,387.8881667000096,387.8881667000096,387.8881667000096,388.36723370000254,388.36723370000254,388.36723370000254,388.36723370000254,388.36723370000254,388.36723370000254,388.36723370000254,388.36723370000254,388.36723370000254,388.922885100008,388.3875851000048,388.94640460000664,1.9400000000000015,388.94640460000664,,389.7010946000082,,,,,,,,,[[0.56]],1.8000000000000012,0.7090909090909091,12007,001,2024-06-14_17h02.22.255,MFTM_A_new1021,2022.2.4,None,
,,,,,,,,stim/Instruction_adaptive.png,conditions/adaptive.xlsx,test,0.6,0.6,0.6,-0.6,-0.6,right,R,,,,,0,1,1,1,0,55,55,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.1999518000084,390.7000939999998,390.7000939999998,390.7000939999998,390.7000939999998,390.7000939999998,390.7000939999998,390.7000939999998,left,0,2.2591527000040514,392.5782557000057,392.5782557000057,392.5782557000057,392.5782557000057,392.5782557000057,392.5782557000057,392.5782557000057,392.5782557000057,392.5894748999999,392.5894748999999,392.5894748999999,392.5894748999999,392.5894748999999,393.076575900006,393.076575900006,393.076575900006,393.076575900006,393.076575900006,393.076575900006,393.076575900006,393.076575900006,393.076575900006,393.6896647000103,393.0904279000097,393.70300049999787,1.8900000000000015,393.70300049999787,,394.4554655000102,,,,,,,,,[[0.61]],1.680000000000001,0.6964285714285714,12007,001,2024-06-14_17h02.22.255,MFTM_A_new1021,2022.2.4,None,
,,,,,,,,stim/Instruction_adaptive.png,conditions/adaptive.xlsx,test,0.6,0.6,0.6,-0.6,-0.6,right,R,,,,,0,1,1,1,0,56,56,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.95640260000073,395.455629700009,395.455629700009,395.455629700009,395.455629700009,395.455629700009,395.455629700009,395.455629700009,left,0,1.7518609000107972,397.4912178000086,397.4912178000086,397.4912178000086,397.4912178000086,397.4912178000086,397.4912178000086,397.4912178000086,397.4912178000086,397.5004958000063,397.5004958000063,397.5004958000063,397.5004958000063,397.5004958000063,397.989556600005,397.989556600005,397.989556600005,397.989556600005,397.989556600005,397.989556600005,397.989556600005,397.989556600005,397.989556600005,398.4316724000091,397.99875130000873,398.4576087000023,2.0500000000000016,398.4576087000023,,399.21124350000173,,,,,,,,,[[0.45]],1.550000000000001,0.6842105263157895,12007,001,2024-06-14_17h02.22.255,MFTM_A_new1021,2022.2.4,None,
,,,,,,,,stim/Instruction_adaptive.png,conditions/adaptive.xlsx,test,0.6,0.6,0.6,-0.6,-0.6,right,R,,,,,0,1,1,1,0,57,57,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.71047610000824,400.2129546000069,400.2129546000069,400.2129546000069,400.2129546000069,400.2129546000069,400.2129546000069,400.2129546000069,right,1,2.355817499992554,402.44554939999944,402.44554939999944,402.44554939999944,402.44554939999944,402.44554939999944,402.44554939999944,402.44554939999944,402.44554939999944,402.4545722000039,402.4545722000039,402.4545722000039,402.4545722000039,402.4545722000039,402.94519900000887,402.94519900000887,402.94519900000887,402.94519900000887,402.94519900000887,402.94519900000887,402.94519900000887,402.94519900000887,402.94519900000887,403.2011066999985,402.96749830000044,403.2147471000062,2.2500000000000018,403.2147471000062,,403.9666148999968,,,,,,,,,[[0.25]],1.600000000000001,0.6896551724137931,12007,001,2024-06-14_17h02.22.255,MFTM_A_new1021,2022.2.4,None,
,,,,,,,,stim/Instruction_adaptive.png,conditions/adaptive.xlsx,test,-0.6,-0.6,-0.6,0.6,0.6,left,L,,,,,0,1,1,1,0,58,58,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,404.4681324999983,404.96651399999973,404.96651399999973,404.96651399999973,404.96651399999973,404.96651399999973,404.96651399999973,404.96651399999973,left,1,1.7534897000005003,407.122108399999,407.122108399999,407.122108399999,407.122108399999,407.122108399999,407.122108399999,407.122108399999,407.122108399999,407.13381389999995,407.13381389999995,407.13381389999995,407.13381389999995,407.13381389999995,407.61986289999913,407.61986289999913,407.61986289999913,407.61986289999913,407.61986289999913,407.61986289999913,407.61986289999913,407.61986289999913,407.61986289999913,407.9450998999964,407.6327171000012,407.96706530000665,2.1700000000000017,407.96706530000665,408.7109905999969,408.7109905999969,409.2092416000087,,,,,,,,[[0.33]],1.640000000000001,0.6949152542372882,12007,001,2024-06-14_17h02.22.255,MFTM_A_new1021,2022.2.4,None,
,,,,,,,,stim/Instruction_adaptive.png,conditions/adaptive.xlsx,test,-0.6,-0.6,-0.6,0.6,0.6,left,L,,,,,0,1,1,1,0,59,59,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.2092416000087,409.70956220000517,409.70956220000517,409.70956220000517,409.70956220000517,409.70956220000517,409.70956220000517,409.70956220000517,right,0,1.546161399994162,411.81165060000785,411.81165060000785,411.81165060000785,411.81165060000785,411.81165060000785,411.81165060000785,411.81165060000785,411.81165060000785,411.82272779999766,411.82272779999766,411.82272779999766,411.82272779999766,411.82272779999766,412.3101344000024,412.3101344000024,412.3101344000024,412.3101344000024,412.3101344000024,412.3101344000024,412.3101344000024,412.3101344000024,412.3101344000024,412.70047760001034,412.3226338000095,412.71179810000467,2.1100000000000017,412.71179810000467,,413.46718249999685,,409.70956220000517,,,,,,,[[0.39]],1.520000000000001,0.6833333333333333,12007,001,2024-06-14_17h02.22.255,MFTM_A_new1021,2022.2.4,None,
