b_pra,ins_blocks,ins_blocks2,stim_word,stim_color,corrAns,cue_type,trial_type,task_type,rand,compatibility,switch,b_test,w_pic,w_pic2,trials_instr.thisRepN,trials_instr.thisTrialN,trials_instr.thisN,trials_instr.thisIndex,block_pra.thisRepN,block_pra.thisTrialN,block_pra.thisN,block_pra.thisIndex,trials_rep.thisRepN,trials_rep.thisTrialN,trials_rep.thisN,trials_rep.thisIndex,trials_pra.thisRepN,trials_pra.thisTrialN,trials_pra.thisN,trials_pra.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,instr_image.started,instr_image.stopped,instr_key_resp.keys,instr_key_resp.rt,instr_key_resp.started,instr_key_resp.stopped,instr_pra_image.started,instr_pra_image.stopped,ip_key_resp.keys,ip_key_resp.rt,ip_key_resp.started,ip_key_resp.stopped,block_image.started,block_image.stopped,ib_key_resp.keys,ib_key_resp.rt,ib_key_resp.started,ib_key_resp.stopped,cd3.started,cd3.stopped,cd2.started,cd2.stopped,cd1.started,cd1.stopped,cd_text.started,cd_text.stopped,text_fix.started,text_fix.stopped,text_2.started,text_2.stopped,text_4.started,text_4.stopped,text_target.started,text_target.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,sceen_black.started,sceen_black.stopped,text_fb.started,text_fb.stopped,text.started,text.stopped,key_bf.keys,key_bf.rt,key_bf.started,key_bf.stopped,instr_test_image.started,instr_test_image.stopped,instr_exp_key_resp.keys,instr_exp_key_resp.rt,instr_exp_key_resp.started,instr_exp_key_resp.stopped,text_rest.started,text_rest.stopped,key_resp_rest.keys,key_resp_rest.rt,key_resp_rest.started,key_resp_rest.stopped,text_3.started,text_3.stopped,participant,session,balance,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,117.01191560004372,None,right,0.9479129000101238,117.01191560004372,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11003,1,2,2024_Jun_14_1438,stroop_task_switching2_b,2021.2.3,59.75521872246126,
,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,117.99722989997827,None,right,38.61157589999493,117.99722989997827,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11003,1,2,2024_Jun_14_1438,stroop_task_switching2_b,2021.2.3,59.75521872246126,
,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,156.65495720005129,None,right,0.17765730002429336,156.65495720005129,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11003,1,2,2024_Jun_14_1438,stroop_task_switching2_b,2021.2.3,59.75521872246126,
,,,,,,,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,156.8719799000537,None,right,0.15283209993503988,156.8719799000537,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11003,1,2,2024_Jun_14_1438,stroop_task_switching2_b,2021.2.3,59.75521872246126,
,,,,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,157.0560991000384,None,right,0.14420350000727922,157.0560991000384,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11003,1,2,2024_Jun_14_1438,stroop_task_switching2_b,2021.2.3,59.75521872246126,
,,,,,,,,,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,157.2392083000159,None,right,0.6814491000259295,157.2392083000159,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11003,1,2,2024_Jun_14_1438,stroop_task_switching2_b,2021.2.3,59.75521872246126,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.95809740002733,None,space,7.297188400058076,157.95809740002733,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11003,1,2,2024_Jun_14_1438,stroop_task_switching2_b,2021.2.3,59.75521872246126,
condition/block_color_b,instruction/instr_color,instruction/i8_b,XX,red,k,diamond,color_single,颜色,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,165.30125460005365,None,space,11.084112099953927,165.30125460005365,None,177.4546206999803,178.45547960000113,178.45547960000113,179.45597510004882,179.45597510004882,None,176.46865549997892,177.47035379998852,180.42412069998682,180.62586300005205,180.60772470000666,180.90928390005138,180.90928390005138,None,181.4098418999929,None,k,1,1.6315103999804705,181.4098418999929,None,None,None,183.0615620999597,None,,,,,,,,,,,,,,,,,,,,,11003,1,2,2024_Jun_14_1438,stroop_task_switching2_b,2021.2.3,59.75521872246126,
condition/block_color_b,instruction/instr_color,instruction/i8_b,XX,green,d,diamond,color_single,颜色,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.06295709998813,184.2633500000229,184.24695289996453,184.54726599995047,184.54726599995047,None,185.04793310002424,None,d,1,2.7862946999957785,185.04793310002424,None,None,None,187.85221020004246,None,,,,,,,,,,,,,,,,,,,,,11003,1,2,2024_Jun_14_1438,stroop_task_switching2_b,2021.2.3,59.75521872246126,
condition/block_color_b,instruction/instr_color,instruction/i8_b,XX,yellow,f,diamond,color_single,颜色,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.8534913000185,189.05477319995407,189.03815449995454,189.33741719997488,189.33741719997488,None,189.83850880002137,None,f,1,0.9223733999533579,189.83850880002137,None,None,None,190.789954100037,None,,,,,,,,,,,,,,,,,,,,,11003,1,2,2024_Jun_14_1438,stroop_task_switching2_b,2021.2.3,59.75521872246126,
