b_pra,ins_blocks,ins_blocks2,stim_word,stim_color,corrAns,cue_type,trial_type,task_type,rand,compatibility,switch,b_test,w_pic,w_pic2,trials_instr.thisRepN,trials_instr.thisTrialN,trials_instr.thisN,trials_instr.thisIndex,block_pra.thisRepN,block_pra.thisTrialN,block_pra.thisN,block_pra.thisIndex,trials_rep.thisRepN,trials_rep.thisTrialN,trials_rep.thisN,trials_rep.thisIndex,trials_pra.thisRepN,trials_pra.thisTrialN,trials_pra.thisN,trials_pra.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,instr_image.started,instr_image.stopped,instr_key_resp.keys,instr_key_resp.rt,instr_key_resp.started,instr_key_resp.stopped,instr_pra_image.started,instr_pra_image.stopped,ip_key_resp.keys,ip_key_resp.rt,ip_key_resp.started,ip_key_resp.stopped,block_image.started,block_image.stopped,ib_key_resp.keys,ib_key_resp.rt,ib_key_resp.started,ib_key_resp.stopped,cd3.started,cd3.stopped,cd2.started,cd2.stopped,cd1.started,cd1.stopped,cd_text.started,cd_text.stopped,text_fix.started,text_fix.stopped,text_2.started,text_2.stopped,text_4.started,text_4.stopped,text_target.started,text_target.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,sceen_black.started,sceen_black.stopped,text_fb.started,text_fb.stopped,text.started,text.stopped,key_bf.keys,key_bf.rt,key_bf.started,key_bf.stopped,instr_test_image.started,instr_test_image.stopped,instr_exp_key_resp.keys,instr_exp_key_resp.rt,instr_exp_key_resp.started,instr_exp_key_resp.stopped,text_rest.started,text_rest.stopped,key_resp_rest.keys,key_resp_rest.rt,key_resp_rest.started,key_resp_rest.stopped,text_3.started,text_3.stopped,participant,session,balance,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,8.982423100038432,None,right,1.7961629000492394,8.982423100038432,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11013,2,1,2024_Jun_04_1927,stroop_task_switching2,2021.2.3,60.005460482598394,
,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,10.817830000072718,None,right,46.29823089996353,10.817830000072718,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11013,2,1,2024_Jun_04_1927,stroop_task_switching2,2021.2.3,60.005460482598394,
,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,57.15487110009417,None,right,0.1686168999876827,57.15487110009417,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11013,2,1,2024_Jun_04_1927,stroop_task_switching2,2021.2.3,60.005460482598394,
,,,,,,,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,57.35549730004277,None,right,0.35195430007297546,57.35549730004277,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11013,2,1,2024_Jun_04_1927,stroop_task_switching2,2021.2.3,60.005460482598394,
,,,,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,57.75606590008829,None,right,0.3275358999380842,57.75606590008829,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11013,2,1,2024_Jun_04_1927,stroop_task_switching2,2021.2.3,60.005460482598394,
,,,,,,,,,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,58.12320280005224,None,right,0.744449199992232,58.12320280005224,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11013,2,1,2024_Jun_04_1927,stroop_task_switching2,2021.2.3,60.005460482598394,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.89080150006339,None,space,1.545123100047931,58.89080150006339,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11013,2,1,2024_Jun_04_1927,stroop_task_switching2,2021.2.3,60.005460482598394,
condition/block_color,instruction/instr_color,instruction/i8,XX,red,d,diamond,color_single,颜色,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,60.47693160001654,None,space,6.643795000039972,60.47693160001654,None,68.18843750003725,69.19044750009198,69.19044750009198,70.19175930006895,70.19175930006895,None,67.20444150001276,68.2054943999974,71.15943740005605,71.35976040002424,71.3440473000519,71.64396010001656,71.64396010001656,None,72.14451850007754,None,d,1,0.6680163000710309,72.14451850007754,None,None,None,72.82869600004051,None,,,,,,,,,,,,,,,,,,,,,11013,2,1,2024_Jun_04_1927,stroop_task_switching2,2021.2.3,60.005460482598394,
condition/block_color,instruction/instr_color,instruction/i8,XX,green,k,diamond,color_single,颜色,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.83038830000442,74.03148950007744,74.01395570009481,74.31495920009911,74.31495920009911,None,74.814901500009,77.82032040006015,None,0,,74.814901500009,77.82032040006015,77.78612599999178,None,78.33699139999226,None,,,,,,,,,,,,,,,,,,,,,11013,2,1,2024_Jun_04_1927,stroop_task_switching2,2021.2.3,60.005460482598394,
condition/block_color,instruction/instr_color,instruction/i8,XX,yellow,j,diamond,color_single,颜色,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.33861960005015,79.54050220001955,79.52233050006907,79.82271780003794,79.82271780003794,None,80.32333200005814,None,f,0,0.9048748000059277,80.32333200005814,None,None,None,81.25811799999792,None,,,,,,,,,,,,,,,,,,,,,11013,2,1,2024_Jun_04_1927,stroop_task_switching2,2021.2.3,60.005460482598394,
