b_pra,ins_blocks,ins_blocks2,stim_word,stim_color,corrAns,cue_type,trial_type,task_type,rand,compatibility,switch,b_test,w_pic,w_pic2,trials_instr.thisRepN,trials_instr.thisTrialN,trials_instr.thisN,trials_instr.thisIndex,block_pra.thisRepN,block_pra.thisTrialN,block_pra.thisN,block_pra.thisIndex,trials_rep.thisRepN,trials_rep.thisTrialN,trials_rep.thisN,trials_rep.thisIndex,trials_pra.thisRepN,trials_pra.thisTrialN,trials_pra.thisN,trials_pra.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,instr_image.started,instr_image.stopped,instr_key_resp.keys,instr_key_resp.rt,instr_key_resp.started,instr_key_resp.stopped,instr_pra_image.started,instr_pra_image.stopped,ip_key_resp.keys,ip_key_resp.rt,ip_key_resp.started,ip_key_resp.stopped,block_image.started,block_image.stopped,ib_key_resp.keys,ib_key_resp.rt,ib_key_resp.started,ib_key_resp.stopped,cd3.started,cd3.stopped,cd2.started,cd2.stopped,cd1.started,cd1.stopped,cd_text.started,cd_text.stopped,text_fix.started,text_fix.stopped,text_2.started,text_2.stopped,text_4.started,text_4.stopped,text_target.started,text_target.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,sceen_black.started,sceen_black.stopped,text_fb.started,text_fb.stopped,text.started,text.stopped,key_bf.keys,key_bf.rt,key_bf.started,key_bf.stopped,instr_test_image.started,instr_test_image.stopped,instr_exp_key_resp.keys,instr_exp_key_resp.rt,instr_exp_key_resp.started,instr_exp_key_resp.stopped,text_rest.started,text_rest.stopped,key_resp_rest.keys,key_resp_rest.rt,key_resp_rest.started,key_resp_rest.stopped,text_3.started,text_3.stopped,participant,session,balance,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,9.937338600022485,None,right,1.4153422999952454,9.937338600022485,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11033,1,1,2024_May_31_1502,stroop_task_switching2,2021.2.3,59.69283262482226,
,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,11.388751300022705,None,right,14.212138600007165,11.388751300022705,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11033,1,1,2024_May_31_1502,stroop_task_switching2,2021.2.3,59.69283262482226,
,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,25.644337200006703,None,right,8.988775299978442,25.644337200006703,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11033,1,1,2024_May_31_1502,stroop_task_switching2,2021.2.3,59.69283262482226,
,,,,,,,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,34.67438830001629,None,right,10.311115000018617,34.67438830001629,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11033,1,1,2024_May_31_1502,stroop_task_switching2,2021.2.3,59.69283262482226,
,,,,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,45.02326780001749,None,right,11.234909799997695,45.02326780001749,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11033,1,1,2024_May_31_1502,stroop_task_switching2,2021.2.3,59.69283262482226,
,,,,,,,,,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,56.29018390001147,None,right,0.9275226000172552,56.29018390001147,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11033,1,1,2024_May_31_1502,stroop_task_switching2,2021.2.3,59.69283262482226,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.259744400013005,None,space,12.158205099985935,57.259744400013005,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11033,1,1,2024_May_31_1502,stroop_task_switching2,2021.2.3,59.69283262482226,
condition/block_color,instruction/instr_color,instruction/i8,XX,red,d,diamond,color_single,颜色,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,69.4600541999971,None,space,3.1582687000045553,69.4600541999971,None,73.70080040002358,74.70184049999807,74.70184049999807,75.70483160001459,75.70483160001459,None,72.7157537000021,73.717258699995,76.67107929999474,76.87207800001488,76.85470580001129,77.15565590001643,77.15565590001643,None,77.65568900000653,None,d,1,0.6509933000197634,77.65568900000653,None,None,None,78.32347709999885,None,,,,,,,,,,,,,,,,,,,,,11033,1,1,2024_May_31_1502,stroop_task_switching2,2021.2.3,59.69283262482226,
condition/block_color,instruction/instr_color,instruction/i8,XX,green,k,diamond,color_single,颜色,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.32580650001182,79.52538320000167,79.50930230002268,79.81014620000497,79.81014620000497,None,80.30982740002219,None,k,1,0.9886645999795292,80.30982740002219,None,None,None,81.32779090001713,None,,,,,,,,,,,,,,,,,,,,,11033,1,1,2024_May_31_1502,stroop_task_switching2,2021.2.3,59.69283262482226,
condition/block_color,instruction/instr_color,instruction/i8,XX,yellow,j,diamond,color_single,颜色,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.33026230000542,82.52981430001091,82.51376800000435,82.81439670000691,82.81439670000691,None,83.31454510000185,None,j,1,0.7281600999995135,83.31454510000185,None,None,None,84.06584570000996,None,,,,,,,,,,,,,,,,,,,,,11033,1,1,2024_May_31_1502,stroop_task_switching2,2021.2.3,59.69283262482226,
