arrwidth1,arrwidth2,arrwidth3,arrwidth4,arrwidth5,keyb,type,orientation,instruction_image,block_filename,block_type,arrow11,arrow22,arrow33,arrow44,arrow55,keyb_3,orientation3,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,welcome.started,welcome.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,instruction_example.started,instruction_example.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,instruction_task.started,instruction_task.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text_2.started,text_2.stopped,A1.started,A1.stopped,A2.started,A2.stopped,A3.started,A3.stopped,A4.started,A4.stopped,A5.started,A5.stopped,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,fb.started,fb.stopped,instruction_block.started,instruction_block.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.started,key_resp_8.stopped,text_8.started,text_8.stopped,key_resp_9.keys,key_resp_9.corr,key_resp_9.rt,text_5.started,text_5.stopped,A11_3.started,A11_3.stopped,A22_2.started,A22_2.stopped,A33_2.started,A33_2.stopped,A44_2.started,A44_2.stopped,A55_2.started,A55_2.stopped,M1_3.started,M1_3.stopped,M2_2.started,M2_2.stopped,M3_2.started,M3_2.stopped,M4_2.started,M4_2.stopped,M5_2.started,M5_2.stopped,M6_2.started,M6_2.stopped,M7_2.started,M7_2.stopped,M8_2.started,M8_2.stopped,key_resp_9.started,key_resp_9.stopped,fixation.started,fixation.stopped,ET,fb_3.started,fb_3.stopped,text_9.started,text_9.stopped,fb_4.started,fb_4.stopped,text_7.started,text_7.stopped,endtext.started,endtext.stopped,fixation_ITI,CCC,Acc,participant,session,date,expName,psychopyVersion,frameRate
,,,,,,,,stim/Instruction_adaptive.png,conditions/adaptive.xlsx,test,0.6,0.6,0.6,-0.6,-0.6,right,R,,,,,0,1,1,1,0,18,18,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.7846686,None,right,1,3.050898,163.2858892,None,163.2858892,166.2898347,163.2858892,166.2898347,163.2858892,166.2898347,163.2858892,166.2898347,163.2858892,166.2898347,166.2723369,166.7741837,166.2723369,166.7741837,166.2723369,166.7741837,166.2723369,166.7741837,166.2723369,166.7741837,166.2723369,166.7741837,166.2723369,166.7741837,166.2723369,166.7741837,163.2858892,None,166.7741837,166.7741837,3,166.7905226,None,167.5414175,None,,,,,,,0,0.5,0.578947368,11024,2,2024_Jan_07_1540,MFTM_A_new1021,2021.2.3,60.10117432
,,,,,,,,stim/Instruction_adaptive.png,conditions/adaptive.xlsx,test,0.6,0.6,0.6,-0.6,-0.6,right,R,,,,,0,1,1,1,0,19,19,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.0415779,None,right,1,1.7058877,168.5427622,None,168.5427622,171.5478856,168.5427622,171.5478856,168.5427622,171.5478856,168.5427622,171.5478856,168.5427622,171.5478856,171.5310435,172.0312904,171.5310435,172.0312904,171.5310435,172.0312904,171.5310435,172.0312904,171.5310435,172.0312904,171.5310435,172.0312904,171.5310435,172.0312904,171.5310435,172.0312904,168.5427622,None,172.0312904,172.0312904,3,172.0473664,None,172.8005598,None,,,,,,,0,0.5,0.6,11024,2,2024_Jan_07_1540,MFTM_A_new1021,2021.2.3,60.10117432
,,,,,,,,stim/Instruction_adaptive.png,conditions/adaptive.xlsx,test,0.6,0.6,0.6,-0.6,-0.6,right,R,,,,,0,1,1,1,0,20,20,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.3003697,None,left,0,2.5207988,173.8002366,None,173.8002366,176.8054086,173.8002366,176.8054086,173.8002366,176.8054086,173.8002366,176.8054086,173.8002366,176.8054086,176.7887653,177.2892174,176.7887653,177.2892174,176.7887653,177.2892174,176.7887653,177.2892174,176.7887653,177.2892174,176.7887653,177.2892174,176.7887653,177.2892174,176.7887653,177.2892174,173.8002366,None,177.2892174,177.2892174,3,177.3053919,None,178.0569848,None,,,,,,,0,0.5,0.571428571,11024,2,2024_Jan_07_1540,MFTM_A_new1021,2021.2.3,60.10117432
,,,,,,,,stim/Instruction_adaptive.png,conditions/adaptive.xlsx,test,-0.6,-0.6,-0.6,0.6,0.6,left,L,,,,,0,1,1,1,0,21,21,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.5574785,None,left,1,2.0709161,179.0578653,None,179.0578653,182.0624595,179.0578653,182.0624595,179.0578653,182.0624595,179.0578653,182.0624595,179.0578653,182.0624595,182.0466104,182.5465597,182.0466104,182.5465597,182.0466104,182.5465597,182.0466104,182.5465597,182.0466104,182.5465597,182.0466104,182.5465597,182.0466104,182.5465597,182.0466104,182.5465597,179.0578653,None,182.5465597,182.5465597,3,182.5632438,None,183.3148721,None,,,,,,,0,0.5,0.590909091,11024,2,2024_Jan_07_1540,MFTM_A_new1021,2021.2.3,60.10117432
,,,,,,,,stim/Instruction_adaptive.png,conditions/adaptive.xlsx,test,-0.6,-0.6,-0.6,0.6,0.6,left,L,,,,,0,1,1,1,0,22,22,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.8161229,None,left,1,2.0047264,184.3157162,None,184.3157162,187.3201583,184.3157162,187.3201583,184.3157162,187.3201583,184.3157162,187.3201583,184.3157162,187.3201583,187.3045175,187.80442,187.3045175,187.80442,187.3045175,187.80442,187.3045175,187.80442,187.3045175,187.80442,187.3045175,187.80442,187.3045175,187.80442,187.3045175,187.80442,184.3157162,None,187.80442,187.80442,3,187.8209695,None,188.5718755,None,,,,,,,0,0.5,0.608695652,11024,2,2024_Jan_07_1540,MFTM_A_new1021,2021.2.3,60.10117432
,,,,,,,,stim/Instruction_adaptive.png,conditions/adaptive.xlsx,test,-0.6,-0.6,-0.6,0.6,0.6,left,L,,,,,0,1,1,1,0,23,23,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.0728505,None,left,1,1.6196027,189.5735431,None,189.5735431,192.5780225,189.5735431,192.5780225,189.5735431,192.5780225,189.5735431,192.5780225,189.5735431,192.5780225,192.5614728,193.062113,192.5614728,193.062113,192.5614728,193.062113,192.5614728,193.062113,192.5614728,193.062113,192.5614728,193.062113,192.5614728,193.062113,192.5614728,193.062113,189.5735431,None,193.062113,193.062113,3,193.0788161,None,193.8305413,None,,,,,,,0,0.54,0.625,11024,2,2024_Jan_07_1540,MFTM_A_new1021,2021.2.3,60.10117432
,,,,,,,,stim/Instruction_adaptive.png,conditions/adaptive.xlsx,test,-0.6,-0.6,-0.6,0.6,0.6,left,L,,,,,0,1,1,1,0,24,24,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.3305861,None,left,1,2.1438979,194.83268,None,194.83268,197.837172,194.83268,197.837172,194.83268,197.837172,194.83268,197.837172,194.83268,197.837172,197.8191678,198.319817,197.8191678,198.319817,197.8191678,198.319817,197.8191678,198.319817,197.8191678,198.319817,197.8191678,198.319817,197.8191678,198.319817,197.8191678,198.319817,194.83268,None,198.319817,198.319817,3,198.336374,None,199.0883673,None,,,,,,,0,0.7,0.64,11024,2,2024_Jan_07_1540,MFTM_A_new1021,2021.2.3,60.10117432
,,,,,,,,stim/Instruction_adaptive.png,conditions/adaptive.xlsx,test,0.6,0.6,0.6,-0.6,-0.6,right,R,,,,,0,1,1,1,0,25,25,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.5893172,None,right,1,2.7038459,200.0899158,None,200.0899158,203.0943269,200.0899158,203.0943269,200.0899158,203.0943269,200.0899158,203.0943269,200.0899158,203.0943269,203.0768911,203.5785386,203.0768911,203.5785386,203.0768911,203.5785386,203.0768911,203.5785386,203.0768911,203.5785386,203.0768911,203.5785386,203.0768911,203.5785386,203.0768911,203.5785386,200.0899158,None,203.5785386,203.5785386,3,203.5944547,None,204.3454235,None,,,,,,,0,0.84,0.653846154,11024,2,2024_Jan_07_1540,MFTM_A_new1021,2021.2.3,60.10117432
,,,,,,,,stim/Instruction_adaptive.png,conditions/adaptive.xlsx,test,0.6,0.6,0.6,-0.6,-0.6,right,R,,,,,0,1,1,1,0,26,26,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.8471308,None,right,1,1.9335726,205.3472545,None,205.3472545,208.3514507,205.3472545,208.3514507,205.3472545,208.3514507,205.3472545,208.3514507,205.3472545,208.3514507,208.3347287,208.8362882,208.3347287,208.8362882,208.3347287,208.8362882,208.3347287,208.8362882,208.3347287,208.8362882,208.3347287,208.8362882,208.3347287,208.8362882,208.3347287,208.8362882,205.3472545,None,208.8362882,208.8362882,3,208.8523604,None,209.6034321,None,,,,,,,0,0.96,0.666666667,11024,2,2024_Jan_07_1540,MFTM_A_new1021,2021.2.3,60.10117432
,,,,,,,,stim/Instruction_adaptive.png,conditions/adaptive.xlsx,test,-0.6,-0.6,-0.6,0.6,0.6,left,L,,,,,0,1,1,1,0,27,27,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.1040251,None,left,1,1.6280538,210.6047811,None,210.6047811,213.6098668,210.6047811,213.6098668,210.6047811,213.6098668,210.6047811,213.6098668,210.6047811,213.6098668,213.5932528,214.0955515,213.5932528,214.0955515,213.5932528,214.0955515,213.5932528,214.0955515,213.5932528,214.0955515,213.5932528,214.0955515,213.5932528,214.0955515,213.5932528,214.0955515,210.6047811,None,214.0955515,214.0955515,3,214.1098927,None,214.8610028,None,,,,,,,0,1.07,0.678571429,11024,2,2024_Jan_07_1540,MFTM_A_new1021,2021.2.3,60.10117432
,,,,,,,,stim/Instruction_adaptive.png,conditions/adaptive.xlsx,test,-0.6,-0.6,-0.6,0.6,0.6,left,L,,,,,0,1,1,1,0,28,28,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.3617425,None,left,1,1.8667546,215.8625639,None,215.8625639,218.8672637,215.8625639,218.8672637,215.8625639,218.8672637,215.8625639,218.8672637,215.8625639,218.8672637,218.8514535,219.351575,218.8514535,219.351575,218.8514535,219.351575,218.8514535,219.351575,218.8514535,219.351575,218.8514535,219.351575,218.8514535,219.351575,218.8514535,219.351575,215.8625639,None,219.351575,219.351575,3,219.3676263,None,220.1186233,None,,,,,,,0,1.16,0.689655172,11024,2,2024_Jan_07_1540,MFTM_A_new1021,2021.2.3,60.10117432
,,,,,,,,stim/Instruction_adaptive.png,conditions/adaptive.xlsx,test,-0.6,-0.6,-0.6,0.6,0.6,left,L,,,,,0,1,1,1,0,29,29,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.6202985,None,left,1,1.6642172,221.1203227,None,221.1203227,224.0752528,221.1203227,224.0752528,221.1203227,224.0752528,221.1203227,224.0752528,221.1203227,224.0752528,224.041323,224.5423221,224.041323,224.5423221,224.041323,224.5423221,224.041323,224.5423221,224.041323,224.5423221,224.041323,224.5423221,224.041323,224.5423221,224.041323,224.5423221,221.1203227,None,224.5423221,224.5423221,2.94,224.5753587,None,225.3266102,None,,,,,,,0,1.25,0.7,11024,2,2024_Jan_07_1540,MFTM_A_new1021,2021.2.3,60.10117432
,,,,,,,,stim/Instruction_adaptive.png,conditions/adaptive.xlsx,test,-0.6,-0.6,-0.6,0.6,0.6,left,L,,,,,0,1,1,1,0,30,30,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.8284745,None,left,1,1.8645326,226.3285028,None,226.3285028,229.0987889,226.3285028,229.0987889,226.3285028,229.0987889,226.3285028,229.0987889,226.3285028,229.0987889,229.0828603,229.5834686,229.0828603,229.5834686,229.0828603,229.5834686,229.0828603,229.5834686,229.0828603,229.5834686,229.0828603,229.5834686,229.0828603,229.5834686,229.0828603,229.5834686,226.3285028,None,229.5834686,229.5834686,2.77,229.5998252,None,230.3508066,None,,,,,,,0,1.32,0.709677419,11024,2,2024_Jan_07_1540,MFTM_A_new1021,2021.2.3,60.10117432
,,,,,,,,stim/Instruction_adaptive.png,conditions/adaptive.xlsx,test,0.6,0.6,0.6,-0.6,-0.6,right,R,,,,,0,1,1,1,0,31,31,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.8523499,None,left,0,2.2880944,231.3527368,None,231.3527368,234.0068159,231.3527368,234.0068159,231.3527368,234.0068159,231.3527368,234.0068159,231.3527368,234.0068159,233.9730019,234.4747502,233.9730019,234.4747502,233.9730019,234.4747502,233.9730019,234.4747502,233.9730019,234.4747502,233.9730019,234.4747502,233.9730019,234.4747502,233.9730019,234.4747502,231.3527368,None,234.4747502,234.4747502,2.64,234.5062077,None,235.2587557,None,,,,,,,0,1.11,0.6875,11024,2,2024_Jan_07_1540,MFTM_A_new1021,2021.2.3,60.10117432
,,,,,,,,stim/Instruction_adaptive.png,conditions/adaptive.xlsx,test,0.6,0.6,0.6,-0.6,-0.6,right,R,,,,,0,1,1,1,0,32,32,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.7595308,None,right,1,2.7177828,236.2592591,None,236.2592591,239.2648924,236.2592591,239.2648924,236.2592591,239.2648924,236.2592591,239.2648924,236.2592591,239.2648924,239.2471321,239.7478206,239.2471321,239.7478206,239.2471321,239.7478206,239.2471321,239.7478206,239.2471321,239.7478206,239.2471321,239.7478206,239.2471321,239.7478206,239.2471321,239.7478206,236.2592591,None,239.7478206,239.7478206,3,239.7647973,None,240.5157921,None,,,,,,,0,1.19,0.696969697,11024,2,2024_Jan_07_1540,MFTM_A_new1021,2021.2.3,60.10117432
,,,,,,,,stim/Instruction_adaptive.png,conditions/adaptive.xlsx,test,-0.6,-0.6,-0.6,0.6,0.6,left,L,,,,,0,1,1,1,0,33,33,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.0169184,None,left,1,1.9391941,241.5172997,None,241.5172997,244.4053511,241.5172997,244.4053511,241.5172997,244.4053511,241.5172997,244.4053511,241.5172997,244.4053511,244.3880901,244.8887927,244.3880901,244.8887927,244.3880901,244.8887927,244.3880901,244.8887927,244.3880901,244.8887927,244.3880901,244.8887927,244.3880901,244.8887927,244.3880901,244.8887927,241.5172997,None,244.8887927,244.8887927,2.88,244.9056058,None,245.6567217,None,,,,,,,0,1.26,0.705882353,11024,2,2024_Jan_07_1540,MFTM_A_new1021,2021.2.3,60.10117432
,,,,,,,,stim/Instruction_adaptive.png,conditions/adaptive.xlsx,test,-0.6,-0.6,-0.6,0.6,0.6,left,L,,,,,0,1,1,1,0,34,34,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.1576831,None,left,1,2.0305118,246.6582808,None,246.6582808,249.4123033,246.6582808,249.4123033,246.6582808,249.4123033,246.6582808,249.4123033,246.6582808,249.4123033,249.3966602,249.8969793,249.3966602,249.8969793,249.3966602,249.8969793,249.3966602,249.8969793,249.3966602,249.8969793,249.3966602,249.8969793,249.3966602,249.8969793,249.3966602,249.8969793,246.6582808,None,249.8969793,249.8969793,2.75,249.9129239,None,250.6660801,None,,,,,,,0,1.32,0.714285714,11024,2,2024_Jan_07_1540,MFTM_A_new1021,2021.2.3,60.10117432
,,,,,,,,stim/Instruction_adaptive.png,conditions/adaptive.xlsx,test,0.6,0.6,0.6,-0.6,-0.6,right,R,,,,,0,1,1,1,0,35,35,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.181934,None,right,1,2.022561,251.6821266,None,251.6821266,254.3365834,251.6821266,254.3365834,251.6821266,254.3365834,251.6821266,254.3365834,251.6821266,254.3365834,254.3029174,254.8039314,254.3029174,254.8039314,254.3029174,254.8039314,254.3029174,254.8039314,254.3029174,254.8039314,254.3029174,254.8039314,254.3029174,254.8039314,254.3029174,254.8039314,251.6821266,None,254.8039314,254.8039314,2.64,254.8370272,None,255.5886281,None,,,,,,,0,1.39,0.722222222,11024,2,2024_Jan_07_1540,MFTM_A_new1021,2021.2.3,60.10117432
,,,,,,,,stim/Instruction_adaptive.png,conditions/adaptive.xlsx,test,0.6,0.6,0.6,-0.6,-0.6,right,R,,,,,0,1,1,1,0,36,36,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.0895904,None,right,1,1.4907863,256.5900904,None,256.5900904,259.1110549,256.5900904,259.1110549,256.5900904,259.1110549,256.5900904,259.1110549,256.5900904,259.1110549,259.0773208,259.5784931,259.0773208,259.5784931,259.0773208,259.5784931,259.0773208,259.5784931,259.0773208,259.5784931,259.0773208,259.5784931,259.0773208,259.5784931,259.0773208,259.5784931,256.5900904,None,259.5784931,259.5784931,2.51,259.6100664,None,260.3620245,None,,,,,,,0,1.44,0.72972973,11024,2,2024_Jan_07_1540,MFTM_A_new1021,2021.2.3,60.10117432
,,,,,,,,stim/Instruction_adaptive.png,conditions/adaptive.xlsx,test,-0.6,-0.6,-0.6,0.6,0.6,left,L,,,,,0,1,1,1,0,37,37,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.8630075,None,left,1,1.413136,261.3637338,264.2849523,261.3637338,263.7842714,261.3637338,263.7842714,261.3637338,263.7842714,261.3637338,263.7842714,261.3637338,263.7842714,263.7667268,264.2682254,263.7667268,264.2682254,263.7667268,264.2682254,263.7667268,264.2682254,263.7667268,264.2682254,263.7667268,264.2682254,263.7667268,264.2682254,263.7667268,264.2682254,261.3637338,None,264.2682254,264.3019348,2.42,264.3183153,None,265.0694321,None,,,,,,,[0.02868421],1.5,0.736842105,11024,2,2024_Jan_07_1540,MFTM_A_new1021,2021.2.3,60.10117432
,,,,,,,,stim/Instruction_adaptive.png,conditions/adaptive.xlsx,test,0.6,0.6,0.6,-0.6,-0.6,right,R,,,,,0,1,1,1,0,38,38,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.5699427,None,right,1,1.6023167,266.0705731,268.9086733,266.0705731,268.4083603,266.0705731,268.4083603,266.0705731,268.4083603,266.0705731,268.4083603,266.0705731,268.4083603,268.391387,268.8910744,268.391387,268.8910744,268.391387,268.8910744,268.391387,268.8910744,268.391387,268.8910744,268.391387,268.8910744,268.391387,268.8910744,268.391387,268.8910744,266.0705731,None,268.8910744,268.9255112,2.33,268.9423052,None,269.6934889,None,,,,,,,[0.03230769],1.55,0.743589744,11024,2,2024_Jan_07_1540,MFTM_A_new1021,2021.2.3,60.10117432
,,,,,,,,stim/Instruction_adaptive.png,conditions/adaptive.xlsx,test,0.6,0.6,0.6,-0.6,-0.6,right,R,,,,,0,1,1,1,0,39,39,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.1935407,None,right,1,2.8267099,270.6938851,273.4478079,270.6938851,272.9471312,270.6938851,272.9471312,270.6938851,272.9471312,270.6938851,272.9471312,270.6938851,272.9471312,272.9302422,273.4311912,272.9302422,273.4311912,272.9302422,273.4311912,272.9302422,273.4311912,272.9302422,273.4311912,272.9302422,273.4311912,272.9302422,273.4311912,272.9302422,273.4311912,270.6938851,None,273.4311912,273.5488211,2.25,273.5646339,None,274.316547,None,,,,,,,[0.03775],1.6,0.75,11024,2,2024_Jan_07_1540,MFTM_A_new1021,2021.2.3,60.10117432
,,,,,,,,stim/Instruction_adaptive.png,conditions/adaptive.xlsx,test,-0.6,-0.6,-0.6,0.6,0.6,left,L,,,,,0,1,1,1,0,40,40,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.8166163,None,left,1,1.7875418,275.3171431,277.9879334,275.3171431,277.4879528,275.3171431,277.4879528,275.3171431,277.4879528,275.3171431,277.4879528,275.3171431,277.4879528,277.4710543,277.9714017,277.4710543,277.9714017,277.4710543,277.9714017,277.4710543,277.9714017,277.4710543,277.9714017,277.4710543,277.9714017,277.4710543,277.9714017,277.4710543,277.9714017,275.3171431,None,277.9714017,278.0213315,2.17,278.0381901,None,278.7897337,None,,,,,,,[0.04487805],1.64,0.756097561,11024,2,2024_Jan_07_1540,MFTM_A_new1021,2021.2.3,60.10117432
,,,,,,,,stim/Instruction_adaptive.png,conditions/adaptive.xlsx,test,0.6,0.6,0.6,-0.6,-0.6,right,R,,,,,0,1,1,1,0,41,41,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.2904434,None,right,1,2.6185831,279.7906045,282.4111405,279.7906045,281.9102485,279.7906045,281.9102485,279.7906045,281.9102485,279.7906045,281.9102485,279.7906045,281.9102485,281.8776426,282.37845,281.8776426,282.37845,281.8776426,282.37845,281.8776426,282.37845,281.8776426,282.37845,281.8776426,282.37845,281.8776426,282.37845,281.8776426,282.37845,279.7906045,None,282.37845,282.4445279,2.11,282.4613074,None,283.2133495,None,,,,,,,[0.05309524],1.69,0.761904762,11024,2,2024_Jan_07_1540,MFTM_A_new1021,2021.2.3,60.10117432
,,,,,,,,stim/Instruction_adaptive.png,conditions/adaptive.xlsx,test,-0.6,-0.6,-0.6,0.6,0.6,left,L,,,,,0,1,1,1,0,42,42,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.7131621,None,left,1,1.7387309,284.2138409,286.767831,284.2138409,286.267266,284.2138409,286.267266,284.2138409,286.267266,284.2138409,286.267266,284.2138409,286.267266,286.2340876,286.7351247,286.2340876,286.7351247,286.2340876,286.7351247,286.2340876,286.7351247,286.2340876,286.7351247,286.2340876,286.7351247,286.2340876,286.7351247,286.2340876,286.7351247,284.2138409,None,286.7351247,286.801634,2.04,286.8177081,None,287.5688792,None,,,,,,,[0.06255814],1.73,0.76744186,11024,2,2024_Jan_07_1540,MFTM_A_new1021,2021.2.3,60.10117432
,,,,,,,,stim/Instruction_adaptive.png,conditions/adaptive.xlsx,test,-0.6,-0.6,-0.6,0.6,0.6,left,L,,,,,0,1,1,1,0,43,43,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.0696122,None,left,1,1.2784332,288.5703616,291.0580999,288.5703616,290.5574326,288.5703616,290.5574326,288.5703616,290.5574326,288.5703616,290.5574326,288.5703616,290.5574326,290.5397273,291.0412961,290.5397273,291.0412961,290.5397273,291.0412961,290.5397273,291.0412961,290.5397273,291.0412961,290.5397273,291.0412961,290.5397273,291.0412961,290.5397273,291.0412961,288.5703616,None,291.0412961,None,1.98,291.1239524,None,291.8764173,None,,,,,,,[0.07295455],1.77,0.772727273,11024,2,2024_Jan_07_1540,MFTM_A_new1021,2021.2.3,60.10117432
,,,,,,,,stim/Instruction_adaptive.png,conditions/adaptive.xlsx,test,-0.6,-0.6,-0.6,0.6,0.6,left,L,,,,,0,1,1,1,0,44,44,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.3757743,None,left,1,1.4514622,292.8773153,295.3138232,292.8773153,294.8140705,292.8773153,294.8140705,292.8773153,294.8140705,292.8773153,294.8140705,292.8773153,294.8140705,294.7961188,295.2979728,294.7961188,295.2979728,294.7961188,295.2979728,294.7961188,295.2979728,294.7961188,295.2979728,294.7961188,295.2979728,294.7961188,295.2979728,294.7961188,295.2979728,292.8773153,None,295.2979728,295.3817051,1.93,295.3975485,None,296.1481564,None,,,,,,,[0.084],1.81,0.777777778,11024,2,2024_Jan_07_1540,MFTM_A_new1021,2021.2.3,60.10117432
,,,,,,,,stim/Instruction_adaptive.png,conditions/adaptive.xlsx,test,0.6,0.6,0.6,-0.6,-0.6,right,R,,,,,0,1,1,1,0,45,45,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.6489935,None,right,1,1.3071105,297.1496125,299.5364713,297.1496125,299.0360088,297.1496125,299.0360088,297.1496125,299.0360088,297.1496125,299.0360088,297.1496125,299.0360088,299.020081,299.5205862,299.020081,299.5205862,299.020081,299.5205862,299.020081,299.5205862,299.020081,299.5205862,299.020081,299.5205862,299.020081,299.5205862,299.020081,299.5205862,297.1496125,None,299.5205862,299.6199633,1.88,299.6367232,None,300.3887433,None,,,,,,,[0.09565217],1.84,0.782608696,11024,2,2024_Jan_07_1540,MFTM_A_new1021,2021.2.3,60.10117432
,,,,,,,,stim/Instruction_adaptive.png,conditions/adaptive.xlsx,test,0.6,0.6,0.6,-0.6,-0.6,right,R,,,,,0,1,1,1,0,46,46,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.8900504,None,right,1,1.1075754,301.3892983,303.7437193,301.3892983,303.2418971,301.3892983,303.2418971,301.3892983,303.2418971,301.3892983,303.2418971,301.3892983,303.2418971,303.2084583,303.7094522,303.2084583,303.7094522,303.2084583,303.7094522,303.2084583,303.7094522,303.2084583,303.7094522,303.2084583,303.7094522,303.2084583,303.7094522,303.2084583,303.7094522,301.3892983,None,303.7094522,303.8262092,1.84,303.8427994,None,304.5945895,None,,,,,,,[0.10765957],1.88,0.787234043,11024,2,2024_Jan_07_1540,MFTM_A_new1021,2021.2.3,60.10117432
,,,,,,,,stim/Instruction_adaptive.png,conditions/adaptive.xlsx,test,0.6,0.6,0.6,-0.6,-0.6,right,R,,,,,0,1,1,1,0,47,47,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.0963497,None,right,1,1.4370954,305.5956531,307.8993526,305.5956531,307.3989825,305.5956531,307.3989825,305.5956531,307.3989825,305.5956531,307.3989825,305.5956531,307.3989825,307.3648408,307.8661523,307.3648408,307.8661523,307.3648408,307.8661523,307.3648408,307.8661523,307.3648408,307.8661523,307.3648408,307.8661523,307.3648408,307.8661523,307.3648408,307.8661523,305.5956531,None,307.8661523,307.9989831,1.79,308.0166615,None,308.7669054,None,,,,,,,[0.12020833],1.91,0.791666667,11024,2,2024_Jan_07_1540,MFTM_A_new1021,2021.2.3,60.10117432
,,,,,,,,stim/Instruction_adaptive.png,conditions/adaptive.xlsx,test,-0.6,-0.6,-0.6,0.6,0.6,left,L,,,,,0,1,1,1,0,48,48,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.267491,None,left,1,1.4954687,309.7696443,312.0227071,309.7696443,311.5221812,309.7696443,311.5221812,309.7696443,311.5221812,309.7696443,311.5221812,309.7696443,311.5221812,311.5043778,312.0049346,311.5043778,312.0049346,311.5043778,312.0049346,311.5043778,312.0049346,311.5043778,312.0049346,311.5043778,312.0049346,311.5043778,312.0049346,311.5043778,312.0049346,309.7696443,None,312.0049346,312.1387566,1.75,312.1553339,None,312.9062935,None,,,,,,,[0.13306122],1.95,0.795918367,11024,2,2024_Jan_07_1540,MFTM_A_new1021,2021.2.3,60.10117432
