backseq,backinstr,backfile,instruction,size_in,Trialtype,back,number,P1,P2,P3,P4,corrAns,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,image.started,image.stopped,image_2.started,image_2.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,image_3.started,image_3.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,image_4.started,image_4.stopped,text.started,text.stopped,H1.started,H1.stopped,H2.started,H2.stopped,H3.started,H3.stopped,H4.started,H4.stopped,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_4.started,text_4.stopped,F1.started,F1.stopped,F2.started,F2.stopped,F3.started,F3.stopped,F4.started,F4.stopped,image_7.started,image_7.stopped,text_5.started,text_5.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,image_5.started,image_5.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,key_resp_5.keys,key_resp_5.corr,key_resp_5.started,key_resp_5.stopped,text_3.started,text_3.stopped,H1_2.started,H1_2.stopped,H2_2.started,H2_2.stopped,H3_2.started,H3_2.stopped,H4_2.started,H4_2.stopped,F1_2.started,F1_2.stopped,F2_2.started,F2_2.stopped,F3_2.started,F3_2.stopped,F4_2.started,F4_2.stopped,image_8.started,image_8.stopped,key_resp_5.rt,text_2.started,text_2.stopped,image_6.started,image_6.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.282288800008246,None,11.217098799999803,None,space,9.882463200003258,11.217098799999803,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11044,001,2024_Mar_24_1030,nback,2021.2.3,59.595252880709005,
0-back,instructions\back-0.png,conditions\0back-p.xlsx,instructions\0-BACK.png,"(15, 8)",practice,0,1,stim\yellow.png,stim\gray.png,stim\gray.png,stim\gray.png,up,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,21.166236900011427,None,space,2.7177166000037687,21.166236900011427,None,24.019285400005174,28.526334300011513,28.492804400011664,None,28.97700710000936,29.978411400006735,28.97700710000936,29.978411400006735,28.97700710000936,29.978411400006735,28.97700710000936,29.978411400006735,up,1,0.8108800000045449,28.97700710000936,None,28.97700710000936,None,28.97700710000936,29.47769140001037,28.97700710000936,29.47769140001037,28.97700710000936,29.47769140001037,28.97700710000936,29.47769140001037,28.97700710000936,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11044,001,2024_Mar_24_1030,nback,2021.2.3,59.595252880709005,
0-back,instructions\back-0.png,conditions\0back-p.xlsx,instructions\0-BACK.png,"(15, 8)",practice,0,2,stim\gray.png,stim\yellow.png,stim\gray.png,stim\gray.png,left,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,30.41300179999962,31.414818800010835,30.41300179999962,31.414818800010835,30.41300179999962,31.414818800010835,30.41300179999962,31.414818800010835,left,1,0.526891000001342,30.41300179999962,None,30.41300179999962,None,30.41300179999962,30.913151000000653,30.41300179999962,30.913151000000653,30.41300179999962,30.913151000000653,30.41300179999962,30.913151000000653,30.41300179999962,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11044,001,2024_Mar_24_1030,nback,2021.2.3,59.595252880709005,
0-back,instructions\back-0.png,conditions\0back-p.xlsx,instructions\0-BACK.png,"(15, 8)",practice,0,3,stim\gray.png,stim\gray.png,stim\yellow.png,stim\gray.png,right,0,0,0,0,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,31.914722000001348,32.91620250001142,31.914722000001348,32.91620250001142,31.914722000001348,32.91620250001142,31.914722000001348,32.91620250001142,right,1,0.43370649999997113,31.914722000001348,None,31.914722000001348,None,31.914722000001348,32.415328200004296,31.914722000001348,32.415328200004296,31.914722000001348,32.415328200004296,31.914722000001348,32.415328200004296,31.914722000001348,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11044,001,2024_Mar_24_1030,nback,2021.2.3,59.595252880709005,
0-back,instructions\back-0.png,conditions\0back-p.xlsx,instructions\0-BACK.png,"(15, 8)",practice,0,4,stim\gray.png,stim\gray.png,stim\gray.png,stim\yellow.png,down,0,0,0,0,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,33.41672990001098,34.41847620000772,33.41672990001098,34.41847620000772,33.41672990001098,34.41847620000772,33.41672990001098,34.41847620000772,down,1,0.4354996000038227,33.41672990001098,None,33.41672990001098,None,33.41672990001098,33.918424800009234,33.41672990001098,33.918424800009234,33.41672990001098,33.918424800009234,33.41672990001098,33.918424800009234,33.41672990001098,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11044,001,2024_Mar_24_1030,nback,2021.2.3,59.595252880709005,
0-back,instructions\back-0.png,conditions\0back-p.xlsx,instructions\0-BACK.png,"(15, 8)",practice,0,2,stim\gray.png,stim\yellow.png,stim\gray.png,stim\gray.png,left,0,0,0,0,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,34.919163300000946,35.92071730000316,34.919163300000946,35.92071730000316,34.919163300000946,35.92071730000316,34.919163300000946,35.92071730000316,left,1,0.6369178000022657,34.919163300000946,None,34.919163300000946,None,34.919163300000946,35.41971480000939,34.919163300000946,35.41971480000939,34.919163300000946,35.41971480000939,34.919163300000946,35.41971480000939,34.919163300000946,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11044,001,2024_Mar_24_1030,nback,2021.2.3,59.595252880709005,
0-back,instructions\back-0.png,conditions\0back-p.xlsx,instructions\0-BACK.png,"(15, 8)",practice,0,1,stim\yellow.png,stim\gray.png,stim\gray.png,stim\gray.png,up,0,0,0,0,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,36.4214146000013,37.42297030000191,36.4214146000013,37.42297030000191,36.4214146000013,37.42297030000191,36.4214146000013,37.42297030000191,up,1,0.4146848000091268,36.4214146000013,None,36.4214146000013,None,36.4214146000013,36.92206460000307,36.4214146000013,36.92206460000307,36.4214146000013,36.92206460000307,36.4214146000013,36.92206460000307,36.4214146000013,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11044,001,2024_Mar_24_1030,nback,2021.2.3,59.595252880709005,
0-back,instructions\back-0.png,conditions\0back-p.xlsx,instructions\0-BACK.png,"(15, 8)",practice,0,4,stim\gray.png,stim\gray.png,stim\gray.png,stim\yellow.png,down,0,0,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,37.90684690000489,38.90840980000212,37.90684690000489,38.90840980000212,37.90684690000489,38.90840980000212,37.90684690000489,38.90840980000212,down,1,0.5135579999914626,37.90684690000489,None,37.90684690000489,None,37.90684690000489,38.40790190000553,37.90684690000489,38.40790190000553,37.90684690000489,38.40790190000553,37.90684690000489,38.40790190000553,37.90684690000489,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11044,001,2024_Mar_24_1030,nback,2021.2.3,59.595252880709005,
0-back,instructions\back-0.png,conditions\0back-p.xlsx,instructions\0-BACK.png,"(15, 8)",practice,0,3,stim\gray.png,stim\gray.png,stim\yellow.png,stim\gray.png,right,0,0,0,0,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,39.40923830000975,40.41082640000968,39.40923830000975,40.41082640000968,39.40923830000975,40.41082640000968,39.40923830000975,40.41082640000968,right,1,0.39519160000781994,39.40923830000975,None,39.40923830000975,None,39.40923830000975,39.90999320000992,39.40923830000975,39.90999320000992,39.40923830000975,39.90999320000992,39.40923830000975,39.90999320000992,39.40923830000975,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11044,001,2024_Mar_24_1030,nback,2021.2.3,59.595252880709005,
0-back,instructions\back-0.png,conditions\0back-p.xlsx,instructions\0-BACK.png,"(15, 8)",practice,0,3,stim\gray.png,stim\gray.png,stim\yellow.png,stim\gray.png,right,0,0,0,0,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,40.91153280000435,41.912924900010694,40.91153280000435,41.912924900010694,40.91153280000435,41.912924900010694,40.91153280000435,41.912924900010694,right,1,0.38896789999853354,40.91153280000435,None,40.91153280000435,None,40.91153280000435,41.41224630000943,40.91153280000435,41.41224630000943,40.91153280000435,41.41224630000943,40.91153280000435,41.41224630000943,40.91153280000435,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11044,001,2024_Mar_24_1030,nback,2021.2.3,59.595252880709005,
