backseq,backinstr,backfile,instruction,size_in,Trialtype,back,number,P1,P2,P3,P4,corrAns,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,image.started,image.stopped,image_2.started,image_2.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,image_3.started,image_3.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,image_4.started,image_4.stopped,text.started,text.stopped,H1.started,H1.stopped,H2.started,H2.stopped,H3.started,H3.stopped,H4.started,H4.stopped,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_4.started,text_4.stopped,F1.started,F1.stopped,F2.started,F2.stopped,F3.started,F3.stopped,F4.started,F4.stopped,image_7.started,image_7.stopped,text_5.started,text_5.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,image_5.started,image_5.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,text_3.started,text_3.stopped,H1_2.started,H1_2.stopped,H2_2.started,H2_2.stopped,H3_2.started,H3_2.stopped,H4_2.started,H4_2.stopped,F1_2.started,F1_2.stopped,F2_2.started,F2_2.stopped,F3_2.started,F3_2.stopped,F4_2.started,F4_2.stopped,image_8.started,image_8.stopped,text_2.started,text_2.stopped,image_6.started,image_6.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.954910499975085,None,10.908090700162575,None,space,7.092864299891517,10.908090700162575,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11046,001,2024_Apr_15_1401,nback,2021.2.3,60.0326217094636,
0-back,instructions\back-0.png,conditions\0back-p.xlsx,instructions\0-BACK.png,"(15, 8)",practice,0,1,stim\yellow.png,stim\gray.png,stim\gray.png,stim\gray.png,up,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,18.06785099999979,None,space,3.65266520017758,18.06785099999979,None,21.923272900050506,26.430024600122124,26.38004139997065,None,26.81434340006672,27.81555539998226,26.81434340006672,27.81555539998226,26.81434340006672,27.81555539998226,26.81434340006672,27.81555539998226,up,1,0.546509400010109,26.81434340006672,None,26.81434340006672,None,26.81434340006672,27.31524799996987,26.81434340006672,27.31524799996987,26.81434340006672,27.31524799996987,26.81434340006672,27.31524799996987,26.81434340006672,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11046,001,2024_Apr_15_1401,nback,2021.2.3,60.0326217094636,
0-back,instructions\back-0.png,conditions\0back-p.xlsx,instructions\0-BACK.png,"(15, 8)",practice,0,2,stim\gray.png,stim\yellow.png,stim\gray.png,stim\gray.png,left,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,28.249400400090963,29.251300400123,28.249400400090963,29.251300400123,28.249400400090963,29.251300400123,28.249400400090963,29.251300400123,left,1,0.42324439994990826,28.249400400090963,None,28.249400400090963,None,28.249400400090963,28.7503977001179,28.249400400090963,28.7503977001179,28.249400400090963,28.7503977001179,28.249400400090963,28.7503977001179,28.249400400090963,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11046,001,2024_Apr_15_1401,nback,2021.2.3,60.0326217094636,
0-back,instructions\back-0.png,conditions\0back-p.xlsx,instructions\0-BACK.png,"(15, 8)",practice,0,3,stim\gray.png,stim\gray.png,stim\yellow.png,stim\gray.png,right,0,0,0,0,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,29.751665600109845,30.75370590016246,29.751665600109845,30.75370590016246,29.751665600109845,30.75370590016246,29.751665600109845,30.75370590016246,right,1,0.3855896000750363,29.751665600109845,None,29.751665600109845,None,29.751665600109845,30.25254310015589,29.751665600109845,30.25254310015589,29.751665600109845,30.25254310015589,29.751665600109845,30.25254310015589,29.751665600109845,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11046,001,2024_Apr_15_1401,nback,2021.2.3,60.0326217094636,
0-back,instructions\back-0.png,conditions\0back-p.xlsx,instructions\0-BACK.png,"(15, 8)",practice,0,4,stim\gray.png,stim\gray.png,stim\gray.png,stim\yellow.png,down,0,0,0,0,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,31.254135000053793,32.25562960002571,31.254135000053793,32.25562960002571,31.254135000053793,32.25562960002571,31.254135000053793,32.25562960002571,down,1,0.3634341999422759,31.254135000053793,None,31.254135000053793,None,31.254135000053793,31.75516130006872,31.254135000053793,31.75516130006872,31.254135000053793,31.75516130006872,31.254135000053793,31.75516130006872,31.254135000053793,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11046,001,2024_Apr_15_1401,nback,2021.2.3,60.0326217094636,
0-back,instructions\back-0.png,conditions\0back-p.xlsx,instructions\0-BACK.png,"(15, 8)",practice,0,2,stim\gray.png,stim\yellow.png,stim\gray.png,stim\gray.png,left,0,0,0,0,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,32.75617830012925,33.75784820015542,32.75617830012925,33.75784820015542,32.75617830012925,33.75784820015542,32.75617830012925,33.75784820015542,left,1,0.34074939996935427,32.75617830012925,None,32.75617830012925,None,32.75617830012925,33.2571248000022,32.75617830012925,33.2571248000022,32.75617830012925,33.2571248000022,32.75617830012925,33.2571248000022,32.75617830012925,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11046,001,2024_Apr_15_1401,nback,2021.2.3,60.0326217094636,
0-back,instructions\back-0.png,conditions\0back-p.xlsx,instructions\0-BACK.png,"(15, 8)",practice,0,1,stim\yellow.png,stim\gray.png,stim\gray.png,stim\gray.png,up,0,0,0,0,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,34.25925390003249,35.260024999966845,34.25925390003249,35.260024999966845,34.25925390003249,35.260024999966845,34.25925390003249,35.260024999966845,up,1,0.3657342998776585,34.25925390003249,None,34.25925390003249,None,34.25925390003249,34.75959810009226,34.25925390003249,34.75959810009226,34.25925390003249,34.75959810009226,34.25925390003249,34.75959810009226,34.25925390003249,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11046,001,2024_Apr_15_1401,nback,2021.2.3,60.0326217094636,
0-back,instructions\back-0.png,conditions\0back-p.xlsx,instructions\0-BACK.png,"(15, 8)",practice,0,4,stim\gray.png,stim\gray.png,stim\gray.png,stim\yellow.png,down,0,0,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,35.74423429998569,36.74586550006643,35.74423429998569,36.74586550006643,35.74423429998569,36.74586550006643,35.74423429998569,36.74586550006643,down,1,0.5208112001419067,35.74423429998569,None,35.74423429998569,None,35.74423429998569,36.24489470012486,35.74423429998569,36.24489470012486,35.74423429998569,36.24489470012486,35.74423429998569,36.24489470012486,35.74423429998569,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11046,001,2024_Apr_15_1401,nback,2021.2.3,60.0326217094636,
0-back,instructions\back-0.png,conditions\0back-p.xlsx,instructions\0-BACK.png,"(15, 8)",practice,0,3,stim\gray.png,stim\gray.png,stim\yellow.png,stim\gray.png,right,0,0,0,0,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,37.24645210010931,38.247967100003734,37.24645210010931,38.247967100003734,37.24645210010931,38.247967100003734,37.24645210010931,38.247967100003734,right,1,0.37867049989290535,37.24645210010931,None,37.24645210010931,None,37.24645210010931,37.7472500000149,37.24645210010931,37.7472500000149,37.24645210010931,37.7472500000149,37.24645210010931,37.7472500000149,37.24645210010931,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11046,001,2024_Apr_15_1401,nback,2021.2.3,60.0326217094636,
0-back,instructions\back-0.png,conditions\0back-p.xlsx,instructions\0-BACK.png,"(15, 8)",practice,0,3,stim\gray.png,stim\gray.png,stim\yellow.png,stim\gray.png,right,0,0,0,0,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,38.748515400104225,39.75020939996466,38.748515400104225,39.75020939996466,38.748515400104225,39.75020939996466,38.748515400104225,39.75020939996466,right,1,0.43668189994059503,38.748515400104225,None,38.748515400104225,None,38.748515400104225,39.24950260017067,38.748515400104225,39.24950260017067,38.748515400104225,39.24950260017067,38.748515400104225,39.24950260017067,38.748515400104225,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11046,001,2024_Apr_15_1401,nback,2021.2.3,60.0326217094636,
