backseq,backinstr,backfile,instruction,Trialtype,back,number,P1,P2,P3,P4,corrAns,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,image.started,image.stopped,image_2.started,image_2.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,image_3.started,image_3.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,image_4.started,image_4.stopped,text.started,text.stopped,H1.started,H1.stopped,H2.started,H2.stopped,H3.started,H3.stopped,H4.started,H4.stopped,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_4.started,text_4.stopped,F1.started,F1.stopped,F2.started,F2.stopped,F3.started,F3.stopped,F4.started,F4.stopped,image_7.started,image_7.stopped,text_5.started,text_5.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,image_5.started,image_5.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,key_resp_5.keys,key_resp_5.corr,key_resp_5.started,key_resp_5.stopped,text_3.started,text_3.stopped,H1_2.started,H1_2.stopped,H2_2.started,H2_2.stopped,H3_2.started,H3_2.stopped,H4_2.started,H4_2.stopped,F1_2.started,F1_2.stopped,F2_2.started,F2_2.stopped,F3_2.started,F3_2.stopped,F4_2.started,F4_2.stopped,image_8.started,image_8.stopped,key_resp_5.rt,text_2.started,text_2.stopped,image_6.started,image_6.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0-back,instructions\back-0.png,conditions\0back-p.xlsx,instructions\0-BACK.png,practice,0,4,stim\gray.png,stim\gray.png,stim\gray.png,stim\yellow.png,down,0,0,0,0,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,90.5747760000013,91.57688359999884,90.5747760000013,91.57688359999884,90.5747760000013,91.57688359999884,90.5747760000013,91.57688359999884,down,1,0.6790641999978106,90.5747760000013,None,90.5747760000013,None,90.5747760000013,91.07578880000074,90.5747760000013,91.07578880000074,90.5747760000013,91.07578880000074,90.5747760000013,91.07578880000074,90.5747760000013,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11004,001,2023_Dec_29_1405,nback,2021.2.3,60.04314700545342,
0-back,instructions\back-0.png,conditions\0back-p.xlsx,instructions\0-BACK.png,practice,0,1,stim\yellow.png,stim\gray.png,stim\gray.png,stim\gray.png,up,0,0,0,0,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,92.07695329999842,93.07846489999793,92.07695329999842,93.07846489999793,92.07695329999842,93.07846489999793,92.07695329999842,93.07846489999793,up,1,0.4568167999968864,92.07695329999842,None,92.07695329999842,None,92.07695329999842,92.57749750000221,92.07695329999842,92.57749750000221,92.07695329999842,92.57749750000221,92.07695329999842,92.57749750000221,92.07695329999842,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11004,001,2023_Dec_29_1405,nback,2021.2.3,60.04314700545342,
0-back,instructions\back-0.png,conditions\0back-p.xlsx,instructions\0-BACK.png,practice,0,2,stim\gray.png,stim\yellow.png,stim\gray.png,stim\gray.png,left,0,0,0,0,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,93.57895009999629,94.58091939999576,93.57895009999629,94.58091939999576,93.57895009999629,94.58091939999576,93.57895009999629,94.58091939999576,left,1,0.3310587999949348,93.57895009999629,None,93.57895009999629,None,93.57895009999629,94.08032190000085,93.57895009999629,94.08032190000085,93.57895009999629,94.08032190000085,93.57895009999629,94.08032190000085,93.57895009999629,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11004,001,2023_Dec_29_1405,nback,2021.2.3,60.04314700545342,
0-back,instructions\back-0.png,conditions\0back-p.xlsx,instructions\0-BACK.png,practice,0,4,stim\gray.png,stim\gray.png,stim\gray.png,stim\yellow.png,down,0,0,0,0,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,95.08134369999607,96.08348690000275,95.08134369999607,96.08348690000275,95.08134369999607,96.08348690000275,95.08134369999607,96.08348690000275,down,1,0.6851768999986234,95.08134369999607,None,95.08134369999607,None,95.08134369999607,95.58444569999847,95.08134369999607,95.58444569999847,95.08134369999607,95.58444569999847,95.08134369999607,95.58444569999847,95.08134369999607,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11004,001,2023_Dec_29_1405,nback,2021.2.3,60.04314700545342,
0-back,instructions\back-0.png,conditions\0back-p.xlsx,instructions\0-BACK.png,practice,0,3,stim\gray.png,stim\gray.png,stim\yellow.png,stim\gray.png,right,0,0,0,0,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,96.58416099999886,97.58571569999913,96.58416099999886,97.58571569999913,96.58416099999886,97.58571569999913,96.58416099999886,97.58571569999913,right,1,0.2780057999989367,96.58416099999886,None,96.58416099999886,None,96.58416099999886,97.08415199999581,96.58416099999886,97.08415199999581,96.58416099999886,97.08415199999581,96.58416099999886,97.08415199999581,96.58416099999886,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11004,001,2023_Dec_29_1405,nback,2021.2.3,60.04314700545342,
0-back,instructions\back-0.png,conditions\0back-p.xlsx,instructions\0-BACK.png,practice,0,1,stim\yellow.png,stim\gray.png,stim\gray.png,stim\gray.png,up,0,0,0,0,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,98.06971479999629,99.07169679999788,98.06971479999629,99.07169679999788,98.06971479999629,99.07169679999788,98.06971479999629,99.07169679999788,up,1,0.3133677000005264,98.06971479999629,None,98.06971479999629,None,98.06971479999629,98.56990360000054,98.06971479999629,98.56990360000054,98.06971479999629,98.56990360000054,98.06971479999629,98.56990360000054,98.06971479999629,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11004,001,2023_Dec_29_1405,nback,2021.2.3,60.04314700545342,
0-back,instructions\back-0.png,conditions\0back-p.xlsx,instructions\0-BACK.png,practice,0,2,stim\gray.png,stim\yellow.png,stim\gray.png,stim\gray.png,left,0,0,0,0,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,99.57133729999623,100.57377350000024,99.57133729999623,100.57377350000024,99.57133729999623,100.57377350000024,99.57133729999623,100.57377350000024,left,1,0.3068347999942489,99.57133729999623,None,99.57133729999623,None,99.57133729999623,100.07236559999728,99.57133729999623,100.07236559999728,99.57133729999623,100.07236559999728,99.57133729999623,100.07236559999728,99.57133729999623,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11004,001,2023_Dec_29_1405,nback,2021.2.3,60.04314700545342,
0-back,instructions\back-0.png,conditions\0back-p.xlsx,instructions\0-BACK.png,practice,0,3,stim\gray.png,stim\gray.png,stim\yellow.png,stim\gray.png,right,0,0,0,0,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,101.07403009999689,102.07509639999626,101.07403009999689,102.07509639999626,101.07403009999689,102.07509639999626,101.07403009999689,102.07509639999626,right,1,0.40402589999575866,101.07403009999689,None,101.07403009999689,None,101.07403009999689,101.574915899997,101.07403009999689,101.574915899997,101.07403009999689,101.574915899997,101.07403009999689,101.574915899997,101.07403009999689,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11004,001,2023_Dec_29_1405,nback,2021.2.3,60.04314700545342,
0-back,instructions\back-0.png,conditions\0back-p.xlsx,instructions\0-BACK.png,practice,0,1,stim\yellow.png,stim\gray.png,stim\gray.png,stim\gray.png,up,0,0,0,0,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,102.57560289999674,103.57753329999832,102.57560289999674,103.57753329999832,102.57560289999674,103.57753329999832,102.57560289999674,103.57753329999832,up,1,0.3910269999978482,102.57560289999674,None,102.57560289999674,None,102.57560289999674,103.07662290000007,102.57560289999674,103.07662290000007,102.57560289999674,103.07662290000007,102.57560289999674,103.07662290000007,102.57560289999674,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11004,001,2023_Dec_29_1405,nback,2021.2.3,60.04314700545342,
0-back,instructions\back-0.png,conditions\0back-p.xlsx,instructions\0-BACK.png,practice,0,4,stim\gray.png,stim\gray.png,stim\gray.png,stim\yellow.png,down,0,0,0,0,0,0,0,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,104.07857469999726,105.07956990000093,104.07857469999726,105.07956990000093,104.07857469999726,105.07956990000093,104.07857469999726,105.07956990000093,down,1,0.5677494999981718,104.07857469999726,None,104.07857469999726,None,104.07857469999726,104.57925429999887,104.07857469999726,104.57925429999887,104.07857469999726,104.57925429999887,104.07857469999726,104.57925429999887,104.07857469999726,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11004,001,2023_Dec_29_1405,nback,2021.2.3,60.04314700545342,
0-back,instructions\back-0.png,conditions\0back-p.xlsx,instructions\0-BACK.png,practice,0,2,stim\gray.png,stim\yellow.png,stim\gray.png,stim\gray.png,left,0,0,0,0,0,0,0,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,105.58141629999591,106.58171779999975,105.58141629999591,106.58171779999975,105.58141629999591,106.58171779999975,105.58141629999591,106.58171779999975,left,1,0.536623599997256,105.58141629999591,None,105.58141629999591,None,105.58141629999591,106.0814481999987,105.58141629999591,106.0814481999987,105.58141629999591,106.0814481999987,105.58141629999591,106.0814481999987,105.58141629999591,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11004,001,2023_Dec_29_1405,nback,2021.2.3,60.04314700545342,
0-back,instructions\back-0.png,conditions\0back-p.xlsx,instructions\0-BACK.png,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11004,001,2023_Dec_29_1405,nback,2021.2.3,60.04314700545342,
1-back,instructions\back-1.png,conditions\1back-p.xlsx,instructions\1-BACK.png,practice,1,1,stim\yellow.png,stim\gray.png,stim\gray.png,stim\gray.png,None,0,0,0,0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,107.28333220000059,None,space,16.58648450000328,107.28333220000059,None,124.05746429999999,128.5652246000027,128.53271239999594,None,128.9158905000004,129.91614069999923,128.9158905000004,129.91614069999923,128.9158905000004,129.91614069999923,128.9158905000004,129.91614069999923,None,1,,128.9158905000004,None,128.9158905000004,None,128.9158905000004,129.41556670000136,128.9158905000004,129.41556670000136,128.9158905000004,129.41556670000136,128.9158905000004,129.41556670000136,128.9158905000004,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11004,001,2023_Dec_29_1405,nback,2021.2.3,60.04314700545342,
1-back,instructions\back-1.png,conditions\1back-p.xlsx,instructions\1-BACK.png,practice,1,2,stim\gray.png,stim\yellow.png,stim\gray.png,stim\gray.png,up,0,0,0,0,0,1,1,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,130.40042320000066,131.4017684999999,130.40042320000066,131.4017684999999,130.40042320000066,131.4017684999999,130.40042320000066,131.4017684999999,up,1,0.3904894000006607,130.40042320000066,None,130.40042320000066,None,130.40042320000066,130.90127260000008,130.40042320000066,130.90127260000008,130.40042320000066,130.90127260000008,130.40042320000066,130.90127260000008,130.40042320000066,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11004,001,2023_Dec_29_1405,nback,2021.2.3,60.04314700545342,
1-back,instructions\back-1.png,conditions\1back-p.xlsx,instructions\1-BACK.png,practice,1,3,stim\gray.png,stim\gray.png,stim\yellow.png,stim\gray.png,left,0,0,0,0,0,1,1,1,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,131.9025849000027,132.90574699999706,131.9025849000027,132.90574699999706,131.9025849000027,132.90574699999706,131.9025849000027,132.90574699999706,left,1,0.29555689999688184,131.9025849000027,None,131.9025849000027,None,131.9025849000027,132.40374719999818,131.9025849000027,132.40374719999818,131.9025849000027,132.40374719999818,131.9025849000027,132.40374719999818,131.9025849000027,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11004,001,2023_Dec_29_1405,nback,2021.2.3,60.04314700545342,
1-back,instructions\back-1.png,conditions\1back-p.xlsx,instructions\1-BACK.png,practice,1,4,stim\gray.png,stim\gray.png,stim\gray.png,stim\yellow.png,right,0,0,0,0,0,1,1,1,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,133.40460090000124,134.40705080000043,133.40460090000124,134.40705080000043,133.40460090000124,134.40705080000043,133.40460090000124,134.40705080000043,right,1,0.24937910000153352,133.40460090000124,None,133.40460090000124,None,133.40460090000124,133.90631919999578,133.40460090000124,133.90631919999578,133.40460090000124,133.90631919999578,133.40460090000124,133.90631919999578,133.40460090000124,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11004,001,2023_Dec_29_1405,nback,2021.2.3,60.04314700545342,
1-back,instructions\back-1.png,conditions\1back-p.xlsx,instructions\1-BACK.png,practice,1,2,stim\gray.png,stim\yellow.png,stim\gray.png,stim\gray.png,down,0,0,0,0,0,1,1,1,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,134.90819539999939,135.90924899999663,134.90819539999939,135.90924899999663,134.90819539999939,135.90924899999663,134.90819539999939,135.90924899999663,down,1,0.0659047000008286,134.90819539999939,None,134.90819539999939,None,134.90819539999939,135.40771120000136,134.90819539999939,135.40771120000136,134.90819539999939,135.40771120000136,134.90819539999939,135.40771120000136,134.90819539999939,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11004,001,2023_Dec_29_1405,nback,2021.2.3,60.04314700545342,
1-back,instructions\back-1.png,conditions\1back-p.xlsx,instructions\1-BACK.png,practice,1,1,stim\yellow.png,stim\gray.png,stim\gray.png,stim\gray.png,left,0,0,0,0,0,1,1,1,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,136.40977729999577,137.41174219999812,136.40977729999577,137.41174219999812,136.40977729999577,137.41174219999812,136.40977729999577,137.41174219999812,left,1,0.09230939999542898,136.40977729999577,None,136.40977729999577,None,136.40977729999577,136.91095710000081,136.40977729999577,136.91095710000081,136.40977729999577,136.91095710000081,136.40977729999577,136.91095710000081,136.40977729999577,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11004,001,2023_Dec_29_1405,nback,2021.2.3,60.04314700545342,
1-back,instructions\back-1.png,conditions\1back-p.xlsx,instructions\1-BACK.png,practice,1,4,stim\gray.png,stim\gray.png,stim\gray.png,stim\yellow.png,up,0,0,0,0,0,1,1,1,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,137.89543170000252,138.89609409999684,137.89543170000252,138.89609409999684,137.89543170000252,138.89609409999684,137.89543170000252,138.89609409999684,up,1,0.15052869999635732,137.89543170000252,None,137.89543170000252,None,137.89543170000252,138.39564260000043,137.89543170000252,138.39564260000043,137.89543170000252,138.39564260000043,137.89543170000252,138.39564260000043,137.89543170000252,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11004,001,2023_Dec_29_1405,nback,2021.2.3,60.04314700545342,
1-back,instructions\back-1.png,conditions\1back-p.xlsx,instructions\1-BACK.png,practice,1,3,stim\gray.png,stim\gray.png,stim\yellow.png,stim\gray.png,down,0,0,0,0,0,1,1,1,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,139.39704489999713,140.39877110000089,139.39704489999713,140.39877110000089,139.39704489999713,140.39877110000089,139.39704489999713,140.39877110000089,down,1,0.23387039999943227,139.39704489999713,None,139.39704489999713,None,139.39704489999713,139.8983053999982,139.39704489999713,139.8983053999982,139.39704489999713,139.8983053999982,139.39704489999713,139.8983053999982,139.39704489999713,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11004,001,2023_Dec_29_1405,nback,2021.2.3,60.04314700545342,
1-back,instructions\back-1.png,conditions\1back-p.xlsx,instructions\1-BACK.png,practice,1,3,stim\gray.png,stim\gray.png,stim\yellow.png,stim\gray.png,right,0,0,0,0,0,1,1,1,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,140.89912029999687,141.90199810000195,140.89912029999687,141.90199810000195,140.89912029999687,141.90199810000195,140.89912029999687,141.90199810000195,right,1,0.18707979999453528,140.89912029999687,None,140.89912029999687,None,140.89912029999687,141.40053069999703,140.89912029999687,141.40053069999703,140.89912029999687,141.40053069999703,140.89912029999687,141.40053069999703,140.89912029999687,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11004,001,2023_Dec_29_1405,nback,2021.2.3,60.04314700545342,
1-back,instructions\back-1.png,conditions\1back-p.xlsx,instructions\1-BACK.png,practice,1,4,stim\gray.png,stim\gray.png,stim\gray.png,stim\yellow.png,right,0,0,0,0,0,1,1,1,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,142.40144660000078,143.40350110000145,142.40144660000078,143.40350110000145,142.40144660000078,143.40350110000145,142.40144660000078,143.40350110000145,right,1,0.10874380000313977,142.40144660000078,None,142.40144660000078,None,142.40144660000078,142.90281809999578,142.40144660000078,142.90281809999578,142.40144660000078,142.90281809999578,142.40144660000078,142.90281809999578,142.40144660000078,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11004,001,2023_Dec_29_1405,nback,2021.2.3,60.04314700545342,
