backseq,backinstr,backfile,instruction,size_in,Trialtype,back,number,P1,P2,P3,P4,corrAns,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,image.started,image.stopped,image_2.started,image_2.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,image_3.started,image_3.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,image_4.started,image_4.stopped,text.started,text.stopped,H1.started,H1.stopped,H2.started,H2.stopped,H3.started,H3.stopped,H4.started,H4.stopped,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_4.started,text_4.stopped,F1.started,F1.stopped,F2.started,F2.stopped,F3.started,F3.stopped,F4.started,F4.stopped,image_7.started,image_7.stopped,text_5.started,text_5.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,image_5.started,image_5.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,key_resp_5.keys,key_resp_5.corr,key_resp_5.started,key_resp_5.stopped,text_3.started,text_3.stopped,H1_2.started,H1_2.stopped,H2_2.started,H2_2.stopped,H3_2.started,H3_2.stopped,H4_2.started,H4_2.stopped,F1_2.started,F1_2.stopped,F2_2.started,F2_2.stopped,F3_2.started,F3_2.stopped,F4_2.started,F4_2.stopped,image_8.started,image_8.stopped,key_resp_5.rt,text_2.started,text_2.stopped,image_6.started,image_6.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.150546699995175,None,11.11915020016022,None,space,2.9963507999200374,11.11915020016022,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11031,001,2024_Jan_11_1108,nback,2021.2.3,59.76096808251478,
0-back,instructions\back-0.png,conditions\0back-p.xlsx,instructions\0-BACK.png,"(15, 8)",practice,0,1,stim\yellow.png,stim\gray.png,stim\gray.png,stim\gray.png,up,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,14.190283000003546,None,space,2.172098800074309,14.190283000003546,None,16.526193300029263,21.033635700121522,20.98357620020397,None,21.41816970007494,22.41903330013156,21.41816970007494,22.41903330013156,21.41816970007494,22.41903330013156,21.41816970007494,22.41903330013156,up,1,0.6242581999395043,21.41816970007494,None,21.41816970007494,None,21.41816970007494,21.918370200088248,21.41816970007494,21.918370200088248,21.41816970007494,21.918370200088248,21.41816970007494,21.918370200088248,21.41816970007494,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11031,001,2024_Jan_11_1108,nback,2021.2.3,59.76096808251478,
0-back,instructions\back-0.png,conditions\0back-p.xlsx,instructions\0-BACK.png,"(15, 8)",practice,0,2,stim\gray.png,stim\yellow.png,stim\gray.png,stim\gray.png,left,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,22.90285410010256,23.905300100101158,22.90285410010256,23.905300100101158,22.90285410010256,23.905300100101158,22.90285410010256,23.905300100101158,left,1,0.8837607000023127,22.90285410010256,None,22.90285410010256,None,22.90285410010256,23.404878900153562,22.90285410010256,23.404878900153562,22.90285410010256,23.404878900153562,22.90285410010256,23.404878900153562,22.90285410010256,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11031,001,2024_Jan_11_1108,nback,2021.2.3,59.76096808251478,
0-back,instructions\back-0.png,conditions\0back-p.xlsx,instructions\0-BACK.png,"(15, 8)",practice,0,3,stim\gray.png,stim\gray.png,stim\yellow.png,stim\gray.png,right,0,0,0,0,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,24.405514599988237,25.407110100146383,24.405514599988237,25.407110100146383,24.405514599988237,25.407110100146383,24.405514599988237,25.407110100146383,right,1,0.5177311999723315,24.405514599988237,None,24.405514599988237,None,24.405514599988237,24.906710600014776,24.405514599988237,24.906710600014776,24.405514599988237,24.906710600014776,24.405514599988237,24.906710600014776,24.405514599988237,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11031,001,2024_Jan_11_1108,nback,2021.2.3,59.76096808251478,
0-back,instructions\back-0.png,conditions\0back-p.xlsx,instructions\0-BACK.png,"(15, 8)",practice,0,4,stim\gray.png,stim\gray.png,stim\gray.png,stim\yellow.png,down,0,0,0,0,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,25.90754030016251,26.90983090014197,25.90754030016251,26.90983090014197,25.90754030016251,26.90983090014197,25.90754030016251,26.90983090014197,down,1,0.38331490010023117,25.90754030016251,None,25.90754030016251,None,25.90754030016251,26.408843000186607,25.90754030016251,26.408843000186607,25.90754030016251,26.408843000186607,25.90754030016251,26.408843000186607,25.90754030016251,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11031,001,2024_Jan_11_1108,nback,2021.2.3,59.76096808251478,
0-back,instructions\back-0.png,conditions\0back-p.xlsx,instructions\0-BACK.png,"(15, 8)",practice,0,2,stim\gray.png,stim\yellow.png,stim\gray.png,stim\gray.png,left,0,0,0,0,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,27.409814200131223,28.41180600016378,27.409814200131223,28.41180600016378,27.409814200131223,28.41180600016378,27.409814200131223,28.41180600016378,left,1,0.5605851002037525,27.409814200131223,None,27.409814200131223,None,27.409814200131223,27.91054830001667,27.409814200131223,27.91054830001667,27.409814200131223,27.91054830001667,27.409814200131223,27.91054830001667,27.409814200131223,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11031,001,2024_Jan_11_1108,nback,2021.2.3,59.76096808251478,
0-back,instructions\back-0.png,conditions\0back-p.xlsx,instructions\0-BACK.png,"(15, 8)",practice,0,1,stim\yellow.png,stim\gray.png,stim\gray.png,stim\gray.png,up,0,0,0,0,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,28.911987400148064,29.914087400073186,28.911987400148064,29.914087400073186,28.911987400148064,29.914087400073186,28.911987400148064,29.914087400073186,up,1,0.4745134999975562,28.911987400148064,None,28.911987400148064,None,28.911987400148064,29.41286510019563,28.911987400148064,29.41286510019563,28.911987400148064,29.41286510019563,28.911987400148064,29.41286510019563,28.911987400148064,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11031,001,2024_Jan_11_1108,nback,2021.2.3,59.76096808251478,
0-back,instructions\back-0.png,conditions\0back-p.xlsx,instructions\0-BACK.png,"(15, 8)",practice,0,4,stim\gray.png,stim\gray.png,stim\gray.png,stim\yellow.png,down,0,0,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,30.41411510016769,31.416260600090027,30.41411510016769,31.416260600090027,30.41411510016769,31.416260600090027,30.41411510016769,31.416260600090027,down,1,0.684794900007546,30.41411510016769,None,30.41411510016769,None,30.41411510016769,30.91562100010924,30.41411510016769,30.91562100010924,30.41411510016769,30.91562100010924,30.41411510016769,30.91562100010924,30.41411510016769,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11031,001,2024_Jan_11_1108,nback,2021.2.3,59.76096808251478,
0-back,instructions\back-0.png,conditions\0back-p.xlsx,instructions\0-BACK.png,"(15, 8)",practice,0,3,stim\gray.png,stim\gray.png,stim\yellow.png,stim\gray.png,right,0,0,0,0,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,31.899705999996513,32.901985000120476,31.899705999996513,32.901985000120476,31.899705999996513,32.901985000120476,31.899705999996513,32.901985000120476,right,1,0.3511196000035852,31.899705999996513,None,31.899705999996513,None,31.899705999996513,32.401090800063685,31.899705999996513,32.401090800063685,31.899705999996513,32.401090800063685,31.899705999996513,32.401090800063685,31.899705999996513,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11031,001,2024_Jan_11_1108,nback,2021.2.3,59.76096808251478,
0-back,instructions\back-0.png,conditions\0back-p.xlsx,instructions\0-BACK.png,"(15, 8)",practice,0,3,stim\gray.png,stim\gray.png,stim\yellow.png,stim\gray.png,right,0,0,0,0,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,33.40233020018786,34.404260999988765,33.40233020018786,34.404260999988765,33.40233020018786,34.404260999988765,33.40233020018786,34.404260999988765,right,1,0.48050459986552596,33.40233020018786,None,33.40233020018786,None,33.40233020018786,33.90270690014586,33.40233020018786,33.90270690014586,33.40233020018786,33.90270690014586,33.40233020018786,33.90270690014586,33.40233020018786,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11031,001,2024_Jan_11_1108,nback,2021.2.3,59.76096808251478,
