backseq,backinstr,backfile,instruction,size_in,Trialtype,back,number,P1,P2,P3,P4,corrAns,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,image.started,image.stopped,image_2.started,image_2.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,image_3.started,image_3.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,image_4.started,image_4.stopped,text.started,text.stopped,H1.started,H1.stopped,H2.started,H2.stopped,H3.started,H3.stopped,H4.started,H4.stopped,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_4.started,text_4.stopped,F1.started,F1.stopped,F2.started,F2.stopped,F3.started,F3.stopped,F4.started,F4.stopped,image_7.started,image_7.stopped,text_5.started,text_5.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,image_5.started,image_5.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,text_3.started,text_3.stopped,H1_2.started,H1_2.stopped,H2_2.started,H2_2.stopped,H3_2.started,H3_2.stopped,H4_2.started,H4_2.stopped,F1_2.started,F1_2.stopped,F2_2.started,F2_2.stopped,F3_2.started,F3_2.stopped,F4_2.started,F4_2.stopped,image_8.started,image_8.stopped,text_2.started,text_2.stopped,image_6.started,image_6.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.184313800011296,None,17.118797499977518,None,space,0.46246199996676296,17.118797499977518,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12014,001,2024_Jun_20_1918,nback,2021.2.3,60.21890778600022,
0-back,instructions\back-0.png,conditions\0back-p.xlsx,instructions\0-BACK.png,"(15, 8)",practice,0,1,stim\yellow.png,stim\gray.png,stim\gray.png,stim\gray.png,up,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,17.65228630002821,None,space,20.971993100014515,17.65228630002821,None,38.85146299999906,43.358006299997214,43.290936600009445,None,43.72490159998415,44.72647270001471,43.72490159998415,44.72647270001471,43.72490159998415,44.72647270001471,43.72490159998415,44.72647270001471,up,1,0.5080796999973245,43.72490159998415,None,43.72490159998415,None,43.72490159998415,44.225764799979515,43.72490159998415,44.225764799979515,43.72490159998415,44.225764799979515,43.72490159998415,44.225764799979515,43.72490159998415,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12014,001,2024_Jun_20_1918,nback,2021.2.3,60.21890778600022,
0-back,instructions\back-0.png,conditions\0back-p.xlsx,instructions\0-BACK.png,"(15, 8)",practice,0,2,stim\gray.png,stim\yellow.png,stim\gray.png,stim\gray.png,left,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,45.160914100008085,46.16183539998019,45.160914100008085,46.16183539998019,45.160914100008085,46.16183539998019,45.160914100008085,46.16183539998019,left,1,0.448209099995438,45.160914100008085,None,45.160914100008085,None,45.160914100008085,45.66120770003181,45.160914100008085,45.66120770003181,45.160914100008085,45.66120770003181,45.160914100008085,45.66120770003181,45.160914100008085,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12014,001,2024_Jun_20_1918,nback,2021.2.3,60.21890778600022,
0-back,instructions\back-0.png,conditions\0back-p.xlsx,instructions\0-BACK.png,"(15, 8)",practice,0,3,stim\gray.png,stim\gray.png,stim\yellow.png,stim\gray.png,right,0,0,0,0,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,46.6627297999803,47.66458959999727,46.6627297999803,47.66458959999727,46.6627297999803,47.66458959999727,46.6627297999803,47.66458959999727,right,1,0.5779701999854296,46.6627297999803,None,46.6627297999803,None,46.6627297999803,47.16343160002725,46.6627297999803,47.16343160002725,46.6627297999803,47.16343160002725,46.6627297999803,47.16343160002725,46.6627297999803,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12014,001,2024_Jun_20_1918,nback,2021.2.3,60.21890778600022,
0-back,instructions\back-0.png,conditions\0back-p.xlsx,instructions\0-BACK.png,"(15, 8)",practice,0,4,stim\gray.png,stim\gray.png,stim\gray.png,stim\yellow.png,down,0,0,0,0,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,48.16507819999242,49.166519800026435,48.16507819999242,49.166519800026435,48.16507819999242,49.166519800026435,48.16507819999242,49.166519800026435,down,1,0.5714642000384629,48.16507819999242,None,48.16507819999242,None,48.16507819999242,48.665690699999686,48.16507819999242,48.665690699999686,48.16507819999242,48.665690699999686,48.16507819999242,48.665690699999686,48.16507819999242,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12014,001,2024_Jun_20_1918,nback,2021.2.3,60.21890778600022,
0-back,instructions\back-0.png,conditions\0back-p.xlsx,instructions\0-BACK.png,"(15, 8)",practice,0,2,stim\gray.png,stim\yellow.png,stim\gray.png,stim\gray.png,left,0,0,0,0,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,49.667608199990354,50.668659000017215,49.667608199990354,50.668659000017215,49.667608199990354,50.668659000017215,49.667608199990354,50.668659000017215,left,1,0.4136321999831125,49.667608199990354,None,49.667608199990354,None,49.667608199990354,50.16799119999632,49.667608199990354,50.16799119999632,49.667608199990354,50.16799119999632,49.667608199990354,50.16799119999632,49.667608199990354,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12014,001,2024_Jun_20_1918,nback,2021.2.3,60.21890778600022,
0-back,instructions\back-0.png,conditions\0back-p.xlsx,instructions\0-BACK.png,"(15, 8)",practice,0,1,stim\yellow.png,stim\gray.png,stim\gray.png,stim\gray.png,up,0,0,0,0,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,51.16957030002959,52.17106289998628,51.16957030002959,52.17106289998628,51.16957030002959,52.17106289998628,51.16957030002959,52.17106289998628,up,1,0.43943620001664385,51.16957030002959,None,51.16957030002959,None,51.16957030002959,51.67022889998043,51.16957030002959,51.67022889998043,51.16957030002959,51.67022889998043,51.16957030002959,51.67022889998043,51.16957030002959,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12014,001,2024_Jun_20_1918,nback,2021.2.3,60.21890778600022,
0-back,instructions\back-0.png,conditions\0back-p.xlsx,instructions\0-BACK.png,"(15, 8)",practice,0,4,stim\gray.png,stim\gray.png,stim\gray.png,stim\yellow.png,down,0,0,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,52.671555000008084,53.673183500010055,52.671555000008084,53.673183500010055,52.671555000008084,53.673183500010055,52.671555000008084,53.673183500010055,down,1,0.6653233999968506,52.671555000008084,None,52.671555000008084,None,52.671555000008084,53.17258710000897,52.671555000008084,53.17258710000897,52.671555000008084,53.17258710000897,52.671555000008084,53.17258710000897,52.671555000008084,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12014,001,2024_Jun_20_1918,nback,2021.2.3,60.21890778600022,
0-back,instructions\back-0.png,conditions\0back-p.xlsx,instructions\0-BACK.png,"(15, 8)",practice,0,3,stim\gray.png,stim\gray.png,stim\yellow.png,stim\gray.png,right,0,0,0,0,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,54.15778990002582,55.15874199999962,54.15778990002582,55.15874199999962,54.15778990002582,55.15874199999962,54.15778990002582,55.15874199999962,right,1,0.49933150003198534,54.15778990002582,None,54.15778990002582,None,54.15778990002582,54.65832799999043,54.15778990002582,54.65832799999043,54.15778990002582,54.65832799999043,54.15778990002582,54.65832799999043,54.15778990002582,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12014,001,2024_Jun_20_1918,nback,2021.2.3,60.21890778600022,
0-back,instructions\back-0.png,conditions\0back-p.xlsx,instructions\0-BACK.png,"(15, 8)",practice,0,3,stim\gray.png,stim\gray.png,stim\yellow.png,stim\gray.png,right,0,0,0,0,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,55.65948209998896,56.66108270001132,55.65948209998896,56.66108270001132,55.65948209998896,56.66108270001132,55.65948209998896,56.66108270001132,right,1,0.4058356000459753,55.65948209998896,None,55.65948209998896,None,55.65948209998896,56.16093479999108,55.65948209998896,56.16093479999108,55.65948209998896,56.16093479999108,55.65948209998896,56.16093479999108,55.65948209998896,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12014,001,2024_Jun_20_1918,nback,2021.2.3,60.21890778600022,
