backseq,backinstr,backfile,instruction,size_in,Trialtype,back,number,P1,P2,P3,P4,corrAns,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,image.started,image.stopped,image_2.started,image_2.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,image_3.started,image_3.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,image_4.started,image_4.stopped,text.started,text.stopped,H1.started,H1.stopped,H2.started,H2.stopped,H3.started,H3.stopped,H4.started,H4.stopped,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_4.started,text_4.stopped,F1.started,F1.stopped,F2.started,F2.stopped,F3.started,F3.stopped,F4.started,F4.stopped,image_7.started,image_7.stopped,text_5.started,text_5.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,image_5.started,image_5.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,text_3.started,text_3.stopped,H1_2.started,H1_2.stopped,H2_2.started,H2_2.stopped,H3_2.started,H3_2.stopped,H4_2.started,H4_2.stopped,F1_2.started,F1_2.stopped,F2_2.started,F2_2.stopped,F3_2.started,F3_2.stopped,F4_2.started,F4_2.stopped,image_8.started,image_8.stopped,text_2.started,text_2.stopped,image_6.started,image_6.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.19946280005388,None,11.017684999969788,None,space,0.49671269999817014,11.017684999969788,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12005,001,2024_Jun_13_1613,nback,2021.2.3,59.70498571627966,
0-back,instructions\back-0.png,conditions\0back-p.xlsx,instructions\0-BACK.png,"(15, 8)",practice,0,1,stim\yellow.png,stim\gray.png,stim\gray.png,stim\gray.png,up,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,11.56807509995997,None,space,3.1245383000932634,11.56807509995997,None,14.89001690002624,19.397920200019144,19.331184900016524,None,19.799257799983025,20.79964480001945,19.799257799983025,20.79964480001945,19.799257799983025,20.79964480001945,19.799257799983025,20.79964480001945,up,1,0.4912491000723094,19.799257799983025,None,19.799257799983025,None,19.799257799983025,20.315142199979164,19.799257799983025,20.315142199979164,19.799257799983025,20.315142199979164,19.799257799983025,20.315142199979164,19.799257799983025,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12005,001,2024_Jun_13_1613,nback,2021.2.3,59.70498571627966,
0-back,instructions\back-0.png,conditions\0back-p.xlsx,instructions\0-BACK.png,"(15, 8)",practice,0,2,stim\gray.png,stim\yellow.png,stim\gray.png,stim\gray.png,left,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,21.23314470006153,22.23474049998913,21.23314470006153,22.23474049998913,21.23314470006153,22.23474049998913,21.23314470006153,22.23474049998913,left,1,0.5696799999568611,21.23314470006153,None,21.23314470006153,None,21.23314470006153,21.734655000036582,21.23314470006153,21.734655000036582,21.23314470006153,21.734655000036582,21.23314470006153,21.734655000036582,21.23314470006153,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12005,001,2024_Jun_13_1613,nback,2021.2.3,59.70498571627966,
0-back,instructions\back-0.png,conditions\0back-p.xlsx,instructions\0-BACK.png,"(15, 8)",practice,0,3,stim\gray.png,stim\gray.png,stim\yellow.png,stim\gray.png,right,0,0,0,0,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,22.73540420003701,23.73777730006259,22.73540420003701,23.73777730006259,22.73540420003701,23.73777730006259,22.73540420003701,23.73777730006259,right,1,0.547355999937281,22.73540420003701,None,22.73540420003701,None,22.73540420003701,23.236931800027378,22.73540420003701,23.236931800027378,22.73540420003701,23.236931800027378,22.73540420003701,23.236931800027378,22.73540420003701,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12005,001,2024_Jun_13_1613,nback,2021.2.3,59.70498571627966,
0-back,instructions\back-0.png,conditions\0back-p.xlsx,instructions\0-BACK.png,"(15, 8)",practice,0,4,stim\gray.png,stim\gray.png,stim\gray.png,stim\yellow.png,down,0,0,0,0,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,24.237483900040388,25.238977700006217,24.237483900040388,25.238977700006217,24.237483900040388,25.238977700006217,24.237483900040388,25.238977700006217,down,1,0.5652670999988914,24.237483900040388,None,24.237483900040388,None,24.237483900040388,24.73937650001608,24.237483900040388,24.73937650001608,24.237483900040388,24.73937650001608,24.237483900040388,24.73937650001608,24.237483900040388,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12005,001,2024_Jun_13_1613,nback,2021.2.3,59.70498571627966,
0-back,instructions\back-0.png,conditions\0back-p.xlsx,instructions\0-BACK.png,"(15, 8)",practice,0,2,stim\gray.png,stim\yellow.png,stim\gray.png,stim\gray.png,left,0,0,0,0,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,25.739982899976894,26.742299300036393,25.739982899976894,26.742299300036393,25.739982899976894,26.742299300036393,25.739982899976894,26.742299300036393,left,1,0.4387607000535354,25.739982899976894,None,25.739982899976894,None,25.739982899976894,26.241347200004384,25.739982899976894,26.241347200004384,25.739982899976894,26.241347200004384,25.739982899976894,26.241347200004384,25.739982899976894,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12005,001,2024_Jun_13_1613,nback,2021.2.3,59.70498571627966,
0-back,instructions\back-0.png,conditions\0back-p.xlsx,instructions\0-BACK.png,"(15, 8)",practice,0,1,stim\yellow.png,stim\gray.png,stim\gray.png,stim\gray.png,up,0,0,0,0,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,27.242102100048214,28.2436510999687,27.242102100048214,28.2436510999687,27.242102100048214,28.2436510999687,27.242102100048214,28.2436510999687,up,1,0.5531945999246091,27.242102100048214,None,27.242102100048214,None,27.242102100048214,27.74278770003002,27.242102100048214,27.74278770003002,27.242102100048214,27.74278770003002,27.242102100048214,27.74278770003002,27.242102100048214,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12005,001,2024_Jun_13_1613,nback,2021.2.3,59.70498571627966,
0-back,instructions\back-0.png,conditions\0back-p.xlsx,instructions\0-BACK.png,"(15, 8)",practice,0,4,stim\gray.png,stim\gray.png,stim\gray.png,stim\yellow.png,down,0,0,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,28.74439370003529,29.74590600002557,28.74439370003529,29.74590600002557,28.74439370003529,29.74590600002557,28.74439370003529,29.74590600002557,down,1,0.31422309996560216,28.74439370003529,None,28.74439370003529,None,28.74439370003529,29.245192400063388,28.74439370003529,29.245192400063388,28.74439370003529,29.245192400063388,28.74439370003529,29.245192400063388,28.74439370003529,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12005,001,2024_Jun_13_1613,nback,2021.2.3,59.70498571627966,
0-back,instructions\back-0.png,conditions\0back-p.xlsx,instructions\0-BACK.png,"(15, 8)",practice,0,3,stim\gray.png,stim\gray.png,stim\yellow.png,stim\gray.png,right,0,0,0,0,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,30.229884700034745,31.23177289997693,30.229884700034745,31.23177289997693,30.229884700034745,31.23177289997693,30.229884700034745,31.23177289997693,right,1,0.3490100000053644,30.229884700034745,None,30.229884700034745,None,30.229884700034745,30.730595199973322,30.229884700034745,30.730595199973322,30.229884700034745,30.730595199973322,30.229884700034745,30.730595199973322,30.229884700034745,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12005,001,2024_Jun_13_1613,nback,2021.2.3,59.70498571627966,
0-back,instructions\back-0.png,conditions\0back-p.xlsx,instructions\0-BACK.png,"(15, 8)",practice,0,3,stim\gray.png,stim\gray.png,stim\yellow.png,stim\gray.png,right,0,0,0,0,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,31.732132700039074,32.73409389995504,31.732132700039074,32.73409389995504,31.732132700039074,32.73409389995504,31.732132700039074,32.73409389995504,right,1,0.3428403999423608,31.732132700039074,None,31.732132700039074,None,31.732132700039074,32.23303860006854,31.732132700039074,32.23303860006854,31.732132700039074,32.23303860006854,31.732132700039074,32.23303860006854,31.732132700039074,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12005,001,2024_Jun_13_1613,nback,2021.2.3,59.70498571627966,
