backseq,backinstr,backfile,instruction,size_in,Trialtype,back,number,P1,P2,P3,P4,corrAns,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,image.started,image.stopped,image_2.started,image_2.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,image_3.started,image_3.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,image_4.started,image_4.stopped,text.started,text.stopped,H1.started,H1.stopped,H2.started,H2.stopped,H3.started,H3.stopped,H4.started,H4.stopped,key_resp_3.keys,key_resp_3.corr,key_resp_3.started,key_resp_3.stopped,text_4.started,text_4.stopped,F1.started,F1.stopped,F2.started,F2.stopped,F3.started,F3.stopped,F4.started,F4.stopped,image_7.started,image_7.stopped,key_resp_3.rt,text_5.started,text_5.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,image_5.started,image_5.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,key_resp_5.keys,key_resp_5.corr,key_resp_5.started,key_resp_5.stopped,text_3.started,text_3.stopped,H1_2.started,H1_2.stopped,H2_2.started,H2_2.stopped,H3_2.started,H3_2.stopped,H4_2.started,H4_2.stopped,F1_2.started,F1_2.stopped,F2_2.started,F2_2.stopped,F3_2.started,F3_2.stopped,F4_2.started,F4_2.stopped,image_8.started,image_8.stopped,key_resp_5.rt,text_2.started,text_2.stopped,image_6.started,image_6.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1-back,instructions\back-1.png,conditions\1back-p.xlsx,instructions\1-BACK.png,"(25, 15)",practice,1,3,stim\gray.png,stim\gray.png,stim\yellow.png,stim\gray.png,left,0,0,0,0,0,1,1,1,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,61.1572461000178,62.15860560000874,61.1572461000178,62.15860560000874,61.1572461000178,62.15860560000874,61.1572461000178,62.15860560000874,left,1,61.1572461000178,None,61.1572461000178,None,61.1572461000178,61.65823659999296,61.1572461000178,61.65823659999296,61.1572461000178,61.65823659999296,61.1572461000178,61.65823659999296,61.1572461000178,None,0.256528600002639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12004,001,2024_Jun_13_1348,nback,2021.2.3,59.74625765910863,
1-back,instructions\back-1.png,conditions\1back-p.xlsx,instructions\1-BACK.png,"(25, 15)",practice,1,4,stim\gray.png,stim\gray.png,stim\gray.png,stim\yellow.png,right,0,0,0,0,0,1,1,1,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,62.658710599993356,63.66122670006007,62.658710599993356,63.66122670006007,62.658710599993356,63.66122670006007,62.658710599993356,63.66122670006007,right,1,62.658710599993356,None,62.658710599993356,None,62.658710599993356,63.1597136000637,62.658710599993356,63.1597136000637,62.658710599993356,63.1597136000637,62.658710599993356,63.1597136000637,62.658710599993356,None,0.4196174000389874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12004,001,2024_Jun_13_1348,nback,2021.2.3,59.74625765910863,
1-back,instructions\back-1.png,conditions\1back-p.xlsx,instructions\1-BACK.png,"(25, 15)",practice,1,2,stim\gray.png,stim\yellow.png,stim\gray.png,stim\gray.png,down,0,0,0,0,0,1,1,1,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,64.16085390001535,65.16332420008257,64.16085390001535,65.16332420008257,64.16085390001535,65.16332420008257,64.16085390001535,65.16332420008257,down,1,64.16085390001535,None,64.16085390001535,None,64.16085390001535,64.66326739999931,64.16085390001535,64.66326739999931,64.16085390001535,64.66326739999931,64.16085390001535,64.66326739999931,64.16085390001535,None,0.27629059995524585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12004,001,2024_Jun_13_1348,nback,2021.2.3,59.74625765910863,
1-back,instructions\back-1.png,conditions\1back-p.xlsx,instructions\1-BACK.png,"(25, 15)",practice,1,1,stim\yellow.png,stim\gray.png,stim\gray.png,stim\gray.png,left,0,0,0,0,0,1,1,1,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,65.66325680003501,66.66555450006854,65.66325680003501,66.66555450006854,65.66325680003501,66.66555450006854,65.66325680003501,66.66555450006854,left,1,65.66325680003501,None,65.66325680003501,None,65.66325680003501,66.16425910010003,65.66325680003501,66.16425910010003,65.66325680003501,66.16425910010003,65.66325680003501,66.16425910010003,65.66325680003501,None,0.3661310999887064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12004,001,2024_Jun_13_1348,nback,2021.2.3,59.74625765910863,
1-back,instructions\back-1.png,conditions\1back-p.xlsx,instructions\1-BACK.png,"(25, 15)",practice,1,4,stim\gray.png,stim\gray.png,stim\gray.png,stim\yellow.png,up,0,0,0,0,0,1,1,1,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,67.15008490008768,68.15122690005228,67.15008490008768,68.15122690005228,67.15008490008768,68.15122690005228,67.15008490008768,68.15122690005228,up,1,67.15008490008768,None,67.15008490008768,None,67.15008490008768,67.6497402000241,67.15008490008768,67.6497402000241,67.15008490008768,67.6497402000241,67.15008490008768,67.6497402000241,67.15008490008768,None,0.3034652000060305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12004,001,2024_Jun_13_1348,nback,2021.2.3,59.74625765910863,
1-back,instructions\back-1.png,conditions\1back-p.xlsx,instructions\1-BACK.png,"(25, 15)",practice,1,3,stim\gray.png,stim\gray.png,stim\yellow.png,stim\gray.png,down,0,0,0,0,0,1,1,1,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,68.65118540008552,69.65315320005175,68.65118540008552,69.65315320005175,68.65118540008552,69.65315320005175,68.65118540008552,69.65315320005175,down,1,68.65118540008552,None,68.65118540008552,None,68.65118540008552,69.15190210007131,68.65118540008552,69.15190210007131,68.65118540008552,69.15190210007131,68.65118540008552,69.15190210007131,68.65118540008552,None,0.3784847999922931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12004,001,2024_Jun_13_1348,nback,2021.2.3,59.74625765910863,
1-back,instructions\back-1.png,conditions\1back-p.xlsx,instructions\1-BACK.png,"(25, 15)",practice,1,3,stim\gray.png,stim\gray.png,stim\yellow.png,stim\gray.png,right,0,0,0,0,0,1,1,1,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,70.15418680000585,71.15497220004909,70.15418680000585,71.15497220004909,70.15418680000585,71.15497220004909,70.15418680000585,71.15497220004909,right,1,70.15418680000585,None,70.15418680000585,None,70.15418680000585,70.65408950007986,70.15418680000585,70.65408950007986,70.15418680000585,70.65408950007986,70.15418680000585,70.65408950007986,70.15418680000585,None,0.37906199996359646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12004,001,2024_Jun_13_1348,nback,2021.2.3,59.74625765910863,
1-back,instructions\back-1.png,conditions\1back-p.xlsx,instructions\1-BACK.png,"(25, 15)",practice,1,4,stim\gray.png,stim\gray.png,stim\gray.png,stim\yellow.png,right,0,0,0,0,0,1,1,1,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,71.65581860009115,72.65790029999334,71.65581860009115,72.65790029999334,71.65581860009115,72.65790029999334,71.65581860009115,72.65790029999334,right,1,71.65581860009115,None,71.65581860009115,None,71.65581860009115,72.15769000002183,71.65581860009115,72.15769000002183,71.65581860009115,72.15769000002183,71.65581860009115,72.15769000002183,71.65581860009115,None,0.4055328000104055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12004,001,2024_Jun_13_1348,nback,2021.2.3,59.74625765910863,
1-back,instructions\back-1.png,conditions\1back-p.xlsx,instructions\1-BACK.png,"(25, 15)",practice,1,1,stim\yellow.png,stim\gray.png,stim\gray.png,stim\gray.png,down,0,0,0,0,0,1,1,1,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,73.15943330002483,74.1594383000629,73.15943330002483,74.1594383000629,73.15943330002483,74.1594383000629,73.15943330002483,74.1594383000629,down,1,73.15943330002483,None,73.15943330002483,None,73.15943330002483,73.65896210004576,73.15943330002483,73.65896210004576,73.15943330002483,73.65896210004576,73.15943330002483,73.65896210004576,73.15943330002483,None,0.3982460000552237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12004,001,2024_Jun_13_1348,nback,2021.2.3,59.74625765910863,
1-back,instructions\back-1.png,conditions\1back-p.xlsx,instructions\1-BACK.png,"(25, 15)",practice,1,2,stim\gray.png,stim\yellow.png,stim\gray.png,stim\gray.png,up,0,0,0,0,0,1,1,1,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,74.660355500062,75.66256960004102,74.660355500062,75.66256960004102,74.660355500062,75.66256960004102,74.660355500062,75.66256960004102,up,1,74.660355500062,None,74.660355500062,None,74.660355500062,75.16116520005744,74.660355500062,75.16116520005744,74.660355500062,75.16116520005744,74.660355500062,75.16116520005744,74.660355500062,None,0.552790499990806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12004,001,2024_Jun_13_1348,nback,2021.2.3,59.74625765910863,
1-back,instructions\back-1.png,conditions\1back-p.xlsx,instructions\1-BACK.png,"(25, 15)",practice,1,4,stim\gray.png,stim\gray.png,stim\gray.png,stim\yellow.png,left,0,0,0,0,0,1,1,1,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,76.16248270007782,77.16397570003755,76.16248270007782,77.16397570003755,76.16248270007782,77.16397570003755,76.16248270007782,77.16397570003755,left,1,76.16248270007782,None,76.16248270007782,None,76.16248270007782,76.6635407001013,76.16248270007782,76.6635407001013,76.16248270007782,76.6635407001013,76.16248270007782,76.6635407001013,76.16248270007782,None,0.610709200031124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12004,001,2024_Jun_13_1348,nback,2021.2.3,59.74625765910863,
1-back,instructions\back-1.png,conditions\1back-p.xlsx,instructions\1-BACK.png,"(25, 15)",practice,1,3,stim\gray.png,stim\gray.png,stim\yellow.png,stim\gray.png,down,0,0,0,0,0,1,1,1,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,77.64858440007083,78.65057669999078,77.64858440007083,78.65057669999078,77.64858440007083,78.65057669999078,77.64858440007083,78.65057669999078,down,1,77.64858440007083,None,77.64858440007083,None,77.64858440007083,78.14931580005214,77.64858440007083,78.14931580005214,77.64858440007083,78.14931580005214,77.64858440007083,78.14931580005214,77.64858440007083,None,0.5731660999590531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12004,001,2024_Jun_13_1348,nback,2021.2.3,59.74625765910863,
1-back,instructions\back-1.png,conditions\1back-p.xlsx,instructions\1-BACK.png,"(25, 15)",practice,1,1,stim\yellow.png,stim\gray.png,stim\gray.png,stim\gray.png,right,0,0,0,0,0,1,1,1,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,79.15029690007214,80.1519179000752,79.15029690007214,80.1519179000752,79.15029690007214,80.1519179000752,79.15029690007214,80.1519179000752,right,1,79.15029690007214,None,79.15029690007214,None,79.15029690007214,79.6511381000746,79.15029690007214,79.6511381000746,79.15029690007214,79.6511381000746,79.15029690007214,79.6511381000746,79.15029690007214,None,0.5913809000048786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12004,001,2024_Jun_13_1348,nback,2021.2.3,59.74625765910863,
1-back,instructions\back-1.png,conditions\1back-p.xlsx,instructions\1-BACK.png,"(25, 15)",practice,1,2,stim\gray.png,stim\yellow.png,stim\gray.png,stim\gray.png,up,0,0,0,0,0,1,1,1,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,80.65255160001107,81.65508769999724,80.65255160001107,81.65508769999724,80.65255160001107,81.65508769999724,80.65255160001107,81.65508769999724,up,1,80.65255160001107,None,80.65255160001107,None,80.65255160001107,81.15345770004205,80.65255160001107,81.15345770004205,80.65255160001107,81.15345770004205,80.65255160001107,81.15345770004205,80.65255160001107,None,0.6093886999879032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12004,001,2024_Jun_13_1348,nback,2021.2.3,59.74625765910863,
1-back,instructions\back-1.png,conditions\1back-p.xlsx,instructions\1-BACK.png,"(25, 15)",practice,1,3,stim\gray.png,stim\gray.png,stim\yellow.png,stim\gray.png,left,0,0,0,0,0,1,1,1,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,82.15502170007676,83.15692610002588,82.15502170007676,83.15692610002588,82.15502170007676,83.15692610002588,82.15502170007676,83.15692610002588,left,1,82.15502170007676,None,82.15502170007676,None,82.15502170007676,82.65653370006476,82.15502170007676,82.65653370006476,82.15502170007676,82.65653370006476,82.15502170007676,82.65653370006476,82.15502170007676,None,0.458635599934496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12004,001,2024_Jun_13_1348,nback,2021.2.3,59.74625765910863,
1-back,instructions\back-1.png,conditions\1back-p.xlsx,instructions\1-BACK.png,"(25, 15)",practice,1,1,stim\yellow.png,stim\gray.png,stim\gray.png,stim\gray.png,right,0,0,0,0,0,1,1,1,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,83.65714430005755,84.66000340005849,83.65714430005755,84.66000340005849,83.65714430005755,84.66000340005849,83.65714430005755,84.66000340005849,right,1,83.65714430005755,None,83.65714430005755,None,83.65714430005755,84.15774669998791,83.65714430005755,84.15774669998791,83.65714430005755,84.15774669998791,83.65714430005755,84.15774669998791,83.65714430005755,None,0.46028100000694394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12004,001,2024_Jun_13_1348,nback,2021.2.3,59.74625765910863,
1-back,instructions\back-1.png,conditions\1back-p.xlsx,instructions\1-BACK.png,"(25, 15)",practice,1,4,stim\gray.png,stim\gray.png,stim\gray.png,stim\yellow.png,up,0,0,0,0,0,1,1,1,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,85.15943340002559,86.16185160004534,85.15943340002559,86.16185160004534,85.15943340002559,86.16185160004534,85.15943340002559,86.16185160004534,up,1,85.15943340002559,None,85.15943340002559,None,85.15943340002559,85.66041090001818,85.15943340002559,85.66041090001818,85.15943340002559,85.66041090001818,85.15943340002559,85.66041090001818,85.15943340002559,None,0.2784328000852838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12004,001,2024_Jun_13_1348,nback,2021.2.3,59.74625765910863,
1-back,instructions\back-1.png,conditions\1back-p.xlsx,instructions\1-BACK.png,"(25, 15)",practice,1,2,stim\gray.png,stim\yellow.png,stim\gray.png,stim\gray.png,down,0,0,0,0,0,1,1,1,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,86.66234979999717,87.66329689999111,86.66234979999717,87.66329689999111,86.66234979999717,87.66329689999111,86.66234979999717,87.66329689999111,down,1,86.66234979999717,None,86.66234979999717,None,86.66234979999717,87.16243680007756,86.66234979999717,87.16243680007756,86.66234979999717,87.16243680007756,86.66234979999717,87.16243680007756,86.66234979999717,None,0.3512940000509843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12004,001,2024_Jun_13_1348,nback,2021.2.3,59.74625765910863,
1-back,instructions\back-1.png,conditions\1back-p.xlsx,instructions\1-BACK.png,"(25, 15)",,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12004,001,2024_Jun_13_1348,nback,2021.2.3,59.74625765910863,
2-back,instructions\back-2.png,conditions\2back-p.xlsx,instructions\2-BACK.png,"(25, 15)",practice,2,1,stim\yellow.png,stim\gray.png,stim\gray.png,stim\gray.png,None,0,0,0,0,0,2,2,2,0,0,0,0,,,,,,,,,,,,,,,,,88.31455830007326,None,space,2.395456700003706,88.31455830007326,None,90.86728000000585,95.37486710003577,95.32468780002091,None,95.75912100006826,96.76098380004987,95.75912100006826,96.76098380004987,95.75912100006826,96.76098380004987,95.75912100006826,96.76098380004987,None,1,95.75912100006826,None,95.75912100006826,None,95.75912100006826,96.25970729999244,95.75912100006826,96.25970729999244,95.75912100006826,96.25970729999244,95.75912100006826,96.25970729999244,95.75912100006826,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12004,001,2024_Jun_13_1348,nback,2021.2.3,59.74625765910863,
2-back,instructions\back-2.png,conditions\2back-p.xlsx,instructions\2-BACK.png,"(25, 15)",practice,2,2,stim\gray.png,stim\yellow.png,stim\gray.png,stim\gray.png,None,0,0,0,0,0,2,2,2,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,97.2443259001011,98.24577090004459,97.2443259001011,98.24577090004459,97.2443259001011,98.24577090004459,97.2443259001011,98.24577090004459,None,1,97.2443259001011,None,97.2443259001011,None,97.2443259001011,97.74507900001481,97.2443259001011,97.74507900001481,97.2443259001011,97.74507900001481,97.2443259001011,97.74507900001481,97.2443259001011,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12004,001,2024_Jun_13_1348,nback,2021.2.3,59.74625765910863,
2-back,instructions\back-2.png,conditions\2back-p.xlsx,instructions\2-BACK.png,"(25, 15)",practice,2,3,stim\gray.png,stim\gray.png,stim\yellow.png,stim\gray.png,up,0,0,0,0,0,2,2,2,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,98.74664180004038,99.74782010004856,98.74664180004038,99.74782010004856,98.74664180004038,99.74782010004856,98.74664180004038,99.74782010004856,up,1,98.74664180004038,None,98.74664180004038,None,98.74664180004038,99.24807229998987,98.74664180004038,99.24807229998987,98.74664180004038,99.24807229998987,98.74664180004038,99.24807229998987,98.74664180004038,None,0.35540390003006905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12004,001,2024_Jun_13_1348,nback,2021.2.3,59.74625765910863,
2-back,instructions\back-2.png,conditions\2back-p.xlsx,instructions\2-BACK.png,"(25, 15)",practice,2,4,stim\gray.png,stim\gray.png,stim\gray.png,stim\yellow.png,left,0,0,0,0,0,2,2,2,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,100.2487156999996,101.25040350004565,100.2487156999996,101.25040350004565,100.2487156999996,101.25040350004565,100.2487156999996,101.25040350004565,left,1,100.2487156999996,None,100.2487156999996,None,100.2487156999996,100.74967200006358,100.2487156999996,100.74967200006358,100.2487156999996,100.74967200006358,100.2487156999996,100.74967200006358,100.2487156999996,None,0.28540729999076575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12004,001,2024_Jun_13_1348,nback,2021.2.3,59.74625765910863,
2-back,instructions\back-2.png,conditions\2back-p.xlsx,instructions\2-BACK.png,"(25, 15)",practice,2,2,stim\gray.png,stim\yellow.png,stim\gray.png,stim\gray.png,right,0,0,0,0,0,2,2,2,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,101.7510274000233,102.75292550004087,101.7510274000233,102.75292550004087,101.7510274000233,102.75292550004087,101.7510274000233,102.75292550004087,right,1,101.7510274000233,None,101.7510274000233,None,101.7510274000233,102.25315910007339,101.7510274000233,102.25315910007339,101.7510274000233,102.25315910007339,101.7510274000233,102.25315910007339,101.7510274000233,None,0.23899940005503595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12004,001,2024_Jun_13_1348,nback,2021.2.3,59.74625765910863,
2-back,instructions\back-2.png,conditions\2back-p.xlsx,instructions\2-BACK.png,"(25, 15)",practice,2,1,stim\yellow.png,stim\gray.png,stim\gray.png,stim\gray.png,down,0,0,0,0,0,2,2,2,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,103.2533236000454,104.2549977999879,103.2533236000454,104.2549977999879,103.2533236000454,104.2549977999879,103.2533236000454,104.2549977999879,down,1,103.2533236000454,None,103.2533236000454,None,103.2533236000454,103.75398860010318,103.2533236000454,103.75398860010318,103.2533236000454,103.75398860010318,103.2533236000454,103.75398860010318,103.2533236000454,None,0.20286930003203452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12004,001,2024_Jun_13_1348,nback,2021.2.3,59.74625765910863,
2-back,instructions\back-2.png,conditions\2back-p.xlsx,instructions\2-BACK.png,"(25, 15)",practice,2,4,stim\gray.png,stim\gray.png,stim\gray.png,stim\yellow.png,left,0,0,0,0,0,2,2,2,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,104.75543880008627,105.75732600002084,104.75543880008627,105.75732600002084,104.75543880008627,105.75732600002084,104.75543880008627,105.75732600002084,left,1,104.75543880008627,None,104.75543880008627,None,104.75543880008627,105.25645850005094,104.75543880008627,105.25645850005094,104.75543880008627,105.25645850005094,104.75543880008627,105.25645850005094,104.75543880008627,None,0.2671473999507725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12004,001,2024_Jun_13_1348,nback,2021.2.3,59.74625765910863,
2-back,instructions\back-2.png,conditions\2back-p.xlsx,instructions\2-BACK.png,"(25, 15)",practice,2,3,stim\gray.png,stim\gray.png,stim\yellow.png,stim\gray.png,up,0,0,0,0,0,2,2,2,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,106.24122780002654,107.24362070008647,106.24122780002654,107.24362070008647,106.24122780002654,107.24362070008647,106.24122780002654,107.24362070008647,up,1,106.24122780002654,None,106.24122780002654,None,106.24122780002654,106.7419011000311,106.24122780002654,106.7419011000311,106.24122780002654,106.7419011000311,106.24122780002654,106.7419011000311,106.24122780002654,None,0.21299799997359514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12004,001,2024_Jun_13_1348,nback,2021.2.3,59.74625765910863,
2-back,instructions\back-2.png,conditions\2back-p.xlsx,instructions\2-BACK.png,"(25, 15)",practice,2,3,stim\gray.png,stim\gray.png,stim\yellow.png,stim\gray.png,down,0,0,0,0,0,2,2,2,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,107.74397630000021,108.74590390000958,107.74397630000021,108.74590390000958,107.74397630000021,108.74590390000958,107.74397630000021,108.74590390000958,down,1,107.74397630000021,None,107.74397630000021,None,107.74397630000021,108.24415550008416,107.74397630000021,108.24415550008416,107.74397630000021,108.24415550008416,107.74397630000021,108.24415550008416,107.74397630000021,None,0.3107000000309199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12004,001,2024_Jun_13_1348,nback,2021.2.3,59.74625765910863,
2-back,instructions\back-2.png,conditions\2back-p.xlsx,instructions\2-BACK.png,"(25, 15)",practice,2,4,stim\gray.png,stim\gray.png,stim\gray.png,stim\yellow.png,right,0,0,0,0,0,2,2,2,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,109.24557950010058,110.24725010001566,109.24557950010058,110.24725010001566,109.24557950010058,110.24725010001566,109.24557950010058,110.24725010001566,right,1,109.24557950010058,None,109.24557950010058,None,109.24557950010058,109.74656980007421,109.24557950010058,109.74656980007421,109.24557950010058,109.74656980007421,109.24557950010058,109.74656980007421,109.24557950010058,None,0.24072589993011206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12004,001,2024_Jun_13_1348,nback,2021.2.3,59.74625765910863,
2-back,instructions\back-2.png,conditions\2back-p.xlsx,instructions\2-BACK.png,"(25, 15)",practice,2,1,stim\yellow.png,stim\gray.png,stim\gray.png,stim\gray.png,right,0,0,0,0,0,2,2,2,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,110.74816399998963,111.7505992000224,110.74816399998963,111.7505992000224,110.74816399998963,111.7505992000224,110.74816399998963,111.7505992000224,right,1,110.74816399998963,None,110.74816399998963,None,110.74816399998963,111.25032390002161,110.74816399998963,111.25032390002161,110.74816399998963,111.25032390002161,110.74816399998963,111.25032390002161,110.74816399998963,None,0.3220767999300733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12004,001,2024_Jun_13_1348,nback,2021.2.3,59.74625765910863,
2-back,instructions\back-2.png,conditions\2back-p.xlsx,instructions\2-BACK.png,"(25, 15)",practice,2,2,stim\gray.png,stim\yellow.png,stim\gray.png,stim\gray.png,down,0,0,0,0,0,2,2,2,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,112.25013390008826,113.25253380008508,112.25013390008826,113.25253380008508,112.25013390008826,113.25253380008508,112.25013390008826,113.25253380008508,down,1,112.25013390008826,None,112.25013390008826,None,112.25013390008826,112.75098770007025,112.25013390008826,112.75098770007025,112.25013390008826,112.75098770007025,112.25013390008826,112.75098770007025,112.25013390008826,None,0.19632760004606098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12004,001,2024_Jun_13_1348,nback,2021.2.3,59.74625765910863,
2-back,instructions\back-2.png,conditions\2back-p.xlsx,instructions\2-BACK.png,"(25, 15)",practice,2,4,stim\gray.png,stim\gray.png,stim\gray.png,stim\yellow.png,up,0,0,0,0,0,2,2,2,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,113.75305190007202,114.75396860006731,113.75305190007202,114.75396860006731,113.75305190007202,114.75396860006731,113.75305190007202,114.75396860006731,up,1,113.75305190007202,None,113.75305190007202,None,113.75305190007202,114.25345459999517,113.75305190007202,114.25345459999517,113.75305190007202,114.25345459999517,113.75305190007202,114.25345459999517,113.75305190007202,None,0.06944869994185865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12004,001,2024_Jun_13_1348,nback,2021.2.3,59.74625765910863,
2-back,instructions\back-2.png,conditions\2back-p.xlsx,instructions\2-BACK.png,"(25, 15)",practice,2,3,stim\gray.png,stim\gray.png,stim\yellow.png,stim\gray.png,left,0,0,0,0,0,2,2,2,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,115.25484040006995,116.25630500004627,115.25484040006995,116.25630500004627,115.25484040006995,116.25630500004627,115.25484040006995,116.25630500004627,left,1,115.25484040006995,None,115.25484040006995,None,115.25484040006995,115.75633070000913,115.25484040006995,115.75633070000913,115.25484040006995,115.75633070000913,115.25484040006995,115.75633070000913,115.25484040006995,None,0.16792030003853142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12004,001,2024_Jun_13_1348,nback,2021.2.3,59.74625765910863,
2-back,instructions\back-2.png,conditions\2back-p.xlsx,instructions\2-BACK.png,"(25, 15)",practice,2,1,stim\yellow.png,stim\gray.png,stim\gray.png,stim\gray.png,down,0,0,0,0,0,2,2,2,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,116.74047120008618,117.74198160006199,116.74047120008618,117.74198160006199,116.74047120008618,117.74198160006199,116.74047120008618,117.74198160006199,None,0,116.74047120008618,None,116.74047120008618,None,116.74047120008618,117.24113270000089,116.74047120008618,117.24113270000089,116.74047120008618,117.24113270000089,116.74047120008618,117.24113270000089,116.74047120008618,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12004,001,2024_Jun_13_1348,nback,2021.2.3,59.74625765910863,
