backseq,backinstr,backfile,instruction,Trialtype,back,number,P1,P2,P3,P4,corrAns,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,image.started,image.stopped,image_2.started,image_2.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,image_3.started,image_3.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,image_4.started,image_4.stopped,text.started,text.stopped,H1.started,H1.stopped,H2.started,H2.stopped,H3.started,H3.stopped,H4.started,H4.stopped,key_resp_3.keys,key_resp_3.corr,key_resp_3.started,key_resp_3.stopped,text_4.started,text_4.stopped,F1.started,F1.stopped,F2.started,F2.stopped,F3.started,F3.stopped,F4.started,F4.stopped,image_7.started,image_7.stopped,key_resp_3.rt,text_5.started,text_5.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,image_5.started,image_5.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,key_resp_5.keys,key_resp_5.corr,key_resp_5.started,key_resp_5.stopped,text_3.started,text_3.stopped,H1_2.started,H1_2.stopped,H2_2.started,H2_2.stopped,H3_2.started,H3_2.stopped,H4_2.started,H4_2.stopped,F1_2.started,F1_2.stopped,F2_2.started,F2_2.stopped,F3_2.started,F3_2.stopped,F4_2.started,F4_2.stopped,image_8.started,image_8.stopped,key_resp_5.rt,text_2.started,text_2.stopped,image_6.started,image_6.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1-back,instructions\back-1.png,conditions\12back-e.xlsx,,experiment,1,1,stim\yellow.png,stim\gray.png,stim\gray.png,stim\gray.png,down,,,,,,,,,,,,,0,1,1,6,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,217.21514880000177,None,217.21514880000177,None,217.21514880000177,218.21684079999977,217.21514880000177,218.21684079999977,217.21514880000177,218.21684079999977,217.21514880000177,218.21684079999977,217.21514880000177,217.7152045000039,217.21514880000177,217.7152045000039,217.21514880000177,217.7152045000039,217.21514880000177,217.7152045000039,217.21514880000177,None,,,,,,11003,001,2023_Dec_29_1211,nback,2021.2.3,59.51321758807262,
1-back,instructions\back-1.png,conditions\12back-e.xlsx,,experiment,1,2,stim\gray.png,stim\yellow.png,stim\gray.png,stim\gray.png,up,,,,,,,,,,,,,0,1,1,6,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0,218.7167002999995,None,218.7167002999995,None,218.7167002999995,219.7192320000031,218.7167002999995,219.7192320000031,218.7167002999995,219.7192320000031,218.7167002999995,219.7192320000031,218.7167002999995,219.21877980000136,218.7167002999995,219.21877980000136,218.7167002999995,219.21877980000136,218.7167002999995,219.21877980000136,218.7167002999995,None,1.3012118999977247,,,,,11003,001,2023_Dec_29_1211,nback,2021.2.3,59.51321758807262,
1-back,instructions\back-1.png,conditions\12back-e.xlsx,,experiment,1,1,stim\yellow.png,stim\gray.png,stim\gray.png,stim\gray.png,left,,,,,,,,,,,,,0,1,1,6,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,220.2188731999995,None,220.2188731999995,None,220.2188731999995,221.22065809999913,220.2188731999995,221.22065809999913,220.2188731999995,221.22065809999913,220.2188731999995,221.22065809999913,220.2188731999995,220.71999900000083,220.2188731999995,220.71999900000083,220.2188731999995,220.71999900000083,220.2188731999995,220.71999900000083,220.2188731999995,None,,,,,,11003,001,2023_Dec_29_1211,nback,2021.2.3,59.51321758807262,
1-back,instructions\back-1.png,conditions\12back-e.xlsx,,experiment,1,3,stim\gray.png,stim\gray.png,stim\yellow.png,stim\gray.png,up,,,,,,,,,,,,,0,1,1,6,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,221.72206729999743,None,221.72206729999743,None,221.72206729999743,222.7233008999974,221.72206729999743,222.7233008999974,221.72206729999743,222.7233008999974,221.72206729999743,222.7233008999974,221.72206729999743,222.2227208999975,221.72206729999743,222.2227208999975,221.72206729999743,222.2227208999975,221.72206729999743,222.2227208999975,221.72206729999743,None,,,,,,11003,001,2023_Dec_29_1211,nback,2021.2.3,59.51321758807262,
1-back,instructions\back-1.png,conditions\12back-e.xlsx,,experiment,1,2,stim\gray.png,stim\yellow.png,stim\gray.png,stim\gray.png,right,,,,,,,,,,,,,0,1,1,6,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,223.22381080000196,None,223.22381080000196,None,223.22381080000196,224.22514149999915,223.22381080000196,224.22514149999915,223.22381080000196,224.22514149999915,223.22381080000196,224.22514149999915,223.22381080000196,223.72426879999693,223.22381080000196,223.72426879999693,223.22381080000196,223.72426879999693,223.22381080000196,223.72426879999693,223.22381080000196,None,0.7613318999938201,,,,,11003,001,2023_Dec_29_1211,nback,2021.2.3,59.51321758807262,
1-back,instructions\back-1.png,conditions\12back-e.xlsx,,experiment,1,4,stim\gray.png,stim\gray.png,stim\gray.png,stim\yellow.png,left,,,,,,,,,,,,,0,1,1,6,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,224.7257815999983,None,224.7257815999983,None,224.7257815999983,225.72787329999846,224.7257815999983,225.72787329999846,224.7257815999983,225.72787329999846,224.7257815999983,225.72787329999846,224.7257815999983,225.2262916000036,224.7257815999983,225.2262916000036,224.7257815999983,225.2262916000036,224.7257815999983,225.2262916000036,224.7257815999983,None,,,,,,11003,001,2023_Dec_29_1211,nback,2021.2.3,59.51321758807262,
1-back,instructions\back-1.png,conditions\12back-e.xlsx,,,,,,,,,,,,,,,,,,,,,,0,1,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.21199850000266,None,,,11003,001,2023_Dec_29_1211,nback,2021.2.3,59.51321758807262,
1-back,instructions\back-1.png,conditions\10back-e.xlsx,,experiment,1,3,stim\gray.png,stim\gray.png,stim\yellow.png,stim\gray.png,None,,,,,,,,,,,,,0,2,2,1,0,0,0,0,,,,,,,,,,,,,,,227.32953380000254,231.83711459999904,231.81942439999693,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,1,232.23725879999984,None,232.23725879999984,None,232.23725879999984,233.23844670000108,232.23725879999984,233.23844670000108,232.23725879999984,233.23844670000108,232.23725879999984,233.23844670000108,232.23725879999984,232.73757099999784,232.23725879999984,232.73757099999784,232.23725879999984,232.73757099999784,232.23725879999984,232.73757099999784,232.23725879999984,None,,,,,,11003,001,2023_Dec_29_1211,nback,2021.2.3,59.51321758807262,
1-back,instructions\back-1.png,conditions\10back-e.xlsx,,experiment,1,4,stim\gray.png,stim\gray.png,stim\gray.png,stim\yellow.png,right,,,,,,,,,,,,,0,2,2,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,233.722528899998,None,233.722528899998,None,233.722528899998,234.72437440000067,233.722528899998,234.72437440000067,233.722528899998,234.72437440000067,233.722528899998,234.72437440000067,233.722528899998,234.22443419999763,233.722528899998,234.22443419999763,233.722528899998,234.22443419999763,233.722528899998,234.22443419999763,233.722528899998,None,0.7669251000043005,,,,,11003,001,2023_Dec_29_1211,nback,2021.2.3,59.51321758807262,
1-back,instructions\back-1.png,conditions\10back-e.xlsx,,experiment,1,4,stim\gray.png,stim\gray.png,stim\gray.png,stim\yellow.png,down,,,,,,,,,,,,,0,2,2,1,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,down,1,235.22456989999773,None,235.22456989999773,None,235.22456989999773,236.2260224999991,235.22456989999773,236.2260224999991,235.22456989999773,236.2260224999991,235.22456989999773,236.2260224999991,235.22456989999773,235.72595759999967,235.22456989999773,235.72595759999967,235.22456989999773,235.72595759999967,235.22456989999773,235.72595759999967,235.22456989999773,None,1.1286576999991667,,,,,11003,001,2023_Dec_29_1211,nback,2021.2.3,59.51321758807262,
1-back,instructions\back-1.png,conditions\10back-e.xlsx,,experiment,1,2,stim\gray.png,stim\yellow.png,stim\gray.png,stim\gray.png,down,,,,,,,,,,,,,0,2,2,1,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,down,1,236.7268385999996,None,236.7268385999996,None,236.7268385999996,237.72886550000112,236.7268385999996,237.72886550000112,236.7268385999996,237.72886550000112,236.7268385999996,237.72886550000112,236.7268385999996,237.22764150000148,236.7268385999996,237.22764150000148,236.7268385999996,237.22764150000148,236.7268385999996,237.22764150000148,236.7268385999996,None,1.1465042999989237,,,,,11003,001,2023_Dec_29_1211,nback,2021.2.3,59.51321758807262,
1-back,instructions\back-1.png,conditions\10back-e.xlsx,,experiment,1,1,stim\yellow.png,stim\gray.png,stim\gray.png,stim\gray.png,left,,,,,,,,,,,,,0,2,2,1,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,238.2132281000013,None,238.2132281000013,None,238.2132281000013,239.214559,238.2132281000013,239.214559,238.2132281000013,239.214559,238.2132281000013,239.214559,238.2132281000013,238.71359369999846,238.2132281000013,238.71359369999846,238.2132281000013,238.71359369999846,238.2132281000013,238.71359369999846,238.2132281000013,None,1.332453399998485,,,,,11003,001,2023_Dec_29_1211,nback,2021.2.3,59.51321758807262,
1-back,instructions\back-1.png,conditions\10back-e.xlsx,,experiment,1,2,stim\gray.png,stim\yellow.png,stim\gray.png,stim\gray.png,up,,,,,,,,,,,,,0,2,2,1,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up,1,239.71461629999976,None,239.71461629999976,None,239.71461629999976,240.71683789999952,239.71461629999976,240.71683789999952,239.71461629999976,240.71683789999952,239.71461629999976,240.71683789999952,239.71461629999976,240.21637120000378,239.71461629999976,240.21637120000378,239.71461629999976,240.21637120000378,239.71461629999976,240.21637120000378,239.71461629999976,None,1.4546914999955334,,,,,11003,001,2023_Dec_29_1211,nback,2021.2.3,59.51321758807262,
1-back,instructions\back-1.png,conditions\10back-e.xlsx,,experiment,1,3,stim\gray.png,stim\gray.png,stim\yellow.png,stim\gray.png,left,,,,,,,,,,,,,0,2,2,1,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up,0,241.21694749999733,None,241.21694749999733,None,241.21694749999733,242.219010300003,241.21694749999733,242.219010300003,241.21694749999733,242.219010300003,241.21694749999733,242.219010300003,241.21694749999733,241.71733759999915,241.21694749999733,241.71733759999915,241.21694749999733,241.71733759999915,241.21694749999733,241.71733759999915,241.21694749999733,None,1.4163924000022234,,,,,11003,001,2023_Dec_29_1211,nback,2021.2.3,59.51321758807262,
1-back,instructions\back-1.png,conditions\10back-e.xlsx,,experiment,1,4,stim\gray.png,stim\gray.png,stim\gray.png,stim\yellow.png,right,,,,,,,,,,,,,0,2,2,1,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0,242.7189911000023,None,242.7189911000023,None,242.7189911000023,243.72061360000225,242.7189911000023,243.72061360000225,242.7189911000023,243.72061360000225,242.7189911000023,243.72061360000225,242.7189911000023,243.22082260000025,242.7189911000023,243.22082260000025,242.7189911000023,243.22082260000025,242.7189911000023,243.22082260000025,242.7189911000023,None,0.4027656000034767,,,,,11003,001,2023_Dec_29_1211,nback,2021.2.3,59.51321758807262,
1-back,instructions\back-1.png,conditions\10back-e.xlsx,,experiment,1,1,stim\yellow.png,stim\gray.png,stim\gray.png,stim\gray.png,down,,,,,,,,,,,,,0,2,2,1,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,244.2212545000002,None,244.2212545000002,None,244.2212545000002,245.22281430000294,244.2212545000002,245.22281430000294,244.2212545000002,245.22281430000294,244.2212545000002,245.22281430000294,244.2212545000002,244.72195430000284,244.2212545000002,244.72195430000284,244.2212545000002,244.72195430000284,244.2212545000002,244.72195430000284,244.2212545000002,None,,,,,,11003,001,2023_Dec_29_1211,nback,2021.2.3,59.51321758807262,
1-back,instructions\back-1.png,conditions\10back-e.xlsx,,experiment,1,3,stim\gray.png,stim\gray.png,stim\yellow.png,stim\gray.png,up,,,,,,,,,,,,,0,2,2,1,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,245.7235148999971,None,245.7235148999971,None,245.7235148999971,246.7256200999982,245.7235148999971,246.7256200999982,245.7235148999971,246.7256200999982,245.7235148999971,246.7256200999982,245.7235148999971,246.22499780000362,245.7235148999971,246.22499780000362,245.7235148999971,246.22499780000362,245.7235148999971,246.22499780000362,245.7235148999971,None,,,,,,11003,001,2023_Dec_29_1211,nback,2021.2.3,59.51321758807262,
1-back,instructions\back-1.png,conditions\10back-e.xlsx,,experiment,1,1,stim\yellow.png,stim\gray.png,stim\gray.png,stim\gray.png,right,,,,,,,,,,,,,0,2,2,1,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,down,0,247.22564090000378,None,247.22564090000378,None,247.22564090000378,248.2271774000037,247.22564090000378,248.2271774000037,247.22564090000378,248.2271774000037,247.22564090000378,248.2271774000037,247.22564090000378,247.72657600000093,247.22564090000378,247.72657600000093,247.22564090000378,247.72657600000093,247.22564090000378,247.72657600000093,247.22564090000378,None,0.4719815999997081,,,,,11003,001,2023_Dec_29_1211,nback,2021.2.3,59.51321758807262,
1-back,instructions\back-1.png,conditions\10back-e.xlsx,,experiment,1,2,stim\gray.png,stim\yellow.png,stim\gray.png,stim\gray.png,up,,,,,,,,,,,,,0,2,2,1,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0,248.7112433000002,None,248.7112433000002,None,248.7112433000002,249.713347900004,248.7112433000002,249.713347900004,248.7112433000002,249.713347900004,248.7112433000002,249.713347900004,248.7112433000002,249.2121236000021,248.7112433000002,249.2121236000021,248.7112433000002,249.2121236000021,248.7112433000002,249.2121236000021,248.7112433000002,None,0.8820513999962714,,,,,11003,001,2023_Dec_29_1211,nback,2021.2.3,59.51321758807262,
1-back,instructions\back-1.png,conditions\10back-e.xlsx,,experiment,1,4,stim\gray.png,stim\gray.png,stim\gray.png,stim\yellow.png,left,,,,,,,,,,,,,0,2,2,1,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,250.21355310000217,None,250.21355310000217,None,250.21355310000217,251.21516659999907,250.21355310000217,251.21516659999907,250.21355310000217,251.21516659999907,250.21355310000217,251.21516659999907,250.21355310000217,250.71550769999885,250.21355310000217,250.71550769999885,250.21355310000217,250.71550769999885,250.21355310000217,250.71550769999885,250.21355310000217,None,,,,,,11003,001,2023_Dec_29_1211,nback,2021.2.3,59.51321758807262,
1-back,instructions\back-1.png,conditions\10back-e.xlsx,,experiment,1,3,stim\gray.png,stim\gray.png,stim\yellow.png,stim\gray.png,down,,,,,,,,,,,,,0,2,2,1,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0,251.71630710000318,None,251.71630710000318,None,251.71630710000318,252.71716240000387,251.71630710000318,252.71716240000387,251.71630710000318,252.71716240000387,251.71630710000318,252.71716240000387,251.71630710000318,252.21676090000255,251.71630710000318,252.21676090000255,251.71630710000318,252.21676090000255,251.71630710000318,252.21676090000255,251.71630710000318,None,1.157303600004525,,,,,11003,001,2023_Dec_29_1211,nback,2021.2.3,59.51321758807262,
1-back,instructions\back-1.png,conditions\10back-e.xlsx,,experiment,1,1,stim\yellow.png,stim\gray.png,stim\gray.png,stim\gray.png,right,,,,,,,,,,,,,0,2,2,1,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,253.21795399999974,None,253.21795399999974,None,253.21795399999974,254.2193477999972,253.21795399999974,254.2193477999972,253.21795399999974,254.2193477999972,253.21795399999974,254.2193477999972,253.21795399999974,253.7185871000038,253.21795399999974,253.7185871000038,253.21795399999974,253.7185871000038,253.21795399999974,253.7185871000038,253.21795399999974,None,1.351470400004473,,,,,11003,001,2023_Dec_29_1211,nback,2021.2.3,59.51321758807262,
1-back,instructions\back-1.png,conditions\10back-e.xlsx,,experiment,1,2,stim\gray.png,stim\yellow.png,stim\gray.png,stim\gray.png,up,,,,,,,,,,,,,0,2,2,1,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up,1,254.72081350000371,None,254.72081350000371,None,254.72081350000371,255.72253490000003,254.72081350000371,255.72253490000003,254.72081350000371,255.72253490000003,254.72081350000371,255.72253490000003,254.72081350000371,255.22153960000287,254.72081350000371,255.22153960000287,254.72081350000371,255.22153960000287,254.72081350000371,255.22153960000287,254.72081350000371,None,1.0015051000009407,,,,,11003,001,2023_Dec_29_1211,nback,2021.2.3,59.51321758807262,
1-back,instructions\back-1.png,conditions\10back-e.xlsx,,experiment,1,3,stim\gray.png,stim\gray.png,stim\yellow.png,stim\gray.png,left,,,,,,,,,,,,,0,2,2,1,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,256.2221838999976,None,256.2221838999976,None,256.2221838999976,257.2244905999978,256.2221838999976,257.2244905999978,256.2221838999976,257.2244905999978,256.2221838999976,257.2244905999978,256.2221838999976,256.724718999998,256.2221838999976,256.724718999998,256.2221838999976,256.724718999998,256.2221838999976,256.724718999998,256.2221838999976,None,,,,,,11003,001,2023_Dec_29_1211,nback,2021.2.3,59.51321758807262,
1-back,instructions\back-1.png,conditions\10back-e.xlsx,,experiment,1,2,stim\gray.png,stim\yellow.png,stim\gray.png,stim\gray.png,right,,,,,,,,,,,,,0,2,2,1,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,257.72468579999986,None,257.72468579999986,None,257.72468579999986,258.7261548000024,257.72468579999986,258.7261548000024,257.72468579999986,258.7261548000024,257.72468579999986,258.7261548000024,257.72468579999986,258.2250930000009,257.72468579999986,258.2250930000009,257.72468579999986,258.2250930000009,257.72468579999986,258.2250930000009,257.72468579999986,None,1.0534635000003618,,,,,11003,001,2023_Dec_29_1211,nback,2021.2.3,59.51321758807262,
1-back,instructions\back-1.png,conditions\10back-e.xlsx,,experiment,1,1,stim\yellow.png,stim\gray.png,stim\gray.png,stim\gray.png,left,,,,,,,,,,,,,0,2,2,1,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,259.2267770000035,None,259.2267770000035,None,259.2267770000035,260.2289512999996,259.2267770000035,260.2289512999996,259.2267770000035,260.2289512999996,259.2267770000035,260.2289512999996,259.2267770000035,259.72839009999734,259.2267770000035,259.72839009999734,259.2267770000035,259.72839009999734,259.2267770000035,259.72839009999734,259.2267770000035,None,,,,,,11003,001,2023_Dec_29_1211,nback,2021.2.3,59.51321758807262,
1-back,instructions\back-1.png,conditions\10back-e.xlsx,,experiment,1,4,stim\gray.png,stim\gray.png,stim\gray.png,stim\yellow.png,up,,,,,,,,,,,,,0,2,2,1,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up,1,260.71262790000037,None,260.71262790000037,None,260.71262790000037,261.7141341000024,260.71262790000037,261.7141341000024,260.71262790000037,261.7141341000024,260.71262790000037,261.7141341000024,260.71262790000037,261.2132980000024,260.71262790000037,261.2132980000024,260.71262790000037,261.2132980000024,260.71262790000037,261.2132980000024,260.71262790000037,None,0.9205753999995068,,,,,11003,001,2023_Dec_29_1211,nback,2021.2.3,59.51321758807262,
1-back,instructions\back-1.png,conditions\10back-e.xlsx,,,,,,,,,,,,,,,,,,,,,,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.2146422000005,None,,,11003,001,2023_Dec_29_1211,nback,2021.2.3,59.51321758807262,
0-back,instructions\back-0.png,conditions\04back-e.xlsx,,experiment,0,3,stim\gray.png,stim\gray.png,stim\yellow.png,stim\gray.png,right,,,,,,,,,,,,,0,3,3,13,0,0,0,0,,,,,,,,,,,,,,,263.34948129999975,267.8583701000025,267.8236173000041,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,268.24128290000226,None,268.24128290000226,None,268.24128290000226,269.24249460000283,268.24128290000226,269.24249460000283,268.24128290000226,269.24249460000283,268.24128290000226,269.24249460000283,268.24128290000226,268.74084920000314,268.24128290000226,268.74084920000314,268.24128290000226,268.74084920000314,268.24128290000226,268.74084920000314,268.24128290000226,None,0.49663090000103693,,,,,11003,001,2023_Dec_29_1211,nback,2021.2.3,59.51321758807262,
0-back,instructions\back-0.png,conditions\04back-e.xlsx,,experiment,0,1,stim\yellow.png,stim\gray.png,stim\gray.png,stim\gray.png,up,,,,,,,,,,,,,0,3,3,13,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up,1,269.7261671000015,None,269.7261671000015,None,269.7261671000015,270.727266300004,269.7261671000015,270.727266300004,269.7261671000015,270.727266300004,269.7261671000015,270.727266300004,269.7261671000015,270.22694110000157,269.7261671000015,270.22694110000157,269.7261671000015,270.22694110000157,269.7261671000015,270.22694110000157,269.7261671000015,None,0.5715168000024278,,,,,11003,001,2023_Dec_29_1211,nback,2021.2.3,59.51321758807262,
0-back,instructions\back-0.png,conditions\04back-e.xlsx,,experiment,0,2,stim\gray.png,stim\yellow.png,stim\gray.png,stim\gray.png,left,,,,,,,,,,,,,0,3,3,13,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,271.2120464000036,None,271.2120464000036,None,271.2120464000036,272.21296040000016,271.2120464000036,272.21296040000016,271.2120464000036,272.21296040000016,271.2120464000036,272.21296040000016,271.2120464000036,271.71281859999726,271.2120464000036,271.71281859999726,271.2120464000036,271.71281859999726,271.2120464000036,271.71281859999726,271.2120464000036,None,0.42181300000083866,,,,,11003,001,2023_Dec_29_1211,nback,2021.2.3,59.51321758807262,
0-back,instructions\back-0.png,conditions\04back-e.xlsx,,experiment,0,3,stim\gray.png,stim\gray.png,stim\yellow.png,stim\gray.png,right,,,,,,,,,,,,,0,3,3,13,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,272.7141333000036,None,272.7141333000036,None,272.7141333000036,273.71494959999836,272.7141333000036,273.71494959999836,272.7141333000036,273.71494959999836,272.7141333000036,273.71494959999836,272.7141333000036,273.2152619999979,272.7141333000036,273.2152619999979,272.7141333000036,273.2152619999979,272.7141333000036,273.2152619999979,272.7141333000036,None,0.5272585999991861,,,,,11003,001,2023_Dec_29_1211,nback,2021.2.3,59.51321758807262,
0-back,instructions\back-0.png,conditions\04back-e.xlsx,,experiment,0,3,stim\gray.png,stim\gray.png,stim\yellow.png,stim\gray.png,right,,,,,,,,,,,,,0,3,3,13,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,274.21565949999786,None,274.21565949999786,None,274.21565949999786,275.2173533000023,274.21565949999786,275.2173533000023,274.21565949999786,275.2173533000023,274.21565949999786,275.2173533000023,274.21565949999786,274.7170416000008,274.21565949999786,274.7170416000008,274.21565949999786,274.7170416000008,274.21565949999786,274.7170416000008,274.21565949999786,None,0.6258356999969692,,,,,11003,001,2023_Dec_29_1211,nback,2021.2.3,59.51321758807262,
0-back,instructions\back-0.png,conditions\04back-e.xlsx,,experiment,0,2,stim\gray.png,stim\yellow.png,stim\gray.png,stim\gray.png,left,,,,,,,,,,,,,0,3,3,13,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,275.71846760000335,None,275.71846760000335,None,275.71846760000335,276.7201395000011,275.71846760000335,276.7201395000011,275.71846760000335,276.7201395000011,275.71846760000335,276.7201395000011,275.71846760000335,276.21872379999695,275.71846760000335,276.21872379999695,275.71846760000335,276.21872379999695,275.71846760000335,276.21872379999695,275.71846760000335,None,0.4590511999995215,,,,,11003,001,2023_Dec_29_1211,nback,2021.2.3,59.51321758807262,
0-back,instructions\back-0.png,conditions\04back-e.xlsx,,experiment,0,2,stim\gray.png,stim\yellow.png,stim\gray.png,stim\gray.png,left,,,,,,,,,,,,,0,3,3,13,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,277.2201303000038,None,277.2201303000038,None,277.2201303000038,278.2228338999994,277.2201303000038,278.2228338999994,277.2201303000038,278.2228338999994,277.2201303000038,278.2228338999994,277.2201303000038,277.7221028999993,277.2201303000038,277.7221028999993,277.2201303000038,277.7221028999993,277.2201303000038,277.7221028999993,277.2201303000038,None,0.5415427000043564,,,,,11003,001,2023_Dec_29_1211,nback,2021.2.3,59.51321758807262,
0-back,instructions\back-0.png,conditions\04back-e.xlsx,,experiment,0,1,stim\yellow.png,stim\gray.png,stim\gray.png,stim\gray.png,up,,,,,,,,,,,,,0,3,3,13,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up,1,278.7231055000011,None,278.7231055000011,None,278.7231055000011,279.723865699998,278.7231055000011,279.723865699998,278.7231055000011,279.723865699998,278.7231055000011,279.723865699998,278.7231055000011,279.22340780000377,278.7231055000011,279.22340780000377,278.7231055000011,279.22340780000377,278.7231055000011,279.22340780000377,278.7231055000011,None,0.4544848000005004,,,,,11003,001,2023_Dec_29_1211,nback,2021.2.3,59.51321758807262,
