backseq,backinstr,backfile,instruction,Trialtype,back,number,P1,P2,P3,P4,corrAns,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,image.started,image.stopped,image_2.started,image_2.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,image_3.started,image_3.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,image_4.started,image_4.stopped,text.started,text.stopped,H1.started,H1.stopped,H2.started,H2.stopped,H3.started,H3.stopped,H4.started,H4.stopped,key_resp_3.keys,key_resp_3.corr,key_resp_3.started,key_resp_3.stopped,text_4.started,text_4.stopped,F1.started,F1.stopped,F2.started,F2.stopped,F3.started,F3.stopped,F4.started,F4.stopped,image_7.started,image_7.stopped,key_resp_3.rt,text_5.started,text_5.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,image_5.started,image_5.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,key_resp_5.keys,key_resp_5.corr,key_resp_5.started,key_resp_5.stopped,text_3.started,text_3.stopped,H1_2.started,H1_2.stopped,H2_2.started,H2_2.stopped,H3_2.started,H3_2.stopped,H4_2.started,H4_2.stopped,F1_2.started,F1_2.stopped,F2_2.started,F2_2.stopped,F3_2.started,F3_2.stopped,F4_2.started,F4_2.stopped,image_8.started,image_8.stopped,key_resp_5.rt,text_2.started,text_2.stopped,image_6.started,image_6.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0-back,instructions\back-0.png,conditions\01back-e.xlsx,,experiment,0,3,stim\gray.png,stim\gray.png,stim\yellow.png,stim\gray.png,right,,,,,,,,,,,,,0,5,5,4,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,353.7173358,None,353.7173358,None,353.7173358,354.7183420000001,353.7173358,354.7183420000001,353.7173358,354.7183420000001,353.7173358,354.7183420000001,353.7173358,354.21765569999843,353.7173358,354.21765569999843,353.7173358,354.21765569999843,353.7173358,354.21765569999843,353.7173358,None,0.5884998999972595,,,,,11003,001,2023_Dec_29_1211,nback,2021.2.3,59.51321758807262,
0-back,instructions\back-0.png,conditions\01back-e.xlsx,,experiment,0,3,stim\gray.png,stim\gray.png,stim\yellow.png,stim\gray.png,right,,,,,,,,,,,,,0,5,5,4,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,355.21907479999936,None,355.21907479999936,None,355.21907479999936,356.22051959999953,355.21907479999936,356.22051959999953,355.21907479999936,356.22051959999953,355.21907479999936,356.22051959999953,355.21907479999936,355.71984130000055,355.21907479999936,355.71984130000055,355.21907479999936,355.71984130000055,355.21907479999936,355.71984130000055,355.21907479999936,None,0.46254010000120616,,,,,11003,001,2023_Dec_29_1211,nback,2021.2.3,59.51321758807262,
0-back,instructions\back-0.png,conditions\01back-e.xlsx,,experiment,0,1,stim\yellow.png,stim\gray.png,stim\gray.png,stim\gray.png,up,,,,,,,,,,,,,0,5,5,4,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up,1,356.72110090000206,None,356.72110090000206,None,356.72110090000206,357.7233953000032,356.72110090000206,357.7233953000032,356.72110090000206,357.7233953000032,356.72110090000206,357.7233953000032,356.72110090000206,357.2226582000003,356.72110090000206,357.2226582000003,356.72110090000206,357.2226582000003,356.72110090000206,357.2226582000003,356.72110090000206,None,0.5603144999986398,,,,,11003,001,2023_Dec_29_1211,nback,2021.2.3,59.51321758807262,
0-back,instructions\back-0.png,conditions\01back-e.xlsx,,experiment,0,3,stim\gray.png,stim\gray.png,stim\yellow.png,stim\gray.png,right,,,,,,,,,,,,,0,5,5,4,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,358.22487060000276,None,358.22487060000276,None,358.22487060000276,359.2258836999972,358.22487060000276,359.2258836999972,358.22487060000276,359.2258836999972,358.22487060000276,359.2258836999972,358.22487060000276,358.72426989999803,358.22487060000276,358.72426989999803,358.22487060000276,358.72426989999803,358.22487060000276,358.72426989999803,358.22487060000276,None,0.49711109999770997,,,,,11003,001,2023_Dec_29_1211,nback,2021.2.3,59.51321758807262,
0-back,instructions\back-0.png,conditions\01back-e.xlsx,,experiment,0,1,stim\yellow.png,stim\gray.png,stim\gray.png,stim\gray.png,up,,,,,,,,,,,,,0,5,5,4,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up,1,359.7094180999993,None,359.7094180999993,None,359.7094180999993,360.7112672000003,359.7094180999993,360.7112672000003,359.7094180999993,360.7112672000003,359.7094180999993,360.7112672000003,359.7094180999993,360.20975290000206,359.7094180999993,360.20975290000206,359.7094180999993,360.20975290000206,359.7094180999993,360.20975290000206,359.7094180999993,None,0.5484396999963792,,,,,11003,001,2023_Dec_29_1211,nback,2021.2.3,59.51321758807262,
0-back,instructions\back-0.png,conditions\01back-e.xlsx,,experiment,0,4,stim\gray.png,stim\gray.png,stim\gray.png,stim\yellow.png,down,,,,,,,,,,,,,0,5,5,4,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,down,1,361.21119239999825,None,361.21119239999825,None,361.21119239999825,362.2127830000027,361.21119239999825,362.2127830000027,361.21119239999825,362.2127830000027,361.21119239999825,362.2127830000027,361.21119239999825,361.7119376999981,361.21119239999825,361.7119376999981,361.21119239999825,361.7119376999981,361.21119239999825,361.7119376999981,361.21119239999825,None,0.5193765000003623,,,,,11003,001,2023_Dec_29_1211,nback,2021.2.3,59.51321758807262,
0-back,instructions\back-0.png,conditions\01back-e.xlsx,,experiment,0,2,stim\gray.png,stim\yellow.png,stim\gray.png,stim\gray.png,left,,,,,,,,,,,,,0,5,5,4,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,362.7139699000036,None,362.7139699000036,None,362.7139699000036,363.7150599000015,362.7139699000036,363.7150599000015,362.7139699000036,363.7150599000015,362.7139699000036,363.7150599000015,362.7139699000036,363.214831199999,362.7139699000036,363.214831199999,362.7139699000036,363.214831199999,362.7139699000036,363.214831199999,362.7139699000036,None,0.43132340000011027,,,,,11003,001,2023_Dec_29_1211,nback,2021.2.3,59.51321758807262,
0-back,instructions\back-0.png,conditions\01back-e.xlsx,,experiment,0,1,stim\yellow.png,stim\gray.png,stim\gray.png,stim\gray.png,up,,,,,,,,,,,,,0,5,5,4,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up,1,364.2157998000039,None,364.2157998000039,None,364.2157998000039,365.2175716999991,364.2157998000039,365.2175716999991,364.2157998000039,365.2175716999991,364.2157998000039,365.2175716999991,364.2157998000039,364.7172333999988,364.2157998000039,364.7172333999988,364.2157998000039,364.7172333999988,364.2157998000039,364.7172333999988,364.2157998000039,None,0.7141906999968342,,,,,11003,001,2023_Dec_29_1211,nback,2021.2.3,59.51321758807262,
0-back,instructions\back-0.png,conditions\01back-e.xlsx,,experiment,0,2,stim\gray.png,stim\yellow.png,stim\gray.png,stim\gray.png,left,,,,,,,,,,,,,0,5,5,4,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,365.71870299999864,None,365.71870299999864,None,365.71870299999864,366.720169500004,365.71870299999864,366.720169500004,365.71870299999864,366.720169500004,365.71870299999864,366.720169500004,365.71870299999864,366.21857530000125,365.71870299999864,366.21857530000125,365.71870299999864,366.21857530000125,365.71870299999864,366.21857530000125,365.71870299999864,None,0.4990627000006498,,,,,11003,001,2023_Dec_29_1211,nback,2021.2.3,59.51321758807262,
0-back,instructions\back-0.png,conditions\01back-e.xlsx,,experiment,0,4,stim\gray.png,stim\gray.png,stim\gray.png,stim\yellow.png,down,,,,,,,,,,,,,0,5,5,4,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,down,1,367.2201997000011,None,367.2201997000011,None,367.2201997000011,368.2217638000002,367.2201997000011,368.2217638000002,367.2201997000011,368.2217638000002,367.2201997000011,368.2217638000002,367.2201997000011,367.72139430000243,367.2201997000011,367.72139430000243,367.2201997000011,367.72139430000243,367.2201997000011,367.72139430000243,367.2201997000011,None,0.5894894000011845,,,,,11003,001,2023_Dec_29_1211,nback,2021.2.3,59.51321758807262,
0-back,instructions\back-0.png,conditions\01back-e.xlsx,,experiment,0,2,stim\gray.png,stim\yellow.png,stim\gray.png,stim\gray.png,left,,,,,,,,,,,,,0,5,5,4,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,368.7224318000008,None,368.7224318000008,None,368.7224318000008,369.72447900000407,368.7224318000008,369.72447900000407,368.7224318000008,369.72447900000407,368.7224318000008,369.72447900000407,368.7224318000008,369.2237572000013,368.7224318000008,369.2237572000013,368.7224318000008,369.2237572000013,368.7224318000008,369.2237572000013,368.7224318000008,None,0.9521917000020039,,,,,11003,001,2023_Dec_29_1211,nback,2021.2.3,59.51321758807262,
0-back,instructions\back-0.png,conditions\01back-e.xlsx,,,,,,,,,,,,,,,,,,,,,,0,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.2247284999976,None,,,11003,001,2023_Dec_29_1211,nback,2021.2.3,59.51321758807262,
0-back,instructions\back-0.png,conditions\00back-e.xlsx,,experiment,0,3,stim\gray.png,stim\gray.png,stim\yellow.png,stim\gray.png,right,,,,,,,,,,,,,0,6,6,0,0,0,0,0,,,,,,,,,,,,,,,371.34371680000186,375.849607199998,375.81703910000215,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,376.2352403000041,None,376.2352403000041,None,376.2352403000041,377.2349924000009,376.2352403000041,377.2349924000009,376.2352403000041,377.2349924000009,376.2352403000041,377.2349924000009,376.2352403000041,376.7512014000022,376.2352403000041,376.7512014000022,376.2352403000041,376.7512014000022,376.2352403000041,376.7512014000022,376.2352403000041,None,0.526503799999773,,,,,11003,001,2023_Dec_29_1211,nback,2021.2.3,59.51321758807262,
0-back,instructions\back-0.png,conditions\00back-e.xlsx,,experiment,0,4,stim\gray.png,stim\gray.png,stim\gray.png,stim\yellow.png,down,,,,,,,,,,,,,0,6,6,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,down,1,377.7190084000031,None,377.7190084000031,None,377.7190084000031,378.7206320000041,377.7190084000031,378.7206320000041,377.7190084000031,378.7206320000041,377.7190084000031,378.7206320000041,377.7190084000031,378.21989320000284,377.7190084000031,378.21989320000284,377.7190084000031,378.21989320000284,377.7190084000031,378.21989320000284,377.7190084000031,None,0.8186033000019961,,,,,11003,001,2023_Dec_29_1211,nback,2021.2.3,59.51321758807262,
0-back,instructions\back-0.png,conditions\00back-e.xlsx,,experiment,0,1,stim\yellow.png,stim\gray.png,stim\gray.png,stim\gray.png,up,,,,,,,,,,,,,0,6,6,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up,1,379.2213417000021,None,379.2213417000021,None,379.2213417000021,380.223834299999,379.2213417000021,380.223834299999,379.2213417000021,380.223834299999,379.2213417000021,380.223834299999,379.2213417000021,379.722669200004,379.2213417000021,379.722669200004,379.2213417000021,379.722669200004,379.2213417000021,379.722669200004,379.2213417000021,None,0.572495100001106,,,,,11003,001,2023_Dec_29_1211,nback,2021.2.3,59.51321758807262,
0-back,instructions\back-0.png,conditions\00back-e.xlsx,,experiment,0,2,stim\gray.png,stim\yellow.png,stim\gray.png,stim\gray.png,left,,,,,,,,,,,,,0,6,6,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,380.72349309999845,None,380.72349309999845,None,380.72349309999845,381.7250763999982,380.72349309999845,381.7250763999982,380.72349309999845,381.7250763999982,380.72349309999845,381.7250763999982,380.72349309999845,381.2248682999998,380.72349309999845,381.2248682999998,380.72349309999845,381.2248682999998,380.72349309999845,381.2248682999998,380.72349309999845,None,0.33405219999986,,,,,11003,001,2023_Dec_29_1211,nback,2021.2.3,59.51321758807262,
0-back,instructions\back-0.png,conditions\00back-e.xlsx,,experiment,0,2,stim\gray.png,stim\yellow.png,stim\gray.png,stim\gray.png,left,,,,,,,,,,,,,0,6,6,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,382.225526299997,None,382.225526299997,None,382.225526299997,383.22792050000135,382.225526299997,383.22792050000135,382.225526299997,383.22792050000135,382.225526299997,383.22792050000135,382.225526299997,382.726559499999,382.225526299997,382.726559499999,382.225526299997,382.726559499999,382.225526299997,382.726559499999,382.225526299997,None,0.4879277000000002,,,,,11003,001,2023_Dec_29_1211,nback,2021.2.3,59.51321758807262,
0-back,instructions\back-0.png,conditions\00back-e.xlsx,,experiment,0,1,stim\yellow.png,stim\gray.png,stim\gray.png,stim\gray.png,up,,,,,,,,,,,,,0,6,6,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up,1,383.71115490000375,None,383.71115490000375,None,383.71115490000375,384.7128220000013,383.71115490000375,384.7128220000013,383.71115490000375,384.7128220000013,383.71115490000375,384.7128220000013,383.71115490000375,384.2124729999996,383.71115490000375,384.2124729999996,383.71115490000375,384.2124729999996,383.71115490000375,384.2124729999996,383.71115490000375,None,0.5065532000007806,,,,,11003,001,2023_Dec_29_1211,nback,2021.2.3,59.51321758807262,
0-back,instructions\back-0.png,conditions\00back-e.xlsx,,experiment,0,4,stim\gray.png,stim\gray.png,stim\gray.png,stim\yellow.png,down,,,,,,,,,,,,,0,6,6,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,down,1,385.21358319999854,None,385.21358319999854,None,385.21358319999854,386.2150973000025,385.21358319999854,386.2150973000025,385.21358319999854,386.2150973000025,385.21358319999854,386.2150973000025,385.21358319999854,385.71543810000003,385.21358319999854,385.71543810000003,385.21358319999854,385.71543810000003,385.21358319999854,385.71543810000003,385.21358319999854,None,0.42801930000132415,,,,,11003,001,2023_Dec_29_1211,nback,2021.2.3,59.51321758807262,
0-back,instructions\back-0.png,conditions\00back-e.xlsx,,experiment,0,3,stim\gray.png,stim\gray.png,stim\yellow.png,stim\gray.png,right,,,,,,,,,,,,,0,6,6,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,386.71596110000246,None,386.71596110000246,None,386.71596110000246,387.7179529999994,386.71596110000246,387.7179529999994,386.71596110000246,387.7179529999994,386.71596110000246,387.7179529999994,386.71596110000246,387.21652670000185,386.71596110000246,387.21652670000185,386.71596110000246,387.21652670000185,386.71596110000246,387.21652670000185,386.71596110000246,None,0.3415279000037117,,,,,11003,001,2023_Dec_29_1211,nback,2021.2.3,59.51321758807262,
0-back,instructions\back-0.png,conditions\00back-e.xlsx,,experiment,0,4,stim\gray.png,stim\gray.png,stim\gray.png,stim\yellow.png,down,,,,,,,,,,,,,0,6,6,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,down,1,388.21875430000364,None,388.21875430000364,None,388.21875430000364,389.22010330000194,388.21875430000364,389.22010330000194,388.21875430000364,389.22010330000194,388.21875430000364,389.22010330000194,388.21875430000364,388.7188266000012,388.21875430000364,388.7188266000012,388.21875430000364,388.7188266000012,388.21875430000364,388.7188266000012,388.21875430000364,None,0.4867087000020547,,,,,11003,001,2023_Dec_29_1211,nback,2021.2.3,59.51321758807262,
0-back,instructions\back-0.png,conditions\00back-e.xlsx,,experiment,0,3,stim\gray.png,stim\gray.png,stim\yellow.png,stim\gray.png,right,,,,,,,,,,,,,0,6,6,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,389.7207409000039,None,389.7207409000039,None,389.7207409000039,390.722775299997,389.7207409000039,390.722775299997,389.7207409000039,390.722775299997,389.7207409000039,390.722775299997,389.7207409000039,390.22100859999773,389.7207409000039,390.22100859999773,389.7207409000039,390.22100859999773,389.7207409000039,390.22100859999773,389.7207409000039,None,0.4731303999942611,,,,,11003,001,2023_Dec_29_1211,nback,2021.2.3,59.51321758807262,
0-back,instructions\back-0.png,conditions\00back-e.xlsx,,experiment,0,1,stim\yellow.png,stim\gray.png,stim\gray.png,stim\gray.png,up,,,,,,,,,,,,,0,6,6,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up,1,391.2223750999983,None,391.2223750999983,None,391.2223750999983,392.2239711000002,391.2223750999983,392.2239711000002,391.2223750999983,392.2239711000002,391.2223750999983,392.2239711000002,391.2223750999983,391.7240995000029,391.2223750999983,391.7240995000029,391.2223750999983,391.7240995000029,391.2223750999983,391.7240995000029,391.2223750999983,None,0.7001113000005716,,,,,11003,001,2023_Dec_29_1211,nback,2021.2.3,59.51321758807262,
0-back,instructions\back-0.png,conditions\00back-e.xlsx,,experiment,0,2,stim\gray.png,stim\yellow.png,stim\gray.png,stim\gray.png,left,,,,,,,,,,,,,0,6,6,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,392.7248627000008,None,392.7248627000008,None,392.7248627000008,393.7268133999969,392.7248627000008,393.7268133999969,392.7248627000008,393.7268133999969,392.7248627000008,393.7268133999969,392.7248627000008,393.2253847000029,392.7248627000008,393.2253847000029,392.7248627000008,393.2253847000029,392.7248627000008,393.2253847000029,392.7248627000008,None,0.48549980000098003,,,,,11003,001,2023_Dec_29_1211,nback,2021.2.3,59.51321758807262,
0-back,instructions\back-0.png,conditions\00back-e.xlsx,,experiment,0,3,stim\gray.png,stim\gray.png,stim\yellow.png,stim\gray.png,right,,,,,,,,,,,,,0,6,6,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,394.22683459999826,None,394.22683459999826,None,394.22683459999826,395.22934630000236,394.22683459999826,395.22934630000236,394.22683459999826,395.22934630000236,394.22683459999826,395.22934630000236,394.22683459999826,394.7276253000018,394.22683459999826,394.7276253000018,394.22683459999826,394.7276253000018,394.22683459999826,394.7276253000018,394.22683459999826,None,0.4470865999974194,,,,,11003,001,2023_Dec_29_1211,nback,2021.2.3,59.51321758807262,
0-back,instructions\back-0.png,conditions\00back-e.xlsx,,experiment,0,1,stim\yellow.png,stim\gray.png,stim\gray.png,stim\gray.png,up,,,,,,,,,,,,,0,6,6,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up,1,395.712408600004,None,395.712408600004,None,395.712408600004,396.7152180999983,395.712408600004,396.7152180999983,395.712408600004,396.7152180999983,395.712408600004,396.7152180999983,395.712408600004,396.2132582999984,395.712408600004,396.2132582999984,395.712408600004,396.2132582999984,395.712408600004,396.2132582999984,395.712408600004,None,0.44185250000009546,,,,,11003,001,2023_Dec_29_1211,nback,2021.2.3,59.51321758807262,
0-back,instructions\back-0.png,conditions\00back-e.xlsx,,experiment,0,4,stim\gray.png,stim\gray.png,stim\gray.png,stim\yellow.png,down,,,,,,,,,,,,,0,6,6,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,down,1,397.2146828000041,None,397.2146828000041,None,397.2146828000041,398.217204200002,397.2146828000041,398.217204200002,397.2146828000041,398.217204200002,397.2146828000041,398.217204200002,397.2146828000041,397.71537499999977,397.2146828000041,397.71537499999977,397.2146828000041,397.71537499999977,397.2146828000041,397.71537499999977,397.2146828000041,None,0.4188458000062383,,,,,11003,001,2023_Dec_29_1211,nback,2021.2.3,59.51321758807262,
0-back,instructions\back-0.png,conditions\00back-e.xlsx,,experiment,0,2,stim\gray.png,stim\yellow.png,stim\gray.png,stim\gray.png,left,,,,,,,,,,,,,0,6,6,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,398.71671929999866,None,398.71671929999866,None,398.71671929999866,399.7188602000024,398.71671929999866,399.7188602000024,398.71671929999866,399.7188602000024,398.71671929999866,399.7188602000024,398.71671929999866,399.2180412000016,398.71671929999866,399.2180412000016,398.71671929999866,399.2180412000016,398.71671929999866,399.2180412000016,398.71671929999866,None,0.3893175999983214,,,,,11003,001,2023_Dec_29_1211,nback,2021.2.3,59.51321758807262,
0-back,instructions\back-0.png,conditions\00back-e.xlsx,,experiment,0,1,stim\yellow.png,stim\gray.png,stim\gray.png,stim\gray.png,up,,,,,,,,,,,,,0,6,6,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up,1,400.21901929999876,None,400.21901929999876,None,400.21901929999876,401.2204714000036,400.21901929999876,401.2204714000036,400.21901929999876,401.2204714000036,400.21901929999876,401.2204714000036,400.21901929999876,400.7211185999986,400.21901929999876,400.7211185999986,400.21901929999876,400.7211185999986,400.21901929999876,400.7211185999986,400.21901929999876,None,0.5029560000039055,,,,,11003,001,2023_Dec_29_1211,nback,2021.2.3,59.51321758807262,
0-back,instructions\back-0.png,conditions\00back-e.xlsx,,experiment,0,2,stim\gray.png,stim\yellow.png,stim\gray.png,stim\gray.png,left,,,,,,,,,,,,,0,6,6,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,401.7213774999982,None,401.7213774999982,None,401.7213774999982,402.7234771000003,401.7213774999982,402.7234771000003,401.7213774999982,402.7234771000003,401.7213774999982,402.7234771000003,401.7213774999982,402.22322410000197,401.7213774999982,402.22322410000197,401.7213774999982,402.22322410000197,401.7213774999982,402.22322410000197,401.7213774999982,None,0.44852829999581445,,,,,11003,001,2023_Dec_29_1211,nback,2021.2.3,59.51321758807262,
0-back,instructions\back-0.png,conditions\00back-e.xlsx,,experiment,0,3,stim\gray.png,stim\gray.png,stim\yellow.png,stim\gray.png,right,,,,,,,,,,,,,0,6,6,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,403.22354220000125,None,403.22354220000125,None,403.22354220000125,404.2257536000034,403.22354220000125,404.2257536000034,403.22354220000125,404.2257536000034,403.22354220000125,404.2257536000034,403.22354220000125,403.7253275000039,403.22354220000125,403.7253275000039,403.22354220000125,403.7253275000039,403.22354220000125,403.7253275000039,403.22354220000125,None,0.314322500002163,,,,,11003,001,2023_Dec_29_1211,nback,2021.2.3,59.51321758807262,
0-back,instructions\back-0.png,conditions\00back-e.xlsx,,experiment,0,4,stim\gray.png,stim\gray.png,stim\gray.png,stim\yellow.png,down,,,,,,,,,,,,,0,6,6,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,down,1,404.7257841000028,None,404.7257841000028,None,404.7257841000028,405.72720500000287,404.7257841000028,405.72720500000287,404.7257841000028,405.72720500000287,404.7257841000028,405.72720500000287,404.7257841000028,405.22655020000093,404.7257841000028,405.22655020000093,404.7257841000028,405.22655020000093,404.7257841000028,405.22655020000093,404.7257841000028,None,0.47582320000219624,,,,,11003,001,2023_Dec_29_1211,nback,2021.2.3,59.51321758807262,
0-back,instructions\back-0.png,conditions\00back-e.xlsx,,,,,,,,,,,,,,,,,,,,,,0,6,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.2119806999981,None,,,11003,001,2023_Dec_29_1211,nback,2021.2.3,59.51321758807262,
2-back,instructions\back-2.png,conditions\23back-e.xlsx,,experiment,2,2,stim\gray.png,stim\yellow.png,stim\gray.png,stim\gray.png,None,,,,,,,,,,,,,0,7,7,9,0,0,0,0,,,,,,,,,,,,,,,407.3460791000034,411.85449700000026,411.78793759999826,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,1,412.23820729999716,None,412.23820729999716,None,412.23820729999716,413.23829390000174,412.23820729999716,413.23829390000174,412.23820729999716,413.23829390000174,412.23820729999716,413.23829390000174,412.23820729999716,412.73771229999693,412.23820729999716,412.73771229999693,412.23820729999716,412.73771229999693,412.23820729999716,412.73771229999693,412.23820729999716,None,,,,,,11003,001,2023_Dec_29_1211,nback,2021.2.3,59.51321758807262,
2-back,instructions\back-2.png,conditions\23back-e.xlsx,,experiment,2,4,stim\gray.png,stim\gray.png,stim\gray.png,stim\yellow.png,None,,,,,,,,,,,,,0,7,7,9,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,1,413.72311430000263,None,413.72311430000263,None,413.72311430000263,414.7248402999976,413.72311430000263,414.7248402999976,413.72311430000263,414.7248402999976,413.72311430000263,414.7248402999976,413.72311430000263,414.2237951999996,413.72311430000263,414.2237951999996,413.72311430000263,414.2237951999996,413.72311430000263,414.2237951999996,413.72311430000263,None,,,,,,11003,001,2023_Dec_29_1211,nback,2021.2.3,59.51321758807262,
2-back,instructions\back-2.png,conditions\23back-e.xlsx,,experiment,2,3,stim\gray.png,stim\gray.png,stim\yellow.png,stim\gray.png,left,,,,,,,,,,,,,0,7,7,9,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,415.22450630000094,None,415.22450630000094,None,415.22450630000094,416.2262117999999,415.22450630000094,416.2262117999999,415.22450630000094,416.2262117999999,415.22450630000094,416.2262117999999,415.22450630000094,415.72535829999833,415.22450630000094,415.72535829999833,415.22450630000094,415.72535829999833,415.22450630000094,415.72535829999833,415.22450630000094,None,1.3771001999994041,,,,,11003,001,2023_Dec_29_1211,nback,2021.2.3,59.51321758807262,
