backseq,backinstr,backfile,instruction,size_in,Trialtype,back,number,P1,P2,P3,P4,corrAns,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,image.started,image.stopped,image_2.started,image_2.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,image_3.started,image_3.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,image_4.started,image_4.stopped,text.started,text.stopped,H1.started,H1.stopped,H2.started,H2.stopped,H3.started,H3.stopped,H4.started,H4.stopped,key_resp_3.keys,key_resp_3.corr,key_resp_3.started,key_resp_3.stopped,text_4.started,text_4.stopped,F1.started,F1.stopped,F2.started,F2.stopped,F3.started,F3.stopped,F4.started,F4.stopped,image_7.started,image_7.stopped,key_resp_3.rt,text_5.started,text_5.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,image_5.started,image_5.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,text_3.started,text_3.stopped,H1_2.started,H1_2.stopped,H2_2.started,H2_2.stopped,H3_2.started,H3_2.stopped,H4_2.started,H4_2.stopped,F1_2.started,F1_2.stopped,F2_2.started,F2_2.stopped,F3_2.started,F3_2.stopped,F4_2.started,F4_2.stopped,image_8.started,image_8.stopped,text_2.started,text_2.stopped,image_6.started,image_6.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.871724099997664,None,12.840225100007956,None,space,1.1926740999915637,12.840225100007956,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12015,001,2024_Jun_22_1914,nback,2021.2.3,59.76196808099381,
0-back,instructions\back-0.png,conditions\0back-p.xlsx,instructions\0-BACK.png,"(15, 8)",practice,0,1,stim\yellow.png,stim\gray.png,stim\gray.png,stim\gray.png,up,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,14.108120699995197,None,space,10.954236800011131,14.108120699995197,None,25.259069000007003,29.76547759999812,29.714983400001074,None,30.182847699994454,31.183837400007178,30.182847699994454,31.183837400007178,30.182847699994454,31.183837400007178,30.182847699994454,31.183837400007178,None,0,30.182847699994454,None,30.182847699994454,None,30.182847699994454,30.68317489999754,30.182847699994454,30.68317489999754,30.182847699994454,30.68317489999754,30.182847699994454,30.68317489999754,30.182847699994454,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12015,001,2024_Jun_22_1914,nback,2021.2.3,59.76196808099381,
0-back,instructions\back-0.png,conditions\0back-p.xlsx,instructions\0-BACK.png,"(15, 8)",practice,0,2,stim\gray.png,stim\yellow.png,stim\gray.png,stim\gray.png,left,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,31.601006299999426,32.602945999999065,31.601006299999426,32.602945999999065,31.601006299999426,32.602945999999065,31.601006299999426,32.602945999999065,up,0,31.601006299999426,None,31.601006299999426,None,31.601006299999426,32.10205090000818,31.601006299999426,32.10205090000818,31.601006299999426,32.10205090000818,31.601006299999426,32.10205090000818,31.601006299999426,None,1.0974156000011135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12015,001,2024_Jun_22_1914,nback,2021.2.3,59.76196808099381,
0-back,instructions\back-0.png,conditions\0back-p.xlsx,instructions\0-BACK.png,"(15, 8)",practice,0,3,stim\gray.png,stim\gray.png,stim\yellow.png,stim\gray.png,right,0,0,0,0,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,33.10340970000834,34.10497070000565,33.10340970000834,34.10497070000565,33.10340970000834,34.10497070000565,33.10340970000834,34.10497070000565,None,0,33.10340970000834,None,33.10340970000834,None,33.10340970000834,33.60398200000054,33.10340970000834,33.60398200000054,33.10340970000834,33.60398200000054,33.10340970000834,33.60398200000054,33.10340970000834,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12015,001,2024_Jun_22_1914,nback,2021.2.3,59.76196808099381,
0-back,instructions\back-0.png,conditions\0back-p.xlsx,instructions\0-BACK.png,"(15, 8)",practice,0,4,stim\gray.png,stim\gray.png,stim\gray.png,stim\yellow.png,down,0,0,0,0,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,34.6054998000036,35.60696459999599,34.6054998000036,35.60696459999599,34.6054998000036,35.60696459999599,34.6054998000036,35.60696459999599,None,0,34.6054998000036,None,34.6054998000036,None,34.6054998000036,35.10636059999524,34.6054998000036,35.10636059999524,34.6054998000036,35.10636059999524,34.6054998000036,35.10636059999524,34.6054998000036,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12015,001,2024_Jun_22_1914,nback,2021.2.3,59.76196808099381,
0-back,instructions\back-0.png,conditions\0back-p.xlsx,instructions\0-BACK.png,"(15, 8)",practice,0,2,stim\gray.png,stim\yellow.png,stim\gray.png,stim\gray.png,left,0,0,0,0,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,36.10789410000143,37.10960019999766,36.10789410000143,37.10960019999766,36.10789410000143,37.10960019999766,36.10789410000143,37.10960019999766,left,1,36.10789410000143,None,36.10789410000143,None,36.10789410000143,36.60908510000445,36.10789410000143,36.60908510000445,36.10789410000143,36.60908510000445,36.10789410000143,36.60908510000445,36.10789410000143,None,0.8152216999878874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12015,001,2024_Jun_22_1914,nback,2021.2.3,59.76196808099381,
0-back,instructions\back-0.png,conditions\0back-p.xlsx,instructions\0-BACK.png,"(15, 8)",practice,0,1,stim\yellow.png,stim\gray.png,stim\gray.png,stim\gray.png,up,0,0,0,0,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,37.60993249999592,38.61182239999471,37.60993249999592,38.61182239999471,37.60993249999592,38.61182239999471,37.60993249999592,38.61182239999471,up,1,37.60993249999592,None,37.60993249999592,None,37.60993249999592,38.110862200002884,37.60993249999592,38.110862200002884,37.60993249999592,38.110862200002884,37.60993249999592,38.110862200002884,37.60993249999592,None,0.3285589000006439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12015,001,2024_Jun_22_1914,nback,2021.2.3,59.76196808099381,
0-back,instructions\back-0.png,conditions\0back-p.xlsx,instructions\0-BACK.png,"(15, 8)",practice,0,4,stim\gray.png,stim\gray.png,stim\gray.png,stim\yellow.png,down,0,0,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,39.09554449999996,40.09749770000053,39.09554449999996,40.09749770000053,39.09554449999996,40.09749770000053,39.09554449999996,40.09749770000053,down,1,39.09554449999996,None,39.09554449999996,None,39.09554449999996,39.59693739999784,39.09554449999996,39.59693739999784,39.09554449999996,39.59693739999784,39.09554449999996,39.59693739999784,39.09554449999996,None,1.1313036999927135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12015,001,2024_Jun_22_1914,nback,2021.2.3,59.76196808099381,
0-back,instructions\back-0.png,conditions\0back-p.xlsx,instructions\0-BACK.png,"(15, 8)",practice,0,3,stim\gray.png,stim\gray.png,stim\yellow.png,stim\gray.png,right,0,0,0,0,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,40.59783020000032,41.59983490000013,40.59783020000032,41.59983490000013,40.59783020000032,41.59983490000013,40.59783020000032,41.59983490000013,right,1,40.59783020000032,None,40.59783020000032,None,40.59783020000032,41.09869780000008,40.59783020000032,41.09869780000008,40.59783020000032,41.09869780000008,40.59783020000032,41.09869780000008,40.59783020000032,None,0.7654309000063222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12015,001,2024_Jun_22_1914,nback,2021.2.3,59.76196808099381,
0-back,instructions\back-0.png,conditions\0back-p.xlsx,instructions\0-BACK.png,"(15, 8)",practice,0,3,stim\gray.png,stim\gray.png,stim\yellow.png,stim\gray.png,right,0,0,0,0,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,42.10021940000297,43.101774199996726,42.10021940000297,43.101774199996726,42.10021940000297,43.101774199996726,42.10021940000297,43.101774199996726,right,1,42.10021940000297,None,42.10021940000297,None,42.10021940000297,42.6009011999995,42.10021940000297,42.6009011999995,42.10021940000297,42.6009011999995,42.10021940000297,42.6009011999995,42.10021940000297,None,0.5347646000009263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12015,001,2024_Jun_22_1914,nback,2021.2.3,59.76196808099381,
