backseq,backinstr,backfile,instruction,size_in,Trialtype,back,number,P1,P2,P3,P4,corrAns,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,image.started,image.stopped,image_2.started,image_2.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,image_3.started,image_3.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,image_4.started,image_4.stopped,text.started,text.stopped,H1.started,H1.stopped,H2.started,H2.stopped,H3.started,H3.stopped,H4.started,H4.stopped,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_4.started,text_4.stopped,F1.started,F1.stopped,F2.started,F2.stopped,F3.started,F3.stopped,F4.started,F4.stopped,image_7.started,image_7.stopped,text_5.started,text_5.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,image_5.started,image_5.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,key_resp_5.keys,key_resp_5.corr,key_resp_5.started,key_resp_5.stopped,text_3.started,text_3.stopped,H1_2.started,H1_2.stopped,H2_2.started,H2_2.stopped,H3_2.started,H3_2.stopped,H4_2.started,H4_2.stopped,F1_2.started,F1_2.stopped,F2_2.started,F2_2.stopped,F3_2.started,F3_2.stopped,F4_2.started,F4_2.stopped,image_8.started,image_8.stopped,key_resp_5.rt,text_2.started,text_2.stopped,image_6.started,image_6.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.43429759994615,None,17.370272999978624,None,space,2.8534337999881245,17.370272999978624,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12002,001,2024_Jun_02_1812,nback,2021.2.3,59.580659421210505,
0-back,instructions\back-0.png,conditions\0back-p.xlsx,instructions\0-BACK.png,"(15, 8)",practice,0,1,stim\yellow.png,stim\gray.png,stim\gray.png,stim\gray.png,up,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,20.32338209997397,None,space,4.209432800009381,20.32338209997397,None,24.780308199988212,29.288185099954717,29.221159699955024,None,29.654412199975923,30.656830799998716,29.654412199975923,30.656830799998716,29.654412199975923,30.656830799998716,29.654412199975923,30.656830799998716,up,1,0.6556098000146449,29.654412199975923,None,29.654412199975923,None,29.654412199975923,30.156154199969023,29.654412199975923,30.156154199969023,29.654412199975923,30.156154199969023,29.654412199975923,30.156154199969023,29.654412199975923,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12002,001,2024_Jun_02_1812,nback,2021.2.3,59.580659421210505,
0-back,instructions\back-0.png,conditions\0back-p.xlsx,instructions\0-BACK.png,"(15, 8)",practice,0,2,stim\gray.png,stim\yellow.png,stim\gray.png,stim\gray.png,left,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,31.073676299944054,32.075027099985164,31.073676299944054,32.075027099985164,31.073676299944054,32.075027099985164,31.073676299944054,32.075027099985164,left,1,0.5250911000184715,31.073676299944054,None,31.073676299944054,None,31.073676299944054,31.574870399956126,31.073676299944054,31.574870399956126,31.073676299944054,31.574870399956126,31.073676299944054,31.574870399956126,31.073676299944054,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12002,001,2024_Jun_02_1812,nback,2021.2.3,59.580659421210505,
0-back,instructions\back-0.png,conditions\0back-p.xlsx,instructions\0-BACK.png,"(15, 8)",practice,0,3,stim\gray.png,stim\gray.png,stim\yellow.png,stim\gray.png,right,0,0,0,0,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,32.55843169998843,33.561350199976005,32.55843169998843,33.561350199976005,32.55843169998843,33.561350199976005,32.55843169998843,33.561350199976005,right,1,0.37663990003056824,32.55843169998843,None,32.55843169998843,None,32.55843169998843,33.0597116999561,32.55843169998843,33.0597116999561,32.55843169998843,33.0597116999561,32.55843169998843,33.0597116999561,32.55843169998843,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12002,001,2024_Jun_02_1812,nback,2021.2.3,59.580659421210505,
0-back,instructions\back-0.png,conditions\0back-p.xlsx,instructions\0-BACK.png,"(15, 8)",practice,0,4,stim\gray.png,stim\gray.png,stim\gray.png,stim\yellow.png,down,0,0,0,0,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,34.06109629996354,35.062573299976066,34.06109629996354,35.062573299976066,34.06109629996354,35.062573299976066,34.06109629996354,35.062573299976066,down,1,0.4173068000236526,34.06109629996354,None,34.06109629996354,None,34.06109629996354,34.562881499994546,34.06109629996354,34.562881499994546,34.06109629996354,34.562881499994546,34.06109629996354,34.562881499994546,34.06109629996354,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12002,001,2024_Jun_02_1812,nback,2021.2.3,59.580659421210505,
0-back,instructions\back-0.png,conditions\0back-p.xlsx,instructions\0-BACK.png,"(15, 8)",practice,0,2,stim\gray.png,stim\yellow.png,stim\gray.png,stim\gray.png,left,0,0,0,0,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,35.56301529996563,36.565629399963655,35.56301529996563,36.565629399963655,35.56301529996563,36.565629399963655,35.56301529996563,36.565629399963655,left,1,0.41998329997295514,35.56301529996563,None,35.56301529996563,None,35.56301529996563,36.0641521999496,35.56301529996563,36.0641521999496,35.56301529996563,36.0641521999496,35.56301529996563,36.0641521999496,35.56301529996563,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12002,001,2024_Jun_02_1812,nback,2021.2.3,59.580659421210505,
0-back,instructions\back-0.png,conditions\0back-p.xlsx,instructions\0-BACK.png,"(15, 8)",practice,0,1,stim\yellow.png,stim\gray.png,stim\gray.png,stim\gray.png,up,0,0,0,0,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,37.06547219998902,38.06718439998804,37.06547219998902,38.06718439998804,37.06547219998902,38.06718439998804,37.06547219998902,38.06718439998804,up,1,0.4285826999694109,37.06547219998902,None,37.06547219998902,None,37.06547219998902,37.567368099989835,37.06547219998902,37.567368099989835,37.06547219998902,37.567368099989835,37.06547219998902,37.567368099989835,37.06547219998902,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12002,001,2024_Jun_02_1812,nback,2021.2.3,59.580659421210505,
0-back,instructions\back-0.png,conditions\0back-p.xlsx,instructions\0-BACK.png,"(15, 8)",practice,0,4,stim\gray.png,stim\gray.png,stim\gray.png,stim\yellow.png,down,0,0,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,38.56762039999012,39.57033649994992,38.56762039999012,39.57033649994992,38.56762039999012,39.57033649994992,38.56762039999012,39.57033649994992,down,1,0.3904481999925338,38.56762039999012,None,38.56762039999012,None,38.56762039999012,39.06855149997864,38.56762039999012,39.06855149997864,38.56762039999012,39.06855149997864,38.56762039999012,39.06855149997864,38.56762039999012,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12002,001,2024_Jun_02_1812,nback,2021.2.3,59.580659421210505,
0-back,instructions\back-0.png,conditions\0back-p.xlsx,instructions\0-BACK.png,"(15, 8)",practice,0,3,stim\gray.png,stim\gray.png,stim\yellow.png,stim\gray.png,right,0,0,0,0,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,40.07160969998222,41.07218559994362,40.07160969998222,41.07218559994362,40.07160969998222,41.07218559994362,40.07160969998222,41.07218559994362,right,1,0.25458129995968193,40.07160969998222,None,40.07160969998222,None,40.07160969998222,40.57176789996447,40.07160969998222,40.57176789996447,40.07160969998222,40.57176789996447,40.07160969998222,40.57176789996447,40.07160969998222,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12002,001,2024_Jun_02_1812,nback,2021.2.3,59.580659421210505,
0-back,instructions\back-0.png,conditions\0back-p.xlsx,instructions\0-BACK.png,"(15, 8)",practice,0,3,stim\gray.png,stim\gray.png,stim\yellow.png,stim\gray.png,right,0,0,0,0,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,41.55544099997496,42.55827259999933,41.55544099997496,42.55827259999933,41.55544099997496,42.55827259999933,41.55544099997496,42.55827259999933,right,1,0.2986930000479333,41.55544099997496,None,41.55544099997496,None,41.55544099997496,42.05745169997681,41.55544099997496,42.05745169997681,41.55544099997496,42.05745169997681,41.55544099997496,42.05745169997681,41.55544099997496,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12002,001,2024_Jun_02_1812,nback,2021.2.3,59.580659421210505,
