backseq,backinstr,backfile,instruction,size_in,Trialtype,back,number,P1,P2,P3,P4,corrAns,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,image.started,image.stopped,image_2.started,image_2.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,image_3.started,image_3.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,image_4.started,image_4.stopped,text.started,text.stopped,H1.started,H1.stopped,H2.started,H2.stopped,H3.started,H3.stopped,H4.started,H4.stopped,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_4.started,text_4.stopped,F1.started,F1.stopped,F2.started,F2.stopped,F3.started,F3.stopped,F4.started,F4.stopped,image_7.started,image_7.stopped,text_5.started,text_5.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,image_5.started,image_5.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,text_3.started,text_3.stopped,H1_2.started,H1_2.stopped,H2_2.started,H2_2.stopped,H3_2.started,H3_2.stopped,H4_2.started,H4_2.stopped,F1_2.started,F1_2.stopped,F2_2.started,F2_2.stopped,F3_2.started,F3_2.stopped,F4_2.started,F4_2.stopped,image_8.started,image_8.stopped,text_2.started,text_2.stopped,image_6.started,image_6.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.838332600076683,None,10.824373300070874,None,space,14.350994599983096,10.824373300070874,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11019,001,2024_Jan_05_0951,nback,2021.2.3,59.87206538626889,
0-back,instructions\back-0.png,conditions\0back-p.xlsx,instructions\0-BACK.png,"(15, 8)",practice,0,1,stim\yellow.png,stim\gray.png,stim\gray.png,stim\gray.png,up,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,25.245921200024895,None,space,116.93784269993193,25.245921200024895,None,142.3187992000021,146.82578310009558,146.7942060000496,None,147.22749620000832,148.22760009998456,147.22749620000832,148.22760009998456,147.22749620000832,148.22760009998456,147.22749620000832,148.22760009998456,up,1,1.228697800077498,147.22749620000832,None,147.22749620000832,None,147.22749620000832,147.72696420003194,147.22749620000832,147.72696420003194,147.22749620000832,147.72696420003194,147.22749620000832,147.72696420003194,147.22749620000832,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11019,001,2024_Jan_05_0951,nback,2021.2.3,59.87206538626889,
0-back,instructions\back-0.png,conditions\0back-p.xlsx,instructions\0-BACK.png,"(15, 8)",practice,0,2,stim\gray.png,stim\yellow.png,stim\gray.png,stim\gray.png,left,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,148.71158440003637,149.71314750006422,148.71158440003637,149.71314750006422,148.71158440003637,149.71314750006422,148.71158440003637,149.71314750006422,left,1,0.656137099955231,148.71158440003637,None,148.71158440003637,None,148.71158440003637,149.21251230000053,148.71158440003637,149.21251230000053,148.71158440003637,149.21251230000053,148.71158440003637,149.21251230000053,148.71158440003637,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11019,001,2024_Jan_05_0951,nback,2021.2.3,59.87206538626889,
0-back,instructions\back-0.png,conditions\0back-p.xlsx,instructions\0-BACK.png,"(15, 8)",practice,0,3,stim\gray.png,stim\gray.png,stim\yellow.png,stim\gray.png,right,0,0,0,0,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,150.21407109999564,151.21587830001954,150.21407109999564,151.21587830001954,150.21407109999564,151.21587830001954,150.21407109999564,151.21587830001954,right,1,0.3305131000233814,150.21407109999564,None,150.21407109999564,None,150.21407109999564,150.71530829998665,150.21407109999564,150.71530829998665,150.21407109999564,150.71530829998665,150.21407109999564,150.71530829998665,150.21407109999564,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11019,001,2024_Jan_05_0951,nback,2021.2.3,59.87206538626889,
0-back,instructions\back-0.png,conditions\0back-p.xlsx,instructions\0-BACK.png,"(15, 8)",practice,0,4,stim\gray.png,stim\gray.png,stim\gray.png,stim\yellow.png,down,0,0,0,0,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,151.71643660007976,152.71744410006795,151.71643660007976,152.71744410006795,151.71643660007976,152.71744410006795,151.71643660007976,152.71744410006795,down,1,0.45918279991019517,151.71643660007976,None,151.71643660007976,None,151.71643660007976,152.21668890002184,151.71643660007976,152.21668890002184,151.71643660007976,152.21668890002184,151.71643660007976,152.21668890002184,151.71643660007976,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11019,001,2024_Jan_05_0951,nback,2021.2.3,59.87206538626889,
0-back,instructions\back-0.png,conditions\0back-p.xlsx,instructions\0-BACK.png,"(15, 8)",practice,0,2,stim\gray.png,stim\yellow.png,stim\gray.png,stim\gray.png,left,0,0,0,0,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,153.21872290002648,154.2201531000901,153.21872290002648,154.2201531000901,153.21872290002648,154.2201531000901,153.21872290002648,154.2201531000901,left,1,0.5648098000092432,153.21872290002648,None,153.21872290002648,None,153.21872290002648,153.7205285000382,153.21872290002648,153.7205285000382,153.21872290002648,153.7205285000382,153.21872290002648,153.7205285000382,153.21872290002648,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11019,001,2024_Jan_05_0951,nback,2021.2.3,59.87206538626889,
0-back,instructions\back-0.png,conditions\0back-p.xlsx,instructions\0-BACK.png,"(15, 8)",practice,0,1,stim\yellow.png,stim\gray.png,stim\gray.png,stim\gray.png,up,0,0,0,0,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,154.72119439998642,155.7222810999956,154.72119439998642,155.7222810999956,154.72119439998642,155.7222810999956,154.72119439998642,155.7222810999956,up,1,0.3904319000430405,154.72119439998642,None,154.72119439998642,None,154.72119439998642,155.22213410004042,154.72119439998642,155.22213410004042,154.72119439998642,155.22213410004042,154.72119439998642,155.22213410004042,154.72119439998642,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11019,001,2024_Jan_05_0951,nback,2021.2.3,59.87206538626889,
0-back,instructions\back-0.png,conditions\0back-p.xlsx,instructions\0-BACK.png,"(15, 8)",practice,0,4,stim\gray.png,stim\gray.png,stim\gray.png,stim\yellow.png,down,0,0,0,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,156.2060507000424,157.20795790001284,156.2060507000424,157.20795790001284,156.2060507000424,157.20795790001284,156.2060507000424,157.20795790001284,down,1,0.5376376999774948,156.2060507000424,None,156.2060507000424,None,156.2060507000424,156.7080147000961,156.2060507000424,156.7080147000961,156.2060507000424,156.7080147000961,156.2060507000424,156.7080147000961,156.2060507000424,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11019,001,2024_Jan_05_0951,nback,2021.2.3,59.87206538626889,
0-back,instructions\back-0.png,conditions\0back-p.xlsx,instructions\0-BACK.png,"(15, 8)",practice,0,3,stim\gray.png,stim\gray.png,stim\yellow.png,stim\gray.png,right,0,0,0,0,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,157.70837470004335,158.70987060002517,157.70837470004335,158.70987060002517,157.70837470004335,158.70987060002517,157.70837470004335,158.70987060002517,right,1,0.4192815999267623,157.70837470004335,None,157.70837470004335,None,157.70837470004335,158.20925389998592,157.70837470004335,158.20925389998592,157.70837470004335,158.20925389998592,157.70837470004335,158.20925389998592,157.70837470004335,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11019,001,2024_Jan_05_0951,nback,2021.2.3,59.87206538626889,
0-back,instructions\back-0.png,conditions\0back-p.xlsx,instructions\0-BACK.png,"(15, 8)",practice,0,3,stim\gray.png,stim\gray.png,stim\yellow.png,stim\gray.png,right,0,0,0,0,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,159.21053050004411,160.21244889998343,159.21053050004411,160.21244889998343,159.21053050004411,160.21244889998343,159.21053050004411,160.21244889998343,right,1,0.4212877999525517,159.21053050004411,None,159.21053050004411,None,159.21053050004411,159.71125440008473,159.21053050004411,159.71125440008473,159.21053050004411,159.71125440008473,159.21053050004411,159.71125440008473,159.21053050004411,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11019,001,2024_Jan_05_0951,nback,2021.2.3,59.87206538626889,
