TrialType,Path,Correct,ms,s,ks,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,welcome.started,welcome.stopped,space.started,space.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,Fixwarn.started,Fixwarn.stopped,table.started,table.stopped,key_resp__0.keys,key_resp__0.rt,key_resp__0.started,key_resp__0.stopped,type.started,type.stopped,space_3.started,space_3.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,stim_2.started,stim_2.stopped,text_2.started,text_2.stopped,key_resp_9.keys,key_resp_9.corr,key_resp_9.started,key_resp_9.stopped,key_resp_9.rt,END.started,END.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,11.805949999950826,None,11.805949999950826,None,space,8.716712299967185,11.805949999950826,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11033,001,2024_Jan_11_1842,gonogo_S,2021.2.3,60.14726453549538,
,,,,,,,,,,,,,,,,,,20.53565780003555,None,20.53565780003555,None,space,1.314825400011614,20.53565780003555,None,,,,,,,,,,,,,,,,,,,,,,,,11033,001,2024_Jan_11_1842,gonogo_S,2021.2.3,60.14726453549538,
,,,,,,,,,,,,,,,,,,,,,,,,,,21.888695599976927,None,21.888695599976927,None,space,1.1141133001074195,21.888695599976927,None,,,,,,,,,,,,,,,,11033,001,2024_Jan_11_1842,gonogo_S,2021.2.3,60.14726453549538,
go,square.png,space,1054,1.054,1.554,0,0,0,39,,,,,,,,,,,,,,,,,,,,,,,,,23.089380300138146,23.590263500111178,23.57484839996323,None,None,0,23.089380300138146,None,,,,,,,,11033,001,2024_Jan_11_1842,gonogo_S,2021.2.3,60.14726453549538,
go,square.png,space,1110,1.11,1.61,0,1,1,76,,,,,,,,,,,,,,,,,,,,,,,,,24.64195950003341,25.14253960014321,25.12705589993857,26.24576409999281,space,1,24.64195950003341,24.64195950003341,0.3688124001491815,,,,,,,11033,001,2024_Jan_11_1842,gonogo_S,2021.2.3,60.14726453549538,
go,square.png,space,1227,1.227,1.727,0,2,2,34,,,,,,,,,,,,,,,,,,,,,,,,,26.26116900006309,26.7621480000671,26.745083699934185,27.98064920003526,space,1,26.26116900006309,26.26116900006309,0.3570489000994712,,,,,,,11033,001,2024_Jan_11_1842,gonogo_S,2021.2.3,60.14726453549538,
nogo,triangle.png,None,1436,1.436,1.936,0,3,3,81,,,,,,,,,,,,,,,,,,,,,,,,,27.996731200022623,28.49845129996538,28.481541299959645,29.917388200061396,None,1,27.996731200022623,27.996731200022623,,,,,,,,11033,001,2024_Jan_11_1842,gonogo_S,2021.2.3,60.14726453549538,
go,square.png,space,1940,1.94,2.44,0,4,4,47,,,,,,,,,,,,,,,,,,,,,,,,,29.932808000128716,30.433749499963596,30.418026000028476,32.37081729993224,space,1,29.932808000128716,29.932808000128716,0.309599099913612,,,,,,,11033,001,2024_Jan_11_1842,gonogo_S,2021.2.3,60.14726453549538,
go,square.png,space,1967,1.967,2.467,0,5,5,54,,,,,,,,,,,,,,,,,,,,,,,,,32.38633040012792,32.88811110006645,32.8718852000311,34.840261300094426,space,1,32.38633040012792,32.38633040012792,0.24006370012648404,,,,,,,11033,001,2024_Jan_11_1842,gonogo_S,2021.2.3,60.14726453549538,
go,square.png,space,1136,1.136,1.636,0,6,6,43,,,,,,,,,,,,,,,,,,,,,,,,,34.856827000156045,35.35865249997005,35.34173010010272,None,space,1,34.856827000156045,34.856827000156045,0.36938740010373294,,,,,,,11033,001,2024_Jan_11_1842,gonogo_S,2021.2.3,60.14726453549538,
go,square.png,space,1672,1.672,2.1719999999999997,0,7,7,84,,,,,,,,,,,,,,,,,,,,,,,,,36.49282669997774,36.9934942999389,36.97694690013304,38.663596800062805,space,1,36.49282669997774,36.49282669997774,0.32555830013006926,,,,,,,11033,001,2024_Jan_11_1842,gonogo_S,2021.2.3,60.14726453549538,
go,square.png,space,1057,1.057,1.557,0,8,8,40,,,,,,,,,,,,,,,,,,,,,,,,,38.67950939992443,39.181328600039706,39.163948100060225,40.232189500005916,space,1,38.67950939992443,38.67950939992443,0.3229518998414278,,,,,,,11033,001,2024_Jan_11_1842,gonogo_S,2021.2.3,60.14726453549538,
go,square.png,space,1084,1.084,1.584,0,9,9,95,,,,,,,,,,,,,,,,,,,,,,,,,40.248356600059196,40.748817400075495,40.73213120014407,41.81730350013822,space,1,40.248356600059196,40.248356600059196,0.33022779994644225,,,,,,,11033,001,2024_Jan_11_1842,gonogo_S,2021.2.3,60.14726453549538,
go,square.png,space,1462,1.462,1.962,0,10,10,72,,,,,,,,,,,,,,,,,,,,,,,,,41.834540399955586,42.3346025000792,42.31795120006427,43.78794760000892,space,1,41.834540399955586,41.834540399955586,0.2961446999106556,,,,,,,11033,001,2024_Jan_11_1842,gonogo_S,2021.2.3,60.14726453549538,
nogo,triangle.png,None,1118,1.118,1.618,0,11,11,69,,,,,,,,,,,,,,,,,,,,,,,,,43.80373309995048,44.304852900095284,44.288222200004384,45.40576470014639,space,0,43.80373309995048,43.80373309995048,0.3184734000824392,,,,,,,11033,001,2024_Jan_11_1842,gonogo_S,2021.2.3,60.14726453549538,
go,square.png,space,1361,1.361,1.861,0,12,12,67,,,,,,,,,,,,,,,,,,,,,,,,,45.42391510005109,45.92417649994604,45.90750079997815,47.27641330007464,space,1,45.42391510005109,45.42391510005109,0.27447999990545213,,,,,,,11033,001,2024_Jan_11_1842,gonogo_S,2021.2.3,60.14726453549538,
go,square.png,space,1975,1.975,2.475,0,13,13,87,,,,,,,,,,,,,,,,,,,,,,,,,47.29200050001964,47.79251229995862,47.7761196999345,49.76277310005389,space,1,47.29200050001964,47.29200050001964,0.3826820000540465,,,,,,,11033,001,2024_Jan_11_1842,gonogo_S,2021.2.3,60.14726453549538,
nogo,triangle.png,None,1577,1.577,2.077,0,14,14,89,,,,,,,,,,,,,,,,,,,,,,,,,49.77922499994747,50.2805931000039,50.26390710007399,51.849806800018996,None,1,49.77922499994747,49.77922499994747,,,,,,,,11033,001,2024_Jan_11_1842,gonogo_S,2021.2.3,60.14726453549538,
go,square.png,space,1865,1.865,2.365,0,15,15,75,,,,,,,,,,,,,,,,,,,,,,,,,51.86633360013366,52.36702669993974,52.34956820006482,54.219279600074515,space,1,51.86633360013366,51.86633360013366,0.319924000184983,,,,,,,11033,001,2024_Jan_11_1842,gonogo_S,2021.2.3,60.14726453549538,
go,square.png,space,1745,1.745,2.245,0,16,16,38,,,,,,,,,,,,,,,,,,,,,,,,,54.235487800091505,54.73705200012773,54.72035429999232,56.47350710001774,space,1,54.235487800091505,54.235487800091505,0.36740679992362857,,,,,,,11033,001,2024_Jan_11_1842,gonogo_S,2021.2.3,60.14726453549538,
go,square.png,space,1562,1.562,2.0620000000000003,0,17,17,46,,,,,,,,,,,,,,,,,,,,,,,,,56.489643400069326,56.99134650011547,56.9729243000038,58.54275249992497,space,1,56.489643400069326,56.489643400069326,0.3685113999526948,,,,,,,11033,001,2024_Jan_11_1842,gonogo_S,2021.2.3,60.14726453549538,
go,square.png,space,1655,1.655,2.1550000000000002,0,18,18,36,,,,,,,,,,,,,,,,,,,,,,,,,58.55873419996351,59.06052220007405,59.04270899994299,None,space,1,58.55873419996351,58.55873419996351,0.3156508000101894,,,,,,,11033,001,2024_Jan_11_1842,gonogo_S,2021.2.3,60.14726453549538,
go,square.png,space,1536,1.536,2.036,0,19,19,3,,,,,,,,,,,,,,,,,,,,,,,,,60.711826500017196,61.21293870010413,61.197440600022674,62.732084000017494,space,1,60.711826500017196,60.711826500017196,0.3303728001192212,,,,,,,11033,001,2024_Jan_11_1842,gonogo_S,2021.2.3,60.14726453549538,
go,square.png,space,1209,1.209,1.709,0,20,20,10,,,,,,,,,,,,,,,,,,,,,,,,,62.74878269992769,63.249589200131595,63.2328198000323,64.4533734000288,space,1,62.74878269992769,62.74878269992769,0.3337134001776576,,,,,,,11033,001,2024_Jan_11_1842,gonogo_S,2021.2.3,60.14726453549538,
go,square.png,space,1210,1.21,1.71,0,21,21,80,,,,,,,,,,,,,,,,,,,,,,,,,64.46758119994774,64.96898470004089,64.95215840009041,66.17034499999136,space,1,64.46758119994774,64.46758119994774,0.3425998000893742,,,,,,,11033,001,2024_Jan_11_1842,gonogo_S,2021.2.3,60.14726453549538,
go,square.png,space,1513,1.513,2.013,0,22,22,8,,,,,,,,,,,,,,,,,,,,,,,,,66.18659049994312,66.68797550001182,66.67069200007245,68.19157789996825,space,1,66.18659049994312,66.18659049994312,0.40089889988303185,,,,,,,11033,001,2024_Jan_11_1842,gonogo_S,2021.2.3,60.14726453549538,
go,square.png,space,1503,1.503,2.003,0,23,23,78,,,,,,,,,,,,,,,,,,,,,,,,,68.20644460013136,68.70794049999677,68.69107310008258,70.19363530003466,space,1,68.20644460013136,68.20644460013136,0.3482298001181334,,,,,,,11033,001,2024_Jan_11_1842,gonogo_S,2021.2.3,60.14726453549538,
nogo,triangle.png,None,1939,1.939,2.439,0,24,24,65,,,,,,,,,,,,,,,,,,,,,,,,,70.20928990002722,70.71021110005677,70.69403510005213,72.64615019992925,None,1,70.20928990002722,70.20928990002722,,,,,,,,11033,001,2024_Jan_11_1842,gonogo_S,2021.2.3,60.14726453549538,
go,square.png,space,1303,1.303,1.803,0,25,25,70,,,,,,,,,,,,,,,,,,,,,,,,,72.66290950006805,73.16445069992915,73.14723929995671,74.44954619999044,space,1,72.66290950006805,72.66290950006805,0.39619469991885126,,,,,,,11033,001,2024_Jan_11_1842,gonogo_S,2021.2.3,60.14726453549538,
go,square.png,space,1160,1.16,1.66,0,26,26,48,,,,,,,,,,,,,,,,,,,,,,,,,74.46621900005266,74.96698609995656,74.95036180014722,76.1179386000149,space,1,74.46621900005266,74.46621900005266,0.32001150003634393,,,,,,,11033,001,2024_Jan_11_1842,gonogo_S,2021.2.3,60.14726453549538,
nogo,triangle.png,None,1317,1.317,1.817,0,27,27,85,,,,,,,,,,,,,,,,,,,,,,,,,76.13587719993666,76.63653869996779,76.61974909994751,77.93740050005727,None,1,76.13587719993666,76.13587719993666,,,,,,,,11033,001,2024_Jan_11_1842,gonogo_S,2021.2.3,60.14726453549538,
go,square.png,space,1125,1.125,1.625,0,28,28,90,,,,,,,,,,,,,,,,,,,,,,,,,77.95519790006801,78.45581339998171,78.43888140004128,79.57432499993593,space,1,77.95519790006801,77.95519790006801,0.44787060003727674,,,,,,,11033,001,2024_Jan_11_1842,gonogo_S,2021.2.3,60.14726453549538,
go,square.png,space,1121,1.121,1.621,0,29,29,22,,,,,,,,,,,,,,,,,,,,,,,,,79.58993949997239,80.09153180010617,80.07491330010816,None,space,1,79.58993949997239,79.58993949997239,0.36529350001364946,,,,,,,11033,001,2024_Jan_11_1842,gonogo_S,2021.2.3,60.14726453549538,
go,square.png,space,1692,1.692,2.192,0,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,81.21010320005007,81.71046139998361,81.69368860009126,83.39603210007772,space,1,81.21010320005007,81.21010320005007,0.34419979993253946,,,,,,,11033,001,2024_Jan_11_1842,gonogo_S,2021.2.3,60.14726453549538,
go,square.png,space,1060,1.06,1.56,0,31,31,51,,,,,,,,,,,,,,,,,,,,,,,,,83.41213080007583,83.9128650999628,83.89641789998859,84.9645857999567,space,1,83.41213080007583,83.41213080007583,0.33463829988613725,,,,,,,11033,001,2024_Jan_11_1842,gonogo_S,2021.2.3,60.14726453549538,
nogo,triangle.png,None,1909,1.909,2.409,0,32,32,9,,,,,,,,,,,,,,,,,,,,,,,,,84.98120440007187,85.48250319994986,85.46514430013485,87.3855206000153,None,1,84.98120440007187,84.98120440007187,,,,,,,,11033,001,2024_Jan_11_1842,gonogo_S,2021.2.3,60.14726453549538,
go,square.png,space,1249,1.249,1.749,0,33,33,71,,,,,,,,,,,,,,,,,,,,,,,,,87.40220330003649,87.90306259994395,87.88619180000387,89.13803549995646,space,1,87.40220330003649,87.40220330003649,0.31271520000882447,,,,,,,11033,001,2024_Jan_11_1842,gonogo_S,2021.2.3,60.14726453549538,
go,square.png,space,1189,1.189,1.689,0,34,34,11,,,,,,,,,,,,,,,,,,,,,,,,,89.15400169999339,89.65591119998135,89.6388203999959,90.84064730000682,space,1,89.15400169999339,89.15400169999339,0.31305909994989634,,,,,,,11033,001,2024_Jan_11_1842,gonogo_S,2021.2.3,60.14726453549538,
go,square.png,space,1857,1.857,2.357,0,35,35,2,,,,,,,,,,,,,,,,,,,,,,,,,90.85668359999545,91.3579673001077,91.3412484000437,93.21066570002586,space,1,90.85668359999545,90.85668359999545,0.3056235001422465,,,,,,,11033,001,2024_Jan_11_1842,gonogo_S,2021.2.3,60.14726453549538,
go,square.png,space,1776,1.776,2.276,0,36,36,14,,,,,,,,,,,,,,,,,,,,,,,,,93.22683169995435,93.72817760007456,93.71190430014394,95.49766950006597,space,1,93.22683169995435,93.22683169995435,0.34342160006053746,,,,,,,11033,001,2024_Jan_11_1842,gonogo_S,2021.2.3,60.14726453549538,
go,square.png,space,1843,1.843,2.343,0,37,37,64,,,,,,,,,,,,,,,,,,,,,,,,,95.51441469998099,96.01627440005541,95.99730940000154,97.85025950009003,space,1,95.51441469998099,95.51441469998099,0.32802040013484657,,,,,,,11033,001,2024_Jan_11_1842,gonogo_S,2021.2.3,60.14726453549538,
go,square.png,space,1445,1.445,1.945,0,38,38,74,,,,,,,,,,,,,,,,,,,,,,,,,97.86848920001648,98.36847029998899,98.3517048000358,99.80378800001927,space,1,97.86848920001648,97.86848920001648,0.3819166000466794,,,,,,,11033,001,2024_Jan_11_1842,gonogo_S,2021.2.3,60.14726453549538,
nogo,triangle.png,None,1144,1.144,1.644,0,39,39,41,,,,,,,,,,,,,,,,,,,,,,,,,99.82005059998482,100.3211588000413,100.30399859999306,101.45619149995036,space,0,99.82005059998482,99.82005059998482,0.35065050004050136,,,,,,,11033,001,2024_Jan_11_1842,gonogo_S,2021.2.3,60.14726453549538,
go,square.png,space,1899,1.899,2.399,0,40,40,55,,,,,,,,,,,,,,,,,,,,,,,,,101.47274200012907,101.97295830002986,101.95658540003933,103.85918239993043,space,1,101.47274200012907,101.47274200012907,0.31355469999834895,,,,,,,11033,001,2024_Jan_11_1842,gonogo_S,2021.2.3,60.14726453549538,
