TrialType,Path,Correct,ms,s,ks,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,welcome.started,welcome.stopped,space.started,space.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,Fixwarn.started,Fixwarn.stopped,table.started,table.stopped,key_resp__0.keys,key_resp__0.rt,key_resp__0.started,key_resp__0.stopped,type.started,type.stopped,space_3.started,space_3.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,stim_2.started,stim_2.stopped,text_2.started,text_2.stopped,key_resp_9.keys,key_resp_9.corr,key_resp_9.started,key_resp_9.stopped,key_resp_9.rt,END.started,END.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,10.019655999960378,None,10.019655999960378,None,space,1.946923700044863,10.019655999960378,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11022,001,2024_Jan_05_1426,gonogo_S,2021.2.3,59.8932941174437,
,,,,,,,,,,,,,,,,,,11.988515999983065,None,11.988515999983065,None,space,15.491073100012727,11.988515999983065,None,,,,,,,,,,,,,,,,,,,,,,,,11022,001,2024_Jan_05_1426,gonogo_S,2021.2.3,59.8932941174437,
,,,,,,,,,,,,,,,,,,,,,,,,,,27.5122018000111,None,27.5122018000111,None,space,7.4145180999767035,27.5122018000111,None,,,,,,,,,,,,,,,,11022,001,2024_Jan_05_1426,gonogo_S,2021.2.3,59.8932941174437,
go,square.png,space,1054,1.054,1.554,0,0,0,39,,,,,,,,,,,,,,,,,,,,,,,,,35.03970810002647,35.541318500065245,35.523709999979474,36.59233460004907,None,0,35.03970810002647,None,,,,,,,,11022,001,2024_Jan_05_1426,gonogo_S,2021.2.3,59.8932941174437,
nogo,triangle.png,None,1325,1.325,1.825,0,1,1,17,,,,,,,,,,,,,,,,,,,,,,,,,36.60833770001773,37.1091573999729,37.09414860000834,38.42761040001642,None,1,36.60833770001773,36.60833770001773,,,,,,,,11022,001,2024_Jan_05_1426,gonogo_S,2021.2.3,59.8932941174437,
go,square.png,space,1900,1.9,2.4,0,2,2,52,,,,,,,,,,,,,,,,,,,,,,,,,38.444473200012,38.94587309996132,38.928613299969584,40.831284099956974,space,1,38.444473200012,38.444473200012,0.29892249999102205,,,,,,,11022,001,2024_Jan_05_1426,gonogo_S,2021.2.3,59.8932941174437,
nogo,triangle.png,None,1436,1.436,1.936,0,3,3,81,,,,,,,,,,,,,,,,,,,,,,,,,40.84809470002074,41.34988560003694,41.3320640999591,42.768429700052366,None,1,40.84809470002074,40.84809470002074,,,,,,,,11022,001,2024_Jan_05_1426,gonogo_S,2021.2.3,59.8932941174437,
go,square.png,space,1057,1.057,1.557,0,4,4,40,,,,,,,,,,,,,,,,,,,,,,,,,42.78444379998837,43.285000600037165,43.268967999960296,44.336499199969694,space,1,42.78444379998837,42.78444379998837,0.2702140000183135,,,,,,,11022,001,2024_Jan_05_1426,gonogo_S,2021.2.3,59.8932941174437,
go,square.png,space,1564,1.564,2.064,0,5,5,82,,,,,,,,,,,,,,,,,,,,,,,,,44.353345199953765,44.853890000027604,44.83806129998993,46.40624190005474,space,1,44.353345199953765,44.353345199953765,0.3413446999620646,,,,,,,11022,001,2024_Jan_05_1426,gonogo_S,2021.2.3,59.8932941174437,
go,square.png,space,1111,1.111,1.611,0,6,6,24,,,,,,,,,,,,,,,,,,,,,,,,,46.42300700000487,46.92394600005355,46.90702340006828,48.025301999994554,None,0,46.42300700000487,46.42300700000487,,,,,,,,11022,001,2024_Jan_05_1426,gonogo_S,2021.2.3,59.8932941174437,
go,square.png,space,1084,1.084,1.584,0,7,7,95,,,,,,,,,,,,,,,,,,,,,,,,,48.04348450002726,48.54382550006267,48.52744560001884,49.61085950001143,space,1,48.04348450002726,48.04348450002726,0.2754564000060782,,,,,,,11022,001,2024_Jan_05_1426,gonogo_S,2021.2.3,59.8932941174437,
go,square.png,space,1865,1.865,2.365,0,8,8,75,,,,,,,,,,,,,,,,,,,,,,,,,49.627587100025266,50.12920490000397,50.11184090003371,51.98136470001191,space,1,49.627587100025266,49.627587100025266,0.2751943999901414,,,,,,,11022,001,2024_Jan_05_1426,gonogo_S,2021.2.3,59.8932941174437,
go,square.png,space,1889,1.889,2.3890000000000002,0,9,9,15,,,,,,,,,,,,,,,,,,,,,,,,,51.998530699987896,52.49869869998656,52.482338699977845,54.38478920003399,space,1,51.998530699987896,51.998530699987896,0.4002399001037702,,,,,,,11022,001,2024_Jan_05_1426,gonogo_S,2021.2.3,59.8932941174437,
go,square.png,space,1975,1.975,2.475,0,10,10,87,,,,,,,,,,,,,,,,,,,,,,,,,54.401472500059754,54.90292370005045,54.88610590004828,56.872794099966995,space,1,54.401472500059754,54.401472500059754,0.3017233000136912,,,,,,,11022,001,2024_Jan_05_1426,gonogo_S,2021.2.3,59.8932941174437,
go,square.png,space,1240,1.24,1.74,0,11,11,86,,,,,,,,,,,,,,,,,,,,,,,,,56.8886142000556,57.38915719999932,57.37262419995386,58.62498570000753,space,1,56.8886142000556,56.8886142000556,0.2703074000310153,,,,,,,11022,001,2024_Jan_05_1426,gonogo_S,2021.2.3,59.8932941174437,
go,square.png,space,1110,1.11,1.61,0,12,12,76,,,,,,,,,,,,,,,,,,,,,,,,,58.64215530001093,59.142675500013866,59.12608429999091,60.24559000006411,space,1,58.64215530001093,58.64215530001093,0.2766303999815136,,,,,,,11022,001,2024_Jan_05_1426,gonogo_S,2021.2.3,59.8932941174437,
nogo,triangle.png,None,1118,1.118,1.618,0,13,13,69,,,,,,,,,,,,,,,,,,,,,,,,,60.26086080004461,60.761444900068454,60.745081300032325,61.86361700005364,None,1,60.26086080004461,60.26086080004461,,,,,,,,11022,001,2024_Jan_05_1426,gonogo_S,2021.2.3,59.8932941174437,
go,square.png,space,1189,1.189,1.689,0,14,14,11,,,,,,,,,,,,,,,,,,,,,,,,,61.87980760005303,62.37983420002274,62.363257999997586,63.564960499992594,space,1,61.87980760005303,61.87980760005303,0.287197700003162,,,,,,,11022,001,2024_Jan_05_1426,gonogo_S,2021.2.3,59.8932941174437,
go,square.png,space,1857,1.857,2.357,0,15,15,2,,,,,,,,,,,,,,,,,,,,,,,,,63.581860700040124,64.0823940000264,64.06575229996815,65.9359924000455,space,1,63.581860700040124,63.581860700040124,0.26481650001369417,,,,,,,11022,001,2024_Jan_05_1426,gonogo_S,2021.2.3,59.8932941174437,
go,square.png,space,1428,1.428,1.928,0,16,16,62,,,,,,,,,,,,,,,,,,,,,,,,,65.95187160000205,66.45351859997027,66.43601820000913,67.87236110004596,space,1,65.95187160000205,65.95187160000205,0.25497300003189594,,,,,,,11022,001,2024_Jan_05_1426,gonogo_S,2021.2.3,59.8932941174437,
go,square.png,space,1069,1.069,1.569,0,17,17,20,,,,,,,,,,,,,,,,,,,,,,,,,67.88846170005854,68.38900009996723,68.37277220003307,69.44061679998413,space,1,67.88846170005854,67.88846170005854,0.2862536000320688,,,,,,,11022,001,2024_Jan_05_1426,gonogo_S,2021.2.3,59.8932941174437,
