TrialType,Path,Correct,ms,s,ks,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,welcome.started,welcome.stopped,space.started,space.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,Fixwarn.started,Fixwarn.stopped,table.started,table.stopped,key_resp__0.keys,key_resp__0.rt,key_resp__0.started,key_resp__0.stopped,type.started,type.stopped,space_3.started,space_3.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,stim_2.started,stim_2.stopped,text_2.started,text_2.stopped,key_resp_9.keys,key_resp_9.corr,key_resp_9.started,key_resp_9.stopped,key_resp_9.rt,END.started,END.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,8.47051040000224,None,8.47051040000224,None,space,2.536738199996762,8.47051040000224,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11039,001,2024_Mar_13_1401,gonogo_T,2021.2.3,59.759218157906574,
,,,,,,,,,,,,,,,,,,11.025087800007896,None,11.025087800007896,None,space,1.8537622000003466,11.025087800007896,None,,,,,,,,,,,,,,,,,,,,,,,,11039,001,2024_Mar_13_1401,gonogo_T,2021.2.3,59.759218157906574,
,,,,,,,,,,,,,,,,,,,,,,,,,,12.912571699998807,None,12.912571699998807,None,space,2.0310099000053015,12.912571699998807,None,,,,,,,,,,,,,,,,11039,001,2024_Mar_13_1401,gonogo_T,2021.2.3,59.759218157906574,
go,triangle.png,space,1825,1.825,2.325,0,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,15.030782400004682,15.532016600001953,15.515205300005618,17.351364200003445,None,0,15.030782400004682,None,,,,,,,,11039,001,2024_Mar_13_1401,gonogo_T,2021.2.3,59.759218157906574,
nogo,square.png,None,1467,1.467,1.967,0,1,1,72,,,,,,,,,,,,,,,,,,,,,,,,,17.36789979999594,17.868671899996116,17.852008800007752,19.3207698000042,None,1,17.36789979999594,17.36789979999594,,,,,,,,11039,001,2024_Mar_13_1401,gonogo_T,2021.2.3,59.759218157906574,
go,triangle.png,space,1866,1.866,2.366,0,2,2,42,,,,,,,,,,,,,,,,,,,,,,,,,19.337486400007037,19.83958880000864,19.822755900007905,21.691137600006186,space,1,19.337486400007037,19.337486400007037,0.32572690000233706,,,,,,,11039,001,2024_Mar_13_1401,gonogo_T,2021.2.3,59.759218157906574,
nogo,square.png,None,1102,1.102,1.602,0,3,3,80,,,,,,,,,,,,,,,,,,,,,,,,,21.70773090000148,22.208509400006733,22.191774100007024,23.293769700001576,None,1,21.70773090000148,21.70773090000148,,,,,,,,11039,001,2024_Mar_13_1401,gonogo_T,2021.2.3,59.759218157906574,
go,triangle.png,space,1021,1.021,1.521,0,4,4,91,,,,,,,,,,,,,,,,,,,,,,,,,23.310286399995675,23.810756799997762,23.794340199994622,24.830051600001752,space,1,23.310286399995675,23.310286399995675,0.3772715000086464,,,,,,,11039,001,2024_Mar_13_1401,gonogo_T,2021.2.3,59.759218157906574,
go,triangle.png,space,1386,1.386,1.886,0,5,5,83,,,,,,,,,,,,,,,,,,,,,,,,,24.846833300005528,25.34857099999499,25.32996830000775,26.716283700006898,space,1,24.846833300005528,24.846833300005528,0.4335288000002038,,,,,,,11039,001,2024_Mar_13_1401,gonogo_T,2021.2.3,59.759218157906574,
nogo,square.png,None,1413,1.413,1.913,0,6,6,16,,,,,,,,,,,,,,,,,,,,,,,,,26.73260940000182,27.232822400008445,27.216101199999684,28.636161899994477,None,1,26.73260940000182,26.73260940000182,,,,,,,,11039,001,2024_Mar_13_1401,gonogo_T,2021.2.3,59.759218157906574,
go,triangle.png,space,1357,1.357,1.857,0,7,7,29,,,,,,,,,,,,,,,,,,,,,,,,,28.651592499998515,29.15217760000087,29.135644199996023,30.504725699996925,space,1,28.651592499998515,28.651592499998515,0.3323153999954229,,,,,,,11039,001,2024_Mar_13_1401,gonogo_T,2021.2.3,59.759218157906574,
go,triangle.png,space,1822,1.822,2.322,0,8,8,26,,,,,,,,,,,,,,,,,,,,,,,,,30.521833100006916,31.021966700005578,31.00502039999992,32.84295760000532,space,1,30.521833100006916,30.521833100006916,0.40556309999374207,,,,,,,11039,001,2024_Mar_13_1401,gonogo_T,2021.2.3,59.759218157906574,
go,triangle.png,space,1869,1.869,2.369,0,9,9,59,,,,,,,,,,,,,,,,,,,,,,,,,32.85865170000761,33.35993170000438,33.34189179999521,35.21275890000106,space,1,32.85865170000761,32.85865170000761,0.3567084999958752,,,,,,,11039,001,2024_Mar_13_1401,gonogo_T,2021.2.3,59.759218157906574,
go,triangle.png,space,1180,1.18,1.68,0,10,10,81,,,,,,,,,,,,,,,,,,,,,,,,,35.228159300007974,35.72885260000476,35.71226220000244,36.897388299999875,space,1,35.228159300007974,35.228159300007974,0.4278613999922527,,,,,,,11039,001,2024_Mar_13_1401,gonogo_T,2021.2.3,59.759218157906574,
go,triangle.png,space,1447,1.447,1.947,0,11,11,7,,,,,,,,,,,,,,,,,,,,,,,,,36.913993299996946,37.41491340000357,37.39805190000334,38.85103269999672,space,1,36.913993299996946,36.913993299996946,0.43827410000085365,,,,,,,11039,001,2024_Mar_13_1401,gonogo_T,2021.2.3,59.759218157906574,
go,triangle.png,space,1161,1.161,1.661,0,12,12,62,,,,,,,,,,,,,,,,,,,,,,,,,38.86857030000829,39.36873750000086,39.35200510000868,40.51950310000393,space,1,38.86857030000829,38.86857030000829,0.411707799998112,,,,,,,11039,001,2024_Mar_13_1401,gonogo_T,2021.2.3,59.759218157906574,
go,triangle.png,space,1437,1.437,1.937,0,13,13,45,,,,,,,,,,,,,,,,,,,,,,,,,40.535994999998366,41.037502599996515,41.02051689999644,None,space,1,40.535994999998366,40.535994999998366,0.4164413999969838,,,,,,,11039,001,2024_Mar_13_1401,gonogo_T,2021.2.3,59.759218157906574,
go,triangle.png,space,1590,1.59,2.09,0,14,14,19,,,,,,,,,,,,,,,,,,,,,,,,,42.47243259999959,42.973074599998654,42.956565400003456,44.559868199998164,space,1,42.47243259999959,42.47243259999959,0.40004860000044573,,,,,,,11039,001,2024_Mar_13_1401,gonogo_T,2021.2.3,59.759218157906574,
go,triangle.png,space,1450,1.45,1.95,0,15,15,78,,,,,,,,,,,,,,,,,,,,,,,,,44.5756790000014,45.07620360000874,45.05985550000332,46.511816199999885,space,1,44.5756790000014,44.5756790000014,0.3602656000002753,,,,,,,11039,001,2024_Mar_13_1401,gonogo_T,2021.2.3,59.759218157906574,
go,triangle.png,space,1329,1.329,1.829,0,16,16,90,,,,,,,,,,,,,,,,,,,,,,,,,46.528448600001866,47.02991969999857,47.012969500006875,48.34930450000684,space,1,46.528448600001866,46.528448600001866,0.3434692000009818,,,,,,,11039,001,2024_Mar_13_1401,gonogo_T,2021.2.3,59.759218157906574,
go,triangle.png,space,1796,1.796,2.296,0,17,17,58,,,,,,,,,,,,,,,,,,,,,,,,,48.36532270000316,48.86540389999573,48.8493804000027,50.65204899999662,space,1,48.36532270000316,48.36532270000316,0.4028593999973964,,,,,,,11039,001,2024_Mar_13_1401,gonogo_T,2021.2.3,59.759218157906574,
go,triangle.png,space,1262,1.262,1.762,0,18,18,61,,,,,,,,,,,,,,,,,,,,,,,,,50.66829349999898,51.1697911000083,51.15308780000487,52.420759800006635,space,1,50.66829349999898,50.66829349999898,0.32374520000303164,,,,,,,11039,001,2024_Mar_13_1401,gonogo_T,2021.2.3,59.759218157906574,
nogo,square.png,None,1518,1.518,2.018,0,19,19,56,,,,,,,,,,,,,,,,,,,,,,,,,52.43728040000133,52.93847390000883,52.92184310000448,54.44029610000143,space,0,52.43728040000133,52.43728040000133,0.362957200006349,,,,,,,11039,001,2024_Mar_13_1401,gonogo_T,2021.2.3,59.759218157906574,
go,triangle.png,space,1074,1.074,1.574,0,20,20,41,,,,,,,,,,,,,,,,,,,,,,,,,54.456901199999265,54.958042600002955,54.9417131000082,56.02691319999576,space,1,54.456901199999265,54.456901199999265,0.3757419000030495,,,,,,,11039,001,2024_Mar_13_1401,gonogo_T,2021.2.3,59.759218157906574,
go,triangle.png,space,1674,1.674,2.174,0,21,21,47,,,,,,,,,,,,,,,,,,,,,,,,,56.04304060000868,56.54462699999567,56.52688330000092,58.21275859999878,space,1,56.04304060000868,56.04304060000868,0.3808497999998508,,,,,,,11039,001,2024_Mar_13_1401,gonogo_T,2021.2.3,59.759218157906574,
go,triangle.png,space,1582,1.582,2.082,0,22,22,67,,,,,,,,,,,,,,,,,,,,,,,,,58.22943390000728,58.73082430000068,58.714518000007956,60.29933710000478,space,1,58.22943390000728,58.22943390000728,0.4349274999985937,,,,,,,11039,001,2024_Mar_13_1401,gonogo_T,2021.2.3,59.759218157906574,
go,triangle.png,space,1979,1.979,2.479,0,23,23,93,,,,,,,,,,,,,,,,,,,,,,,,,60.315910000004806,60.81719129999692,60.800129299997934,62.7866209000058,space,1,60.315910000004806,60.315910000004806,0.3651282000064384,,,,,,,11039,001,2024_Mar_13_1401,gonogo_T,2021.2.3,59.759218157906574,
nogo,square.png,None,1139,1.139,1.639,0,24,24,48,,,,,,,,,,,,,,,,,,,,,,,,,62.803878499995335,63.30366360000335,63.28720790000807,64.43987289999495,None,1,62.803878499995335,62.803878499995335,,,,,,,,11039,001,2024_Mar_13_1401,gonogo_T,2021.2.3,59.759218157906574,
go,triangle.png,space,1651,1.651,2.151,0,25,25,30,,,,,,,,,,,,,,,,,,,,,,,,,64.45558320000418,64.95651279999583,64.93958310000016,66.59247970000433,space,1,64.45558320000418,64.45558320000418,0.3859948000026634,,,,,,,11039,001,2024_Mar_13_1401,gonogo_T,2021.2.3,59.759218157906574,
nogo,square.png,None,1131,1.131,1.631,0,26,26,52,,,,,,,,,,,,,,,,,,,,,,,,,66.60869839999941,67.11110760000884,67.0930653999967,68.22885949999909,None,1,66.60869839999941,66.60869839999941,,,,,,,,11039,001,2024_Mar_13_1401,gonogo_T,2021.2.3,59.759218157906574,
go,triangle.png,space,1589,1.589,2.089,0,27,27,39,,,,,,,,,,,,,,,,,,,,,,,,,68.24461209999572,68.7459119999985,68.73011639999459,70.33165310000186,space,1,68.24461209999572,68.24461209999572,0.4119865000102436,,,,,,,11039,001,2024_Mar_13_1401,gonogo_T,2021.2.3,59.759218157906574,
nogo,square.png,None,1379,1.379,1.879,0,28,28,84,,,,,,,,,,,,,,,,,,,,,,,,,70.34881910000695,70.84855239999888,70.83228899999813,72.21731799999543,None,1,70.34881910000695,70.34881910000695,,,,,,,,11039,001,2024_Mar_13_1401,gonogo_T,2021.2.3,59.759218157906574,
go,triangle.png,space,1280,1.28,1.78,0,29,29,18,,,,,,,,,,,,,,,,,,,,,,,,,72.23388529999647,72.73473290000402,72.71803109999746,74.00394360000791,space,1,72.23388529999647,72.23388529999647,0.3504996999981813,,,,,,,11039,001,2024_Mar_13_1401,gonogo_T,2021.2.3,59.759218157906574,
go,triangle.png,space,1320,1.32,1.82,0,30,30,54,,,,,,,,,,,,,,,,,,,,,,,,,74.02077149999968,74.52074049999646,74.5043319999968,75.8394416999945,space,1,74.02077149999968,74.02077149999968,0.4358845999959158,,,,,,,11039,001,2024_Mar_13_1401,gonogo_T,2021.2.3,59.759218157906574,
go,triangle.png,space,1791,1.791,2.291,0,31,31,55,,,,,,,,,,,,,,,,,,,,,,,,,75.8561606000003,76.3569145000074,76.3408291000087,78.14281449999544,space,1,75.8561606000003,75.8561606000003,0.38601699999708217,,,,,,,11039,001,2024_Mar_13_1401,gonogo_T,2021.2.3,59.759218157906574,
go,triangle.png,space,1087,1.087,1.587,0,32,32,50,,,,,,,,,,,,,,,,,,,,,,,,,78.15994949999731,78.66008970000257,78.64368449999893,79.72958280000603,space,1,78.15994949999731,78.15994949999731,0.3848800999985542,,,,,,,11039,001,2024_Mar_13_1401,gonogo_T,2021.2.3,59.759218157906574,
go,triangle.png,space,1566,1.566,2.066,0,33,33,25,,,,,,,,,,,,,,,,,,,,,,,,,79.74527379999927,80.24612680000428,80.22940660000313,81.80053680000128,space,1,79.74527379999927,79.74527379999927,0.3597310000041034,,,,,,,11039,001,2024_Mar_13_1401,gonogo_T,2021.2.3,59.759218157906574,
go,triangle.png,space,1761,1.761,2.261,0,34,34,95,,,,,,,,,,,,,,,,,,,,,,,,,81.81595010000456,82.31559070000367,82.29900870000711,84.06847080000443,space,1,81.81595010000456,81.81595010000456,0.3611073999927612,,,,,,,11039,001,2024_Mar_13_1401,gonogo_T,2021.2.3,59.759218157906574,
nogo,square.png,None,1636,1.636,2.136,0,35,35,0,,,,,,,,,,,,,,,,,,,,,,,,,84.08518690000346,84.5862141999969,84.57023880000634,None,None,1,84.08518690000346,84.08518690000346,,,,,,,,11039,001,2024_Mar_13_1401,gonogo_T,2021.2.3,59.759218157906574,
go,triangle.png,space,1991,1.991,2.491,0,36,36,82,,,,,,,,,,,,,,,,,,,,,,,,,86.22189139999682,86.72239150000678,86.70583740000438,88.70875669999805,space,1,86.22189139999682,86.22189139999682,0.34729520000109915,,,,,,,11039,001,2024_Mar_13_1401,gonogo_T,2021.2.3,59.759218157906574,
go,triangle.png,space,1594,1.594,2.094,0,37,37,38,,,,,,,,,,,,,,,,,,,,,,,,,88.72593590000179,89.2265933000017,89.21005579999473,90.81189759999688,space,1,88.72593590000179,88.72593590000179,0.3715675999992527,,,,,,,11039,001,2024_Mar_13_1401,gonogo_T,2021.2.3,59.759218157906574,
nogo,square.png,None,1600,1.6,2.1,0,38,38,92,,,,,,,,,,,,,,,,,,,,,,,,,90.8289880000084,91.32938350000768,91.31257399999595,92.91506830000435,None,1,90.8289880000084,90.8289880000084,,,,,,,,11039,001,2024_Mar_13_1401,gonogo_T,2021.2.3,59.759218157906574,
nogo,square.png,None,1611,1.611,2.111,0,39,39,28,,,,,,,,,,,,,,,,,,,,,,,,,92.9319322000083,93.43284930000664,93.41586280000047,95.03501920000417,None,1,92.9319322000083,92.9319322000083,,,,,,,,11039,001,2024_Mar_13_1401,gonogo_T,2021.2.3,59.759218157906574,
go,triangle.png,space,1217,1.217,1.717,0,40,40,1,,,,,,,,,,,,,,,,,,,,,,,,,95.05182259999856,95.55237040000793,95.53590210000402,96.75532910000766,space,1,95.05182259999856,95.05182259999856,0.34166279999772087,,,,,,,11039,001,2024_Mar_13_1401,gonogo_T,2021.2.3,59.759218157906574,
nogo,square.png,None,1165,1.165,1.665,0,41,41,76,,,,,,,,,,,,,,,,,,,,,,,,,96.77205230000254,97.27228760000435,97.25595980000799,98.42381439999735,None,1,96.77205230000254,96.77205230000254,,,,,,,,11039,001,2024_Mar_13_1401,gonogo_T,2021.2.3,59.759218157906574,
nogo,square.png,None,1453,1.453,1.953,0,42,42,12,,,,,,,,,,,,,,,,,,,,,,,,,98.44007569999667,98.94099040000583,98.92408130000695,100.37832909999997,None,1,98.44007569999667,98.44007569999667,,,,,,,,11039,001,2024_Mar_13_1401,gonogo_T,2021.2.3,59.759218157906574,
go,triangle.png,space,1074,1.074,1.574,0,43,43,6,,,,,,,,,,,,,,,,,,,,,,,,,100.39314980000199,100.89500610000687,100.87813090000418,101.96218940000108,space,1,100.39314980000199,100.39314980000199,0.36899229999107774,,,,,,,11039,001,2024_Mar_13_1401,gonogo_T,2021.2.3,59.759218157906574,
go,triangle.png,space,1457,1.457,1.957,0,44,44,66,,,,,,,,,,,,,,,,,,,,,,,,,101.97898949999944,102.47941880000872,102.4629838999972,103.9326613000012,space,1,101.97898949999944,101.97898949999944,0.46217369999794755,,,,,,,11039,001,2024_Mar_13_1401,gonogo_T,2021.2.3,59.759218157906574,
go,triangle.png,space,1532,1.532,2.032,0,45,45,2,,,,,,,,,,,,,,,,,,,,,,,,,103.94850179999776,104.44967220000399,104.43323750000854,105.96883620000153,space,1,103.94850179999776,103.94850179999776,0.3411331999959657,,,,,,,11039,001,2024_Mar_13_1401,gonogo_T,2021.2.3,59.759218157906574,
nogo,square.png,None,1698,1.698,2.198,0,46,46,32,,,,,,,,,,,,,,,,,,,,,,,,,105.98471459999564,106.48571740000625,106.46894330000214,108.1714828999975,None,1,105.98471459999564,105.98471459999564,,,,,,,,11039,001,2024_Mar_13_1401,gonogo_T,2021.2.3,59.759218157906574,
nogo,square.png,None,1233,1.233,1.733,0,47,47,44,,,,,,,,,,,,,,,,,,,,,,,,,108.18785719999869,108.68968969999696,108.67224280000664,109.90815719999955,None,1,108.18785719999869,108.18785719999869,,,,,,,,11039,001,2024_Mar_13_1401,gonogo_T,2021.2.3,59.759218157906574,
go,triangle.png,space,1370,1.37,1.87,0,48,48,13,,,,,,,,,,,,,,,,,,,,,,,,,109.9247122000088,110.42537729999458,110.40852759999689,111.77681470000243,space,1,109.9247122000088,109.9247122000088,0.3333740000089165,,,,,,,11039,001,2024_Mar_13_1401,gonogo_T,2021.2.3,59.759218157906574,
