TrialType,Path,Correct,ms,s,ks,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,welcome.started,welcome.stopped,space.started,space.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,Fixwarn.started,Fixwarn.stopped,table.started,table.stopped,key_resp__0.keys,key_resp__0.rt,key_resp__0.started,key_resp__0.stopped,type.started,type.stopped,space_3.started,space_3.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,stim_2.started,stim_2.stopped,text_2.started,text_2.stopped,key_resp_9.keys,key_resp_9.corr,key_resp_9.rt,key_resp_9.started,key_resp_9.stopped,END.started,END.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,7.589516300002288,None,7.589516300002288,None,space,1.0384725000039907,7.589516300002288,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11003,001,2023_Dec_29_1158,gonogo_T,2021.2.3,60.343256580323136,
,,,,,,,,,,,,,,,,,,8.658191800001077,None,8.658191800001077,None,space,54.96216179999465,8.658191800001077,None,,,,,,,,,,,,,,,,,,,,,,,,11003,001,2023_Dec_29_1158,gonogo_T,2021.2.3,60.343256580323136,
,,,,,,,,,,,,,,,,,,,,,,,,,,63.65781270000298,None,63.65781270000298,None,space,24.20227639999939,63.65781270000298,None,,,,,,,,,,,,,,,,11003,001,2023_Dec_29_1158,gonogo_T,2021.2.3,60.343256580323136,
go,triangle.png,space,1806,1.806,2.306,0,0,0,85,,,,,,,,,,,,,,,,,,,,,,,,,87.94220330000098,88.44488129999809,88.42705120000028,90.24632320000092,space,1,0.7342439999993076,87.94220330000098,None,,,,,,,11003,001,2023_Dec_29_1158,gonogo_T,2021.2.3,60.343256580323136,
go,triangle.png,space,1641,1.641,2.141,0,1,1,86,,,,,,,,,,,,,,,,,,,,,,,,,90.26269260000117,90.7634665000005,90.74676039999758,92.3997046000004,space,1,0.45327350000297884,90.26269260000117,90.26269260000117,,,,,,,11003,001,2023_Dec_29_1158,gonogo_T,2021.2.3,60.343256580323136,
go,triangle.png,space,1582,1.582,2.082,0,2,2,67,,,,,,,,,,,,,,,,,,,,,,,,,92.41647139999986,92.91812809999828,92.89993559999857,94.4851204000006,space,1,0.3795592000024044,92.41647139999986,92.41647139999986,,,,,,,11003,001,2023_Dec_29_1158,gonogo_T,2021.2.3,60.343256580323136,
go,triangle.png,space,1217,1.217,1.717,0,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,94.50281630000245,95.00413539999863,94.9864121999999,96.20604949999688,space,1,0.45309629999974277,94.50281630000245,94.50281630000245,,,,,,,11003,001,2023_Dec_29_1158,gonogo_T,2021.2.3,60.343256580323136,
go,triangle.png,space,1630,1.63,2.13,0,4,4,79,,,,,,,,,,,,,,,,,,,,,,,,,96.22169060000306,96.72236079999857,96.70604350000212,98.34188249999715,space,1,0.4145926999990479,96.22169060000306,96.22169060000306,,,,,,,11003,001,2023_Dec_29_1158,gonogo_T,2021.2.3,60.343256580323136,
nogo,square.png,None,1233,1.233,1.733,0,5,5,44,,,,,,,,,,,,,,,,,,,,,,,,,98.35807989999739,98.85878629999934,98.84263849999843,100.07980900000257,space,0,0.3898622999986401,98.35807989999739,98.35807989999739,,,,,,,11003,001,2023_Dec_29_1158,gonogo_T,2021.2.3,60.343256580323136,
go,triangle.png,space,1246,1.246,1.746,0,6,6,87,,,,,,,,,,,,,,,,,,,,,,,,,100.09468780000316,100.59459700000298,100.57793150000361,101.83054039999843,space,1,0.47737539999798173,100.09468780000316,100.09468780000316,,,,,,,11003,001,2023_Dec_29_1158,gonogo_T,2021.2.3,60.343256580323136,
