TrialType,Path,Correct,ms,s,ks,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,welcome.started,welcome.stopped,space.started,space.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,Fixwarn.started,Fixwarn.stopped,table.started,table.stopped,key_resp__0.keys,key_resp__0.rt,key_resp__0.started,key_resp__0.stopped,type.started,type.stopped,space_3.started,space_3.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,stim_2.started,stim_2.stopped,text_2.started,text_2.stopped,key_resp_9.keys,key_resp_9.corr,key_resp_9.rt,key_resp_9.started,key_resp_9.stopped,END.started,END.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,14.710973500041291,None,14.710973500041291,None,space,2.5209556999616325,14.710973500041291,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11032,001,2024_Jan_11_1603,gonogo_S,2021.2.3,59.73836979073259,
,,,,,,,,,,,,,,,,,,17.247704500099644,None,17.247704500099644,None,space,2.304285499965772,17.247704500099644,None,,,,,,,,,,,,,,,,,,,,,,,,11032,001,2024_Jan_11_1603,gonogo_S,2021.2.3,59.73836979073259,
,,,,,,,,,,,,,,,,,,,,,,,,,,19.584538199938834,None,19.584538199938834,None,space,20.43980890000239,19.584538199938834,None,,,,,,,,,,,,,,,,11032,001,2024_Jan_11_1603,gonogo_S,2021.2.3,59.73836979073259,
go,square.png,space,1331,1.331,1.831,0,0,0,27,,,,,,,,,,,,,,,,,,,,,,,,,40.132309400010854,40.632611100096256,40.615769000025466,41.95277710002847,space,1,0.7323208001907915,40.132309400010854,None,,,,,,,11032,001,2024_Jan_11_1603,gonogo_S,2021.2.3,59.73836979073259,
go,square.png,space,1125,1.125,1.625,0,1,1,90,,,,,,,,,,,,,,,,,,,,,,,,,41.96762609994039,42.468452600063756,42.45199440000579,43.58710090001114,space,1,0.584452899871394,41.96762609994039,41.96762609994039,,,,,,,11032,001,2024_Jan_11_1603,gonogo_S,2021.2.3,59.73836979073259,
go,square.png,space,1766,1.766,2.266,0,2,2,23,,,,,,,,,,,,,,,,,,,,,,,,,43.60468370001763,44.10434839990921,44.08847289998084,45.859038500115275,space,1,0.5953534999862313,43.60468370001763,43.60468370001763,,,,,,,11032,001,2024_Jan_11_1603,gonogo_S,2021.2.3,59.73836979073259,
nogo,triangle.png,None,1771,1.771,2.271,0,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,45.873536200029776,46.3748365000356,46.358247000025585,None,None,1,,45.873536200029776,45.873536200029776,,,,,,,11032,001,2024_Jan_11_1603,gonogo_S,2021.2.3,59.73836979073259,
go,square.png,space,1822,1.822,2.322,0,4,4,60,,,,,,,,,,,,,,,,,,,,,,,,,48.14347409992479,48.64462939999066,48.62812469992787,50.46579060005024,space,1,0.424547600094229,48.14347409992479,48.14347409992479,,,,,,,11032,001,2024_Jan_11_1603,gonogo_S,2021.2.3,59.73836979073259,
go,square.png,space,1692,1.692,2.192,0,5,5,30,,,,,,,,,,,,,,,,,,,,,,,,,50.48040729993954,50.98152979998849,50.96512409998104,52.66739830002189,space,1,0.4644375001080334,50.48040729993954,50.48040729993954,,,,,,,11032,001,2024_Jan_11_1603,gonogo_S,2021.2.3,59.73836979073259,
go,square.png,space,1155,1.155,1.655,0,6,6,0,,,,,,,,,,,,,,,,,,,,,,,,,52.68442800012417,53.184474100125954,53.16765350010246,54.335850700037554,space,1,0.4596666998695582,52.68442800012417,52.68442800012417,,,,,,,11032,001,2024_Jan_11_1603,gonogo_S,2021.2.3,59.73836979073259,
go,square.png,space,1973,1.973,2.473,0,7,7,44,,,,,,,,,,,,,,,,,,,,,,,,,54.35192920011468,54.85331659996882,54.83682360011153,None,space,1,0.6645572998095304,54.35192920011468,54.35192920011468,,,,,,,11032,001,2024_Jan_11_1603,gonogo_S,2021.2.3,59.73836979073259,
nogo,triangle.png,None,1218,1.218,1.718,0,8,8,25,,,,,,,,,,,,,,,,,,,,,,,,,56.82307959999889,57.324154699919745,57.30797590012662,58.52657729992643,None,1,,56.82307959999889,56.82307959999889,,,,,,,11032,001,2024_Jan_11_1603,gonogo_S,2021.2.3,59.73836979073259,
nogo,triangle.png,None,1273,1.273,1.773,0,9,9,5,,,,,,,,,,,,,,,,,,,,,,,,,58.542062300024554,59.04285280010663,59.02622330002487,60.31145750009455,None,1,,58.542062300024554,58.542062300024554,,,,,,,11032,001,2024_Jan_11_1603,gonogo_S,2021.2.3,59.73836979073259,
go,square.png,space,1420,1.42,1.92,0,10,10,6,,,,,,,,,,,,,,,,,,,,,,,,,60.328197200084105,60.82912279991433,60.81242420012131,62.23161679995246,space,1,0.3758817999623716,60.328197200084105,60.328197200084105,,,,,,,11032,001,2024_Jan_11_1603,gonogo_S,2021.2.3,59.73836979073259,
go,square.png,space,1121,1.121,1.621,0,11,11,22,,,,,,,,,,,,,,,,,,,,,,,,,62.24780880007893,62.749107300071046,62.73255129996687,63.868012600112706,space,1,0.3853653999976814,62.24780880007893,62.24780880007893,,,,,,,11032,001,2024_Jan_11_1603,gonogo_S,2021.2.3,59.73836979073259,
nogo,triangle.png,None,1939,1.939,2.439,0,12,12,65,,,,,,,,,,,,,,,,,,,,,,,,,63.88363300007768,64.3843954000622,64.36830170010217,66.32197650009766,None,1,,63.88363300007768,63.88363300007768,,,,,,,11032,001,2024_Jan_11_1603,gonogo_S,2021.2.3,59.73836979073259,
go,square.png,space,1670,1.67,2.17,0,13,13,94,,,,,,,,,,,,,,,,,,,,,,,,,66.33777639991604,66.8378826000262,66.8214179999195,68.49164950009435,space,1,0.5021271000150591,66.33777639991604,66.33777639991604,,,,,,,11032,001,2024_Jan_11_1603,gonogo_S,2021.2.3,59.73836979073259,
nogo,triangle.png,None,1867,1.867,2.367,0,14,14,33,,,,,,,,,,,,,,,,,,,,,,,,,68.50699670007452,69.0074450999964,68.99113420001231,70.86162140010856,None,1,,68.50699670007452,68.50699670007452,,,,,,,11032,001,2024_Jan_11_1603,gonogo_S,2021.2.3,59.73836979073259,
go,square.png,space,1857,1.857,2.357,0,15,15,2,,,,,,,,,,,,,,,,,,,,,,,,,70.87738419999368,71.37882780004293,71.36199219990522,73.23079630010761,space,1,0.3706636999268085,70.87738419999368,70.87738419999368,,,,,,,11032,001,2024_Jan_11_1603,gonogo_S,2021.2.3,59.73836979073259,
go,square.png,space,1890,1.89,2.3899999999999997,0,16,16,12,,,,,,,,,,,,,,,,,,,,,,,,,73.24757370003499,73.74839289998636,73.73135809996165,75.63433900009841,space,1,0.48861399991437793,73.24757370003499,73.24757370003499,,,,,,,11032,001,2024_Jan_11_1603,gonogo_S,2021.2.3,59.73836979073259,
go,square.png,space,1562,1.562,2.0620000000000003,0,17,17,46,,,,,,,,,,,,,,,,,,,,,,,,,75.65164930000901,76.15234429994598,76.13565569999628,77.70434900000691,space,1,0.4291846000123769,75.65164930000901,75.65164930000901,,,,,,,11032,001,2024_Jan_11_1603,gonogo_S,2021.2.3,59.73836979073259,
go,square.png,space,1776,1.776,2.276,0,18,18,14,,,,,,,,,,,,,,,,,,,,,,,,,77.72056600009091,78.22229610010982,78.20492410007864,79.99128350010142,space,1,0.41546400007791817,77.72056600009091,77.72056600009091,,,,,,,11032,001,2024_Jan_11_1603,gonogo_S,2021.2.3,59.73836979073259,
go,square.png,space,1899,1.899,2.399,0,19,19,28,,,,,,,,,,,,,,,,,,,,,,,,,80.0072004001122,80.50847320002504,80.49228430003859,82.39514379994944,space,1,0.47317849984392524,80.0072004001122,80.0072004001122,,,,,,,11032,001,2024_Jan_11_1603,gonogo_S,2021.2.3,59.73836979073259,
go,square.png,space,1230,1.23,1.73,0,20,20,35,,,,,,,,,,,,,,,,,,,,,,,,,82.41144850011915,82.91178740002215,82.89497609995306,84.1305370000191,space,1,0.34062270005233586,82.41144850011915,82.41144850011915,,,,,,,11032,001,2024_Jan_11_1603,gonogo_S,2021.2.3,59.73836979073259,
go,square.png,space,1445,1.445,1.945,0,21,21,74,,,,,,,,,,,,,,,,,,,,,,,,,84.14720289991237,84.64813129999675,84.63200880005024,86.0831567000132,space,1,0.40525770001113415,84.14720289991237,84.14720289991237,,,,,,,11032,001,2024_Jan_11_1603,gonogo_S,2021.2.3,59.73836979073259,
go,square.png,space,1136,1.136,1.636,0,22,22,43,,,,,,,,,,,,,,,,,,,,,,,,,86.09964970010333,86.60029900004156,86.58385560009629,87.71981970011257,space,1,0.3971855000127107,86.09964970010333,86.09964970010333,,,,,,,11032,001,2024_Jan_11_1603,gonogo_S,2021.2.3,59.73836979073259,
go,square.png,space,1745,1.745,2.245,0,23,23,38,,,,,,,,,,,,,,,,,,,,,,,,,87.73587920004502,88.2372610999737,88.21992049994878,89.97233069990762,space,1,0.37613680004142225,87.73587920004502,87.73587920004502,,,,,,,11032,001,2024_Jan_11_1603,gonogo_S,2021.2.3,59.73836979073259,
go,square.png,space,1240,1.24,1.74,0,24,24,86,,,,,,,,,,,,,,,,,,,,,,,,,89.98915489995852,90.49072919995524,90.4736961000599,91.72480319999158,space,1,0.4189075999893248,89.98915489995852,89.98915489995852,,,,,,,11032,001,2024_Jan_11_1603,gonogo_S,2021.2.3,59.73836979073259,
go,square.png,space,1564,1.564,2.064,0,25,25,82,,,,,,,,,,,,,,,,,,,,,,,,,91.7420848000329,92.24210439994931,92.22547439998016,93.79493189998902,space,1,0.3947185000870377,91.7420848000329,91.7420848000329,,,,,,,11032,001,2024_Jan_11_1603,gonogo_S,2021.2.3,59.73836979073259,
go,square.png,space,1663,1.663,2.1630000000000003,0,26,26,7,,,,,,,,,,,,,,,,,,,,,,,,,93.81122440006584,94.31227319990285,94.29521099990234,95.96425219997764,space,1,0.34935989999212325,93.81122440006584,93.81122440006584,,,,,,,11032,001,2024_Jan_11_1603,gonogo_S,2021.2.3,59.73836979073259,
nogo,triangle.png,None,1436,1.436,1.936,0,27,27,81,,,,,,,,,,,,,,,,,,,,,,,,,95.98123989999294,96.48296330007724,96.46610209997743,None,None,1,,95.98123989999294,95.98123989999294,,,,,,,11032,001,2024_Jan_11_1603,gonogo_S,2021.2.3,59.73836979073259,
go,square.png,space,1227,1.227,1.727,0,28,28,34,,,,,,,,,,,,,,,,,,,,,,,,,97.91780779999681,98.4181755001191,98.40201140008867,99.6373767000623,None,0,,97.91780779999681,97.91780779999681,,,,,,,11032,001,2024_Jan_11_1603,gonogo_S,2021.2.3,59.73836979073259,
nogo,triangle.png,None,1629,1.629,2.129,0,29,29,73,,,,,,,,,,,,,,,,,,,,,,,,,99.65354570001364,100.15421309997328,100.13720660004765,101.77399150002748,None,1,,99.65354570001364,99.65354570001364,,,,,,,11032,001,2024_Jan_11_1603,gonogo_S,2021.2.3,59.73836979073259,
go,square.png,space,1060,1.06,1.56,0,30,30,51,,,,,,,,,,,,,,,,,,,,,,,,,101.79019890003838,102.29070900008082,102.27387030003592,103.34329250012524,space,1,0.31430460000410676,101.79019890003838,101.79019890003838,,,,,,,11032,001,2024_Jan_11_1603,gonogo_S,2021.2.3,59.73836979073259,
nogo,triangle.png,None,1924,1.924,2.424,0,31,31,13,,,,,,,,,,,,,,,,,,,,,,,,,103.35897050006315,103.85968460002914,103.84252490010113,105.77975780004635,None,1,,103.35897050006315,103.35897050006315,,,,,,,11032,001,2024_Jan_11_1603,gonogo_S,2021.2.3,59.73836979073259,
go,square.png,space,1084,1.084,1.584,0,32,32,95,,,,,,,,,,,,,,,,,,,,,,,,,105.79605260002427,106.29806619998999,106.27977090002969,107.36469130008481,space,1,0.3886306998319924,105.79605260002427,105.79605260002427,,,,,,,11032,001,2024_Jan_11_1603,gonogo_S,2021.2.3,59.73836979073259,
go,square.png,space,1057,1.057,1.557,0,33,33,40,,,,,,,,,,,,,,,,,,,,,,,,,107.381418999983,107.88281169999391,107.86624170001596,108.93450310011394,space,1,0.41867339983582497,107.381418999983,107.381418999983,,,,,,,11032,001,2024_Jan_11_1603,gonogo_S,2021.2.3,59.73836979073259,
go,square.png,space,1160,1.16,1.66,0,34,34,48,,,,,,,,,,,,,,,,,,,,,,,,,108.95051399990916,109.4516024000477,109.43427400011569,110.60294390004128,space,1,0.48260480002500117,108.95051399990916,108.95051399990916,,,,,,,11032,001,2024_Jan_11_1603,gonogo_S,2021.2.3,59.73836979073259,
go,square.png,space,1889,1.889,2.3890000000000002,0,35,35,15,,,,,,,,,,,,,,,,,,,,,,,,,110.61920740013011,111.12082209996879,111.10396270011552,113.00707420008257,space,1,0.4135642999317497,110.61920740013011,110.61920740013011,,,,,,,11032,001,2024_Jan_11_1603,gonogo_S,2021.2.3,59.73836979073259,
nogo,triangle.png,None,1384,1.384,1.884,0,36,36,77,,,,,,,,,,,,,,,,,,,,,,,,,113.0231876000762,113.52437380002812,113.50780300004408,114.89273079996929,None,1,,113.0231876000762,113.0231876000762,,,,,,,11032,001,2024_Jan_11_1603,gonogo_S,2021.2.3,59.73836979073259,
go,square.png,space,1462,1.462,1.962,0,37,37,72,,,,,,,,,,,,,,,,,,,,,,,,,114.9097551999148,115.40973720001057,115.39292220002972,116.8622050001286,space,1,0.3391713001765311,114.9097551999148,114.9097551999148,,,,,,,11032,001,2024_Jan_11_1603,gonogo_S,2021.2.3,59.73836979073259,
