TrialType,Path,Correct,ms,s,ks,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,welcome.started,welcome.stopped,space.started,space.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,Fixwarn.started,Fixwarn.stopped,table.started,table.stopped,key_resp__0.keys,key_resp__0.rt,key_resp__0.started,key_resp__0.stopped,type.started,type.stopped,space_3.started,space_3.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,stim_2.started,stim_2.stopped,text_2.started,text_2.stopped,key_resp_9.keys,key_resp_9.corr,key_resp_9.started,key_resp_9.stopped,key_resp_9.rt,END.started,END.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,14.573353599989787,None,14.573353599989787,None,space,9.218742899945937,14.573353599989787,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11017,001,2024_Jan_04_1527,gonogo_S,2021.2.3,60.10373903183773,
,,,,,,,,,,,,,,,,,,23.821258799987845,None,23.821258799987845,None,space,0.8114108999725431,23.821258799987845,None,,,,,,,,,,,,,,,,,,,,,,,,11017,001,2024_Jan_04_1527,gonogo_S,2021.2.3,60.10373903183773,
,,,,,,,,,,,,,,,,,,,,,,,,,,24.67192199989222,None,24.67192199989222,None,space,24.752809899975546,24.67192199989222,None,,,,,,,,,,,,,,,,11017,001,2024_Jan_04_1527,gonogo_S,2021.2.3,60.10373903183773,
nogo,triangle.png,None,1629,1.629,2.129,0,0,0,73,,,,,,,,,,,,,,,,,,,,,,,,,49.508008699980564,50.009434299892746,50.009434299892746,None,None,1,49.508008699980564,None,,,,,,,,11017,001,2024_Jan_04_1527,gonogo_S,2021.2.3,60.10373903183773,
go,square.png,space,1057,1.057,1.557,0,1,1,40,,,,,,,,,,,,,,,,,,,,,,,,,51.64506849995814,52.14618299994618,52.12875899998471,53.198218099889345,space,1,51.64506849995814,51.64506849995814,0.33164079999551177,,,,,,,11017,001,2024_Jan_04_1527,gonogo_S,2021.2.3,60.10373903183773,
go,square.png,space,1822,1.822,2.322,0,2,2,60,,,,,,,,,,,,,,,,,,,,,,,,,53.21378519991413,53.7150537999114,53.69788929994684,55.534920499892905,space,1,53.21378519991413,53.21378519991413,0.435494500095956,,,,,,,11017,001,2024_Jan_04_1527,gonogo_S,2021.2.3,60.10373903183773,
nogo,triangle.png,None,1325,1.325,1.825,0,3,3,17,,,,,,,,,,,,,,,,,,,,,,,,,55.55073169991374,56.05143049999606,56.03568849992007,57.370393299963325,None,1,55.55073169991374,55.55073169991374,,,,,,,,11017,001,2024_Jan_04_1527,gonogo_S,2021.2.3,60.10373903183773,
nogo,triangle.png,None,1771,1.771,2.271,0,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,57.38664839998819,57.88774179993197,57.87139709992334,None,None,1,57.38664839998819,57.38664839998819,,,,,,,,11017,001,2024_Jan_04_1527,gonogo_S,2021.2.3,60.10373903183773,
go,square.png,space,1069,1.069,1.569,0,5,5,20,,,,,,,,,,,,,,,,,,,,,,,,,59.657505499897525,60.157491999911144,60.14153759996407,59.657505499897525,space,1,59.657505499897525,59.657505499897525,0.3744950999971479,,,,,,,11017,001,2024_Jan_04_1527,gonogo_S,2021.2.3,60.10373903183773,
nogo,triangle.png,None,1542,1.542,2.042,0,6,6,21,,,,,,,,,,,,,,,,,,,,,,,,,61.22571029991377,61.726571399951354,61.70984329993371,63.262046699994244,None,1,61.22571029991377,61.22571029991377,,,,,,,,11017,001,2024_Jan_04_1527,gonogo_S,2021.2.3,60.10373903183773,
go,square.png,space,1849,1.849,2.349,0,7,7,91,,,,,,,,,,,,,,,,,,,,,,,,,63.27874439989682,63.7802129999036,63.76313099998515,65.61610399989877,space,1,63.27874439989682,63.27874439989682,0.3771636999445036,,,,,,,11017,001,2024_Jan_04_1527,gonogo_S,2021.2.3,60.10373903183773,
go,square.png,space,1672,1.672,2.1719999999999997,0,8,8,84,,,,,,,,,,,,,,,,,,,,,,,,,65.63253609999083,66.13363279995974,66.11615209991578,None,space,1,65.63253609999083,65.63253609999083,0.4555482999421656,,,,,,,11017,001,2024_Jan_04_1527,gonogo_S,2021.2.3,60.10373903183773,
go,square.png,space,1940,1.94,2.44,0,9,9,47,,,,,,,,,,,,,,,,,,,,,,,,,67.80289880000055,68.30349739990197,68.28700749995187,70.23957519989926,space,1,67.80289880000055,67.80289880000055,0.3251396999694407,,,,,,,11017,001,2024_Jan_04_1527,gonogo_S,2021.2.3,60.10373903183773,
go,square.png,space,1857,1.857,2.357,0,10,10,2,,,,,,,,,,,,,,,,,,,,,,,,,70.25584349990822,70.75652959989384,70.73987409996334,72.60954079998191,space,1,70.25584349990822,70.25584349990822,0.3280947998864576,,,,,,,11017,001,2024_Jan_04_1527,gonogo_S,2021.2.3,60.10373903183773,
nogo,triangle.png,None,1683,1.683,2.183,0,11,11,29,,,,,,,,,,,,,,,,,,,,,,,,,72.62602749990765,73.12748569995165,73.11129149992485,74.79645889997482,None,1,72.62602749990765,72.62602749990765,,,,,,,,11017,001,2024_Jan_04_1527,gonogo_S,2021.2.3,60.10373903183773,
go,square.png,space,1670,1.67,2.17,0,12,12,94,,,,,,,,,,,,,,,,,,,,,,,,,74.81248809990939,75.31512909999583,75.2968110999791,76.9657210999867,space,1,74.81248809990939,74.81248809990939,0.36355060001369566,,,,,,,11017,001,2024_Jan_04_1527,gonogo_S,2021.2.3,60.10373903183773,
go,square.png,space,1552,1.552,2.052,0,13,13,59,,,,,,,,,,,,,,,,,,,,,,,,,76.9831317999633,77.48316219996195,77.46733859996311,79.01875930000097,space,1,76.9831317999633,76.9831317999633,0.4741366000380367,,,,,,,11017,001,2024_Jan_04_1527,gonogo_S,2021.2.3,60.10373903183773,
nogo,triangle.png,None,1569,1.569,2.069,0,14,14,45,,,,,,,,,,,,,,,,,,,,,,,,,79.03547129989602,79.53617829992436,79.51953429996502,81.08863639994524,None,1,79.03547129989602,79.03547129989602,,,,,,,,11017,001,2024_Jan_04_1527,gonogo_S,2021.2.3,60.10373903183773,
go,square.png,space,1865,1.865,2.365,0,15,15,75,,,,,,,,,,,,,,,,,,,,,,,,,81.10521709988825,81.60698359995149,81.58929759997409,83.45926139992662,space,1,81.10521709988825,81.10521709988825,0.3587597000878304,,,,,,,11017,001,2024_Jan_04_1527,gonogo_S,2021.2.3,60.10373903183773,
nogo,triangle.png,None,1924,1.924,2.424,0,16,16,13,,,,,,,,,,,,,,,,,,,,,,,,,83.47537509992253,83.97614129993599,83.95951600000262,85.89643839991186,None,1,83.47537509992253,83.47537509992253,,,,,,,,11017,001,2024_Jan_04_1527,gonogo_S,2021.2.3,60.10373903183773,
