TrialType,Path,Correct,ms,s,ks,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,welcome.started,welcome.stopped,space.started,space.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,Fixwarn.started,Fixwarn.stopped,table.started,table.stopped,key_resp__0.keys,key_resp__0.rt,key_resp__0.started,key_resp__0.stopped,type.started,type.stopped,space_3.started,space_3.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,stim_2.started,stim_2.stopped,text_2.started,text_2.stopped,key_resp_9.keys,key_resp_9.corr,key_resp_9.rt,key_resp_9.started,key_resp_9.stopped,END.started,END.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,9.612329400028102,None,9.612329400028102,None,space,6.858855900005437,9.612329400028102,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11007,001,2024_Jan_01_1438,gonogo_T,2021.2.3,59.68474517953962,
,,,,,,,,,,,,,,,,,,16.488931600004435,None,16.488931600004435,None,space,9.805959300021641,16.488931600004435,None,,,,,,,,,,,,,,,,,,,,,,,,11007,001,2024_Jan_01_1438,gonogo_T,2021.2.3,59.68474517953962,
,,,,,,,,,,,,,,,,,,,,,,,,,,26.337721900024917,None,26.337721900024917,None,space,18.461534600006416,26.337721900024917,None,,,,,,,,,,,,,,,,11007,001,2024_Jan_01_1438,gonogo_T,2021.2.3,59.68474517953962,
go,triangle.png,space,1370,1.37,1.87,0,0,0,13,,,,,,,,,,,,,,,,,,,,,,,,,44.897906800033525,45.3988780999789,45.381979099998716,46.750870699994266,space,1,0.5337533999700099,44.897906800033525,None,,,,,,,11007,001,2024_Jan_01_1438,gonogo_T,2021.2.3,59.68474517953962,
nogo,square.png,None,1337,1.337,1.837,0,1,1,64,,,,,,,,,,,,,,,,,,,,,,,,,46.76712700002827,47.268929500016384,47.25113480002619,48.58743150002556,None,1,,46.76712700002827,46.76712700002827,,,,,,,11007,001,2024_Jan_01_1438,gonogo_T,2021.2.3,59.68474517953962,
go,triangle.png,space,1566,1.566,2.066,0,2,2,25,,,,,,,,,,,,,,,,,,,,,,,,,48.60353160003433,49.10481420002179,49.08703080000123,50.65680140000768,space,1,0.31540550000499934,48.60353160003433,48.60353160003433,,,,,,,11007,001,2024_Jan_01_1438,gonogo_T,2021.2.3,59.68474517953962,
nogo,square.png,None,1636,1.636,2.136,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,50.6727825999842,51.17389740003273,51.157426699995995,52.793122400005814,None,1,,50.6727825999842,50.6727825999842,,,,,,,11007,001,2024_Jan_01_1438,gonogo_T,2021.2.3,59.68474517953962,
go,triangle.png,space,1161,1.161,1.661,0,4,4,62,,,,,,,,,,,,,,,,,,,,,,,,,52.809404300001916,53.31087370001478,53.2934086000314,54.46282740001334,space,1,0.3096201999578625,52.809404300001916,52.809404300001916,,,,,,,11007,001,2024_Jan_01_1438,gonogo_T,2021.2.3,59.68474517953962,
go,triangle.png,space,1329,1.329,1.829,0,5,5,90,,,,,,,,,,,,,,,,,,,,,,,,,54.47907489998033,54.979324400017504,54.962881900020875,56.297988899983466,space,1,0.3438341000000946,54.47907489998033,54.47907489998033,,,,,,,11007,001,2024_Jan_01_1438,gonogo_T,2021.2.3,59.68474517953962,
go,triangle.png,space,1180,1.18,1.68,0,6,6,81,,,,,,,,,,,,,,,,,,,,,,,,,56.31509059999371,56.8155297000194,56.79936830000952,57.983628100017086,space,1,0.291775299992878,56.31509059999371,56.31509059999371,,,,,,,11007,001,2024_Jan_01_1438,gonogo_T,2021.2.3,59.68474517953962,
