TrialType,Path,Correct,ms,s,ks,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,welcome.started,welcome.stopped,space.started,space.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,Fixwarn.started,Fixwarn.stopped,table.started,table.stopped,key_resp__0.keys,key_resp__0.rt,key_resp__0.started,key_resp__0.stopped,type.started,type.stopped,space_3.started,space_3.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,stim_2.started,stim_2.stopped,text_2.started,text_2.stopped,key_resp_9.keys,key_resp_9.corr,key_resp_9.rt,key_resp_9.started,key_resp_9.stopped,END.started,END.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,10.27379580005072,None,10.27379580005072,None,space,5.8191337999887764,10.27379580005072,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11013,001,2024_Jan_02_1701,gonogo_S,2021.2.3,60.078281996031805,
,,,,,,,,,,,,,,,,,,16.114664900000207,None,16.114664900000207,None,space,5.4500651999842376,16.114664900000207,None,,,,,,,,,,,,,,,,,,,,,,,,11013,001,2024_Jan_02_1701,gonogo_S,2021.2.3,60.078281996031805,
,,,,,,,,,,,,,,,,,,,,,,,,,,21.606541500019375,None,21.606541500019375,None,space,16.77507539995713,21.606541500019375,None,,,,,,,,,,,,,,,,11013,001,2024_Jan_02_1701,gonogo_S,2021.2.3,60.078281996031805,
go,square.png,space,1899,1.899,2.399,0,0,0,55,,,,,,,,,,,,,,,,,,,,,,,,,38.464344800042454,38.9652898000204,38.94826140004443,40.851934600039385,space,1,0.47651710000354797,38.464344800042454,None,,,,,,,11013,001,2024_Jan_02_1701,gonogo_S,2021.2.3,60.078281996031805,
go,square.png,space,1420,1.42,1.92,0,1,1,6,,,,,,,,,,,,,,,,,,,,,,,,,40.868056200037245,41.369928500032984,41.35213890002342,42.77103810000699,space,1,0.3527283000294119,40.868056200037245,40.868056200037245,,,,,,,11013,001,2024_Jan_02_1701,gonogo_S,2021.2.3,60.078281996031805,
go,square.png,space,1297,1.297,1.797,0,2,2,56,,,,,,,,,,,,,,,,,,,,,,,,,42.787466100009624,43.28920850000577,43.27220860001398,44.57401530002244,space,1,0.3460800999891944,42.787466100009624,42.787466100009624,,,,,,,11013,001,2024_Jan_02_1701,gonogo_S,2021.2.3,60.078281996031805,
nogo,triangle.png,None,1436,1.436,1.936,0,3,3,81,,,,,,,,,,,,,,,,,,,,,,,,,44.59038310003234,45.09164739999687,45.07485890004318,None,None,1,,44.59038310003234,44.59038310003234,,,,,,,11013,001,2024_Jan_02_1701,gonogo_S,2021.2.3,60.078281996031805,
nogo,triangle.png,None,1867,1.867,2.367,0,4,4,33,,,,,,,,,,,,,,,,,,,,,,,,,46.52623840002343,47.02701060002437,47.01104870002018,48.87998870003503,space,0,0.31080460001248866,46.52623840002343,46.52623840002343,,,,,,,11013,001,2024_Jan_02_1701,gonogo_S,2021.2.3,60.078281996031805,
go,square.png,space,1564,1.564,2.064,0,5,5,82,,,,,,,,,,,,,,,,,,,,,,,,,48.89645650004968,49.39806590002263,49.380982400034554,50.95122069999343,space,1,0.28469780000159517,48.89645650004968,48.89645650004968,,,,,,,11013,001,2024_Jan_02_1701,gonogo_S,2021.2.3,60.078281996031805,
go,square.png,space,1552,1.552,2.052,0,6,6,59,,,,,,,,,,,,,,,,,,,,,,,,,50.9673904000083,51.46844450000208,51.45024670002749,53.00266779999947,space,1,0.2536242000060156,50.9673904000083,50.9673904000083,,,,,,,11013,001,2024_Jan_02_1701,gonogo_S,2021.2.3,60.078281996031805,
